explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
BestCandidate,49097,9,0.999886603324657,0.9998775685220451,1.0,0.9999387805134264,35.5,18.25,8.0,0.304496374703409,0.7088032581453634,1.0,0.02735020608724602,1.5367617107942972,36.79445481300354
GraphMerge,49097,9,0.999886603324657,0.9998775685220451,1.0,0.9999387805134264,35.5,18.25,8.0,0.304496374703409,0.7088032581453634,1.0,0.009087707831979201,1.0510183299389002,1.9450013637542725
BestCandidate,49097,9,1.0,1.0,1.0,1.0,40.5,20.75,9.3,-0.016067092125295872,0.7320175438596491,1.0,0.024406472539114488,1.535641547861507,41.361833572387695
GraphMerge,49097,9,1.0,1.0,1.0,1.0,40.5,20.75,9.3,-0.016067092125295872,0.7320175438596491,1.0,0.010382061662489101,1.1685336048879837,1.9890031814575195
BestCandidate,49097,9,0.9998196895374507,1.0,0.9998064219415129,0.9999032016017335,42.1,21.55,9.0,0.19939352489830078,0.7653717627401836,1.0,0.024041225578084392,1.5913441955193484,40.82584071159363
GraphMerge,49097,9,0.9998196895374507,1.0,0.9998064219415129,0.9999032016017335,42.1,21.55,9.0,0.19939352489830078,0.7653717627401836,1.0,0.027448483893265534,1.8190427698574338,2.354001045227051
BestCandidate,49097,9,0.9999383132042308,0.9999334291842651,1.0,0.9999667134841773,39.6,20.3,8.95,0.40423668966467574,0.6937447786131997,1.0,0.025802338013141888,1.6161914460285132,39.46418023109436
GraphMerge,49097,9,0.9999383132042308,0.9999334291842651,1.0,0.9999667134841773,39.6,20.3,8.95,0.40423668966467574,0.6937447786131997,1.0,0.014300489148689087,1.1033604887983706,1.8160006999969482
BestCandidate,49097,9,0.9997453708457086,1.0,0.9997259298186996,0.9998629461281601,35.2,18.1,8.85,0.6516431748235486,0.7050856307435254,1.0,0.0237091604341087,1.5813645621181263,37.27300667762756
GraphMerge,49097,9,0.9997453708457086,1.0,0.9997259298186996,0.9998629461281601,35.2,18.1,8.85,0.6516431748235486,0.7050856307435254,1.0,0.018515517452499776,1.7225050916496945,1.6138334274291992
