explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,9,0.8,0.7272727272727273,0.8888888888888888,0.7999999999999999,12.2,6.6,3.0,0.508722512643881,0.41161375661375654,1.0,0.32890717471432873,3.5,0.05000162124633789,0.022998571395874023,2.05,9.25,-1,-1,-1
OCEAN,20,20,9,0.8,0.7272727272727273,0.8888888888888888,0.7999999999999999,12.2,6.6,3.0,0.508722512643881,0.41161375661375654,1.0,0.050393497395374465,1.9,0.0,0.4630002975463867,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.8,0.7272727272727273,0.8888888888888888,0.7999999999999999,12.2,6.6,3.0,0.508722512643881,0.41161375661375654,1.0,0.09108814842454564,2.8,17.124998807907104,1.9130001068115234,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.8,0.7272727272727273,0.8888888888888888,0.7999999999999999,12.2,6.6,3.0,0.508722512643881,0.41161375661375654,1.0,0.05503576735969562,2.25,0.0729990005493164,0.996999979019165,-1.0,-1.0,84,130.25,192
FACETGrow,20,20,9,0.75,0.6363636363636364,0.875,0.7368421052631579,10.0,5.5,3.0,0.6945293682233928,0.34059082892416226,0.95,0.4008646495745116,3.4210526315789473,0.03600025177001953,0.02200007438659668,2.0,9.45,-1,-1,-1
OCEAN,20,20,9,0.75,0.6363636363636364,0.875,0.7368421052631579,10.0,5.5,3.0,0.6945293682233928,0.34059082892416226,1.0,0.08203697117496178,2.25,0.0,0.37000012397766113,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.75,0.6363636363636364,0.875,0.7368421052631579,10.0,5.5,3.0,0.6945293682233928,0.34059082892416226,0.95,0.10581127810793732,2.1578947368421053,20.1729998588562,2.1710002422332764,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.75,0.6363636363636364,0.875,0.7368421052631579,10.0,5.5,3.0,0.6945293682233928,0.34059082892416226,1.0,0.08250269891436128,1.9,0.04999971389770508,0.7170002460479736,-1.0,-1.0,60,119.15,251
FACETGrow,20,20,9,0.8,0.9,0.75,0.8181818181818182,11.8,6.4,3.0,0.2127533657201425,0.3916402116402116,1.0,0.20825729129011944,3.35,0.05000019073486328,0.02300095558166504,2.4,9.25,-1,-1,-1
OCEAN,20,20,9,0.8,0.9,0.75,0.8181818181818182,11.8,6.4,3.0,0.2127533657201425,0.3916402116402116,1.0,0.026491861426777924,1.95,0.0,0.4399983882904053,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.8,0.9,0.75,0.8181818181818182,11.8,6.4,3.0,0.2127533657201425,0.3916402116402116,1.0,0.03491905488841895,1.85,13.263999938964844,1.4559998512268066,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.8,0.9,0.75,0.8181818181818182,11.8,6.4,3.0,0.2127533657201425,0.3916402116402116,1.0,0.028774110115879725,1.8,0.06699895858764648,0.8589999675750732,-1.0,-1.0,74,112.4,164
FACETGrow,20,20,9,0.95,0.9285714285714286,1.0,0.962962962962963,11.4,6.2,3.0,0.030975308883805616,0.32275132275132273,1.0,0.27830987018859665,3.65,0.04499936103820801,0.022998571395874023,2.2,9.35,-1,-1,-1
OCEAN,20,20,9,0.95,0.9285714285714286,1.0,0.962962962962963,11.4,6.2,3.0,0.030975308883805616,0.32275132275132273,1.0,0.03355903991550836,2.0,0.0,0.4070003032684326,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,9,0.95,0.9285714285714286,1.0,0.962962962962963,11.4,6.2,3.0,0.030975308883805616,0.32275132275132273,1.0,0.04046791789377551,2.2,12.342001676559448,1.4099974632263184,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,9,0.95,0.9285714285714286,1.0,0.962962962962963,11.4,6.2,3.0,0.030975308883805616,0.32275132275132273,1.0,0.02949366203867091,1.75,0.05899953842163086,0.6659989356994629,-1.0,-1.0,81,108.75,140
FACETGrow,20,20,9,0.85,0.9333333333333333,0.875,0.9032258064516129,12.2,6.6,3.0,0.5109907349659238,0.4292063492063492,1.0,0.28107684572837804,3.35,0.05099821090698242,0.025999784469604492,1.5,9.8,-1,-1,-1
OCEAN,20,20,9,0.85,0.9333333333333333,0.875,0.9032258064516129,12.2,6.6,3.0,0.5109907349659238,0.4292063492063492,1.0,0.05208451464933803,2.3,0.0,0.48200321197509766,-1.0,-1.0,-1,-1,-1
