explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,10,0.85,0.7692307692307693,1.0,0.8695652173913044,15.0,8.0,3.0,0.8434143834115537,0.48806878306878293,1.0,0.4221071455862123,5.25,0.08999967575073242,0.031000375747680664,1.15,9.9,-1,-1,-1
OCEAN,20,20,10,0.85,0.7692307692307693,1.0,0.8695652173913044,15.0,8.0,3.0,0.8434143834115537,0.48806878306878293,1.0,0.12058444702091249,2.5,0.0,0.5629990100860596,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.85,0.7692307692307693,1.0,0.8695652173913044,15.0,8.0,3.0,0.8434143834115537,0.48806878306878293,1.0,0.15589602559488108,3.05,57.87777137756348,5.443000078201294,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.85,0.7692307692307693,1.0,0.8695652173913044,15.0,8.0,3.0,0.8434143834115537,0.48806878306878293,1.0,0.1267109619546762,2.5,0.12199997901916504,1.0300021171569824,-1.0,-1.0,94,154.1,192
FACETGrow,20,20,10,0.85,0.8235294117647058,1.0,0.9032258064516129,15.0,8.0,3.0,0.7513054881848709,0.47641093474426793,1.0,0.5770816655421035,5.2,0.07899999618530273,0.031999826431274414,1.05,9.9,-1,-1,-1
OCEAN,20,20,10,0.85,0.8235294117647058,1.0,0.9032258064516129,15.0,8.0,3.0,0.7513054881848709,0.47641093474426793,1.0,0.09483435563109079,2.25,0.0,0.5559992790222168,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.85,0.8235294117647058,1.0,0.9032258064516129,15.0,8.0,3.0,0.7513054881848709,0.47641093474426793,1.0,0.13473717720685172,3.05,71.5469958782196,6.796000003814697,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.85,0.8235294117647058,1.0,0.9032258064516129,15.0,8.0,3.0,0.7513054881848709,0.47641093474426793,1.0,0.10306352353001699,1.9,0.10199999809265137,1.4560003280639648,-1.0,-1.0,106,178.95,260
FACETGrow,20,20,10,0.5,0.47058823529411764,0.8888888888888888,0.6153846153846153,15.0,8.0,3.0,0.6269547564486521,0.53505291005291,1.0,0.25392624729348634,3.35,0.0839998722076416,0.028000593185424805,1.95,9.75,-1,-1,-1
OCEAN,20,20,10,0.5,0.47058823529411764,0.8888888888888888,0.6153846153846153,15.0,8.0,3.0,0.6269547564486521,0.53505291005291,1.0,0.07700508074052274,1.85,0.0,0.5459957122802734,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.5,0.47058823529411764,0.8888888888888888,0.6153846153846153,15.0,8.0,3.0,0.6269547564486521,0.53505291005291,1.0,0.08294026147831116,1.95,55.871999740600586,6.680000066757202,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.5,0.47058823529411764,0.8888888888888888,0.6153846153846153,15.0,8.0,3.0,0.6269547564486521,0.53505291005291,1.0,0.07209484918364426,1.65,0.10900020599365234,0.9049999713897705,-1.0,-1.0,95,150.4,253
FACETGrow,20,20,10,0.8,0.8,0.9230769230769231,0.8571428571428571,15.0,8.0,3.0,0.95790257533054,0.5238359788359788,1.0,0.45628226663032284,5.3,0.08500003814697266,0.029999494552612305,0.75,9.25,-1,-1,-1
OCEAN,20,20,10,0.8,0.8,0.9230769230769231,0.8571428571428571,15.0,8.0,3.0,0.95790257533054,0.5238359788359788,1.0,0.12677395776627862,2.75,0.0,0.6109957695007324,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.8,0.8,0.9230769230769231,0.8571428571428571,15.0,8.0,3.0,0.95790257533054,0.5238359788359788,1.0,0.15046036963723436,2.9,60.733999490737915,6.415999889373779,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.8,0.8,0.9230769230769231,0.8571428571428571,15.0,8.0,3.0,0.95790257533054,0.5238359788359788,1.0,0.1246471284583672,2.7,0.10999631881713867,1.1290009021759033,-1.0,-1.0,110,162.95,219
FACETGrow,20,20,10,0.95,0.9333333333333333,1.0,0.9655172413793104,15.0,8.0,3.0,0.986307519640853,0.3813844797178131,1.0,0.41351002950092763,5.25,0.0820000171661377,0.03399991989135742,0.3,10.0,-1,-1,-1
OCEAN,20,20,10,0.95,0.9333333333333333,1.0,0.9655172413793104,15.0,8.0,3.0,0.986307519640853,0.3813844797178131,1.0,0.1143099507122615,3.1,0.0,0.6019964218139648,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,10,0.95,0.9333333333333333,1.0,0.9655172413793104,15.0,8.0,3.0,0.986307519640853,0.3813844797178131,1.0,0.1246411280488203,3.4,59.226998805999756,6.358000040054321,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,10,0.95,0.9333333333333333,1.0,0.9655172413793104,15.0,8.0,3.0,0.986307519640853,0.3813844797178131,1.0,0.10667324224490052,2.95,0.1029963493347168,1.3670012950897217,-1.0,-1.0,60,151.25,374
FACETGrow,20,20,10,0.8,0.6666666666666666,1.0,0.8,15.0,8.0,3.0,0.7785805480919225,0.527504409171076,1.0,0.3340906248405759,4.3,0.08300018310546875,0.029999732971191406,1.8,9.95,-1,-1,-1
