explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,init_time,runtime,clique_size,grown_clique_size,ext_min,ext_avg,ext_max
FACETGrow,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.5220891205367171,7.0,0.04699993133544922,0.033998727798461914,0.55,10.0,-1,-1,-1
OCEAN,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.1546097173231694,2.95,0.0,0.5739998817443848,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.16837911299168137,4.05,98.73153138160706,7.331000089645386,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,30,0.95,1.0,0.6666666666666666,0.8,12.4,6.7,3.0,0.675577026301664,0.1462313612313612,1.0,0.15770179752315214,3.05,0.06399965286254883,3.6419999599456787,-1.0,-1.0,166,254.4,556
FACETGrow,20,20,30,0.95,1.0,0.8,0.888888888888889,13.6,7.3,3.0,0.2776733840684039,0.21093844427177752,1.0,0.33027612379216753,7.25,0.37599635124206543,0.029000282287597656,1.25,10.0,-1,-1,-1
OCEAN,20,20,30,0.95,1.0,0.8,0.888888888888889,13.6,7.3,3.0,0.2776733840684039,0.21093844427177752,1.0,0.1350274194493553,4.15,0.0,0.5170032978057861,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,0.95,1.0,0.8,0.888888888888889,13.6,7.3,3.0,0.2776733840684039,0.21093844427177752,1.0,0.1607804070300482,4.5,88.83015203475952,4.6890175342559814,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,30,0.95,1.0,0.8,0.888888888888889,13.6,7.3,3.0,0.2776733840684039,0.21093844427177752,1.0,0.13080519032450452,4.15,0.07700037956237793,3.376997470855713,-1.0,-1.0,126,249.15,563
FACETGrow,20,20,30,0.95,1.0,0.9090909090909091,0.9523809523809523,12.6,6.8,3.0,0.4409876543209876,0.17130030463363796,1.0,0.40927243410683173,6.3,0.04599928855895996,0.02899932861328125,0.6,9.9,-1,-1,-1
OCEAN,20,20,30,0.95,1.0,0.9090909090909091,0.9523809523809523,12.6,6.8,3.0,0.4409876543209876,0.17130030463363796,1.0,0.1698384520439804,3.8,0.0,0.5289983749389648,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,0.95,1.0,0.9090909090909091,0.9523809523809523,12.6,6.8,3.0,0.4409876543209876,0.17130030463363796,1.0,0.20699570068559892,4.85,75.2509982585907,6.081999778747559,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,30,0.95,1.0,0.9090909090909091,0.9523809523809523,12.6,6.8,3.0,0.4409876543209876,0.17130030463363796,1.0,0.1683624132967563,4.1,0.06599974632263184,2.766000509262085,-1.0,-1.0,147,212.95,353
FACETGrow,20,20,30,1.0,1.0,1.0,1.0,12.6,6.8,3.0,0.044444444444444446,0.12816578483245147,1.0,0.5395590637072039,7.8,0.04499983787536621,0.029999971389770508,0.3,10.0,-1,-1,-1
OCEAN,20,20,30,1.0,1.0,1.0,1.0,12.6,6.8,3.0,0.044444444444444446,0.12816578483245147,1.0,0.16514970051085573,4.35,0.0,0.493999719619751,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,1.0,1.0,1.0,1.0,12.6,6.8,3.0,0.044444444444444446,0.12816578483245147,1.0,0.18049627864008483,4.1,84.20101857185364,7.454001426696777,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,30,1.0,1.0,1.0,1.0,12.6,6.8,3.0,0.044444444444444446,0.12816578483245147,1.0,0.15995867721435914,3.65,0.06599926948547363,2.6980018615722656,-1.0,-1.0,144,211.7,319
FACETGrow,20,20,30,1.0,1.0,1.0,1.0,12.4,6.7,3.0,-0.08888888888888889,0.17627144460477795,1.0,0.43320924068024746,6.85,0.04399847984313965,0.02900242805480957,0.5,9.4,-1,-1,-1
OCEAN,20,20,30,1.0,1.0,1.0,1.0,12.4,6.7,3.0,-0.08888888888888889,0.17627144460477795,1.0,0.15674198705299322,4.25,0.0,0.4929993152618408,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,1.0,1.0,1.0,1.0,12.4,6.7,3.0,-0.08888888888888889,0.17627144460477795,1.0,0.18540672781631407,4.3,76.58099913597107,7.212000131607056,-1.0,-1.0,-1,-1,-1
FACETBranchBound,20,20,30,1.0,1.0,1.0,1.0,12.4,6.7,3.0,-0.08888888888888889,0.17627144460477795,1.0,0.15739490406998538,4.3,0.06100034713745117,3.4379994869232178,-1.0,-1.0,105,238.8,645
FACETGrow,20,20,30,1.0,1.0,1.0,1.0,11.4,6.2,3.0,0.044444444444444446,0.12990299823633158,1.0,0.40095253976447304,6.25,0.4679999351501465,0.0280001163482666,0.4,10.0,-1,-1,-1
OCEAN,20,20,30,1.0,1.0,1.0,1.0,11.4,6.2,3.0,0.044444444444444446,0.12990299823633158,1.0,0.16359176212547233,3.25,0.0,0.4369988441467285,-1.0,-1.0,-1,-1,-1
FACETIndex,20,20,30,1.0,1.0,1.0,1.0,11.4,6.2,3.0,0.044444444444444446,0.12990299823633158,1.0,0.1943054082599951,4.25,77.9010660648346,7.016999959945679,-1.0,-1.0,-1,-1,-1
