explainer,n_samples,n_samples_explained,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime,clique_size,init_time
FACETPaths,309,62,6,0.7741935483870968,0.8372093023255814,0.8372093023255814,0.8372093023255814,28.6,14.8,5.0,0.5915361551733377,0.8205263157894735,1.0,0.4443935050178683,5.258064516129032,0.00599980354309082,18.5,6.838000059127808
BestCandidate,309,62,6,0.7741935483870968,0.8372093023255814,0.8372093023255814,0.8372093023255814,28.6,14.8,5.0,0.5915361551733377,0.8205263157894735,1.0,0.0758088830001715,1.435483870967742,0.17999982833862305,-1.0,0.0
OCEAN,309,62,6,0.7741935483870968,0.8372093023255814,0.8372093023255814,0.8372093023255814,28.6,14.8,5.0,0.5915361551733377,0.8205263157894735,1.0,0.05836723878970813,2.193548387096774,6.960244417190552,-1.0,0.0
FACETPaths,309,62,6,0.7258064516129032,0.7321428571428571,0.9534883720930233,0.8282828282828282,25.0,13.0,5.0,0.7718847894062276,0.822280701754386,1.0,0.4733229217479137,5.064516129032258,0.00599980354309082,18.0,4.507040500640869
BestCandidate,309,62,6,0.7258064516129032,0.7321428571428571,0.9534883720930233,0.8282828282828282,25.0,13.0,5.0,0.7718847894062276,0.822280701754386,0.9516129032258065,0.13480709997127988,1.7627118644067796,0.1640007495880127,-1.0,0.0
OCEAN,309,62,6,0.7258064516129032,0.7321428571428571,0.9534883720930233,0.8282828282828282,25.0,13.0,5.0,0.7718847894062276,0.822280701754386,1.0,0.09819239242468784,2.6451612903225805,6.613999128341675,-1.0,0.0
FACETPaths,309,62,6,0.7903225806451613,0.96875,0.7209302325581395,0.8266666666666667,28.2,14.6,5.0,0.47241817619942206,0.8617543859649122,1.0,0.3792575091547548,5.451612903225806,0.0049970149993896484,18.5,6.1780030727386475
BestCandidate,309,62,6,0.7903225806451613,0.96875,0.7209302325581395,0.8266666666666667,28.2,14.6,5.0,0.47241817619942206,0.8617543859649122,1.0,0.06003739587051788,1.1774193548387097,0.1750030517578125,-1.0,0.0
OCEAN,309,62,6,0.7903225806451613,0.96875,0.7209302325581395,0.8266666666666667,28.2,14.6,5.0,0.47241817619942206,0.8617543859649122,1.0,0.049862877019747995,2.0483870967741935,6.699995994567871,-1.0,0.0
FACETPaths,309,62,6,0.8870967741935484,0.9,0.9230769230769231,0.9113924050632911,26.6,13.8,5.0,0.6228878997236779,0.7821052631578947,1.0,0.3318739567053277,5.17741935483871,0.004999637603759766,18.0,5.414003610610962
BestCandidate,309,62,6,0.8870967741935484,0.9,0.9230769230769231,0.9113924050632911,26.6,13.8,5.0,0.6228878997236779,0.7821052631578947,1.0,0.08667227757736469,1.5161290322580645,0.1679999828338623,-1.0,0.0
OCEAN,309,62,6,0.8870967741935484,0.9,0.9230769230769231,0.9113924050632911,26.6,13.8,5.0,0.6228878997236779,0.7821052631578947,1.0,0.05725163284507431,2.338709677419355,7.2820000648498535,-1.0,0.0
FACETPaths,309,62,6,0.7580645161290323,0.7954545454545454,0.8536585365853658,0.8235294117647058,23.5,12.25,5.0,0.5936067553970933,0.8295614035087719,1.0,0.363597390950972,4.854838709677419,0.00500035285949707,18.5,4.098999977111816
BestCandidate,309,62,6,0.7580645161290323,0.7954545454545454,0.8536585365853658,0.8235294117647058,23.5,12.25,5.0,0.5936067553970933,0.8295614035087719,1.0,0.06652434877122218,1.2419354838709677,0.15400004386901855,-1.0,0.0
OCEAN,309,62,6,0.7580645161290323,0.7954545454545454,0.8536585365853658,0.8235294117647058,23.5,12.25,5.0,0.5936067553970933,0.8295614035087719,1.0,0.05322964889736755,2.274193548387097,5.668999910354614,-1.0,0.0
