explainer,n_samples,n_features,accuracy,precision,recall,f1,avg_nnodes,avg_nleaves,avg_depth,q,jaccard,coverage_ratio,mean_distance,mean_length,runtime
BestCandidate,378,30,0.9417543859649122,0.9410301953818828,1.0,0.9696193265007321,9.8,5.4,3.75,0.8893360711677851,0.10322738664843928,0.07894736842105265,0.05987746833945467,1.1666666666666667,0.10200047492980957
GraphMerge,378,30,0.9417543859649122,0.9410301953818828,1.0,0.9696193265007321,9.8,5.4,3.75,0.8893360711677851,0.10322738664843928,1.0,0.24828865295021477,2.6315789473684212,1.7645454406738281
BestCandidate,378,30,0.9768421052631578,0.9756906077348066,1.0,0.9876957494407159,10.8,5.9,3.55,0.1404358594580686,0.11228487886382624,0.052631578947368474,0.12720374583409597,1.25,0.10800027847290039
GraphMerge,378,30,0.9768421052631578,0.9756906077348066,1.0,0.9876957494407159,10.8,5.9,3.55,0.1404358594580686,0.11228487886382624,1.0,0.0,0.0,1.7640223503112793
BestCandidate,378,30,0.9863157894736843,0.9853548629365377,1.0,0.9926234159258558,12.1,6.55,4.4,0.28963392643253266,0.1495336534810219,0.052631578947368474,0.19096698442402432,2.0,0.11700105667114258
GraphMerge,378,30,0.9863157894736843,0.9853548629365377,1.0,0.9926234159258558,12.1,6.55,4.4,0.28963392643253266,0.1495336534810219,1.0,0.3290420989416764,3.8289473684210527,1.646998643875122
BestCandidate,378,30,0.9484210526315789,0.9468546637744034,1.0,0.9727019498607241,9.1,5.05,3.3,0.9366048807703855,0.09998329156223892,0.052631578947368474,0.1127921052957547,1.25,0.09400033950805664
GraphMerge,378,30,0.9484210526315789,0.9468546637744034,1.0,0.9727019498607241,9.1,5.05,3.3,0.9366048807703855,0.09998329156223892,1.0,0.295734808014463,3.9342105263157894,1.6560003757476807
BestCandidate,378,30,0.9929824561403509,1.0,0.9927193301783764,0.9963463646328097,11.7,6.35,3.85,0.24782707738447632,0.12365250246829192,0.03947368421052633,0.024667883401641482,1.0,0.10400032997131348
GraphMerge,378,30,0.9929824561403509,1.0,0.9927193301783764,0.9963463646328097,11.7,6.35,3.85,0.24782707738447632,0.12365250246829192,1.0,0.0,0.0,1.6440012454986572
