dataset,explainer,n_trees,max_depth,n_rects,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_length,prep_time,explain_time,sample_time,n_explain
cancer,FACETIndex,100,,40000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.290415037,12.55,101.2833586,3.918773651,0.195938683,20
cancer,FACETIndex,100,,50000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.28955986,12,125.5527132,4.834183693,0.241709185,20
cancer,FACETIndex,100,,60000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.290544349,13,149.6661835,5.716632605,0.28583163,20
cancer,FACETIndex,100,,70000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.285026697,12.05,175.8289669,6.507147551,0.325357378,20
cancer,FACETIndex,100,,80000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.284788168,12.15,200.0523622,7.147902727,0.357395136,20
cancer,FACETIndex,100,,90000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.281995887,13.3,226.3381014,8.173755407,0.40868777,20
cancer,FACETIndex,100,,100000,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.284075433,12.15,248.9710829,8.96201396,0.448100698,20
cancer,FACETIndex,100,,100,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.490268186,15.2,0.219648838,0.040765285,0.002038264,20
cancer,FACETIndex,100,,1000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.461247168,15.35,2.514540672,0.218204021,0.010910201,20
cancer,FACETIndex,100,,5000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.413527305,15.05,12.56129408,0.847508907,0.042375445,20
cancer,FACETIndex,100,,10000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.396224906,13.9,25.45458651,1.622187853,0.081109393,20
cancer,FACETIndex,100,,20000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.381550862,13.6,50.28268433,2.7795012,0.13897506,20
cancer,FACETIndex,100,,30000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.376040045,13.75,75.10347795,4.122589588,0.206129479,20
cancer,FACETIndex,100,,40000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.359209757,13.1,99.7854991,5.080114126,0.254005706,20
cancer,FACETIndex,100,,50000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.352966281,13.75,124.4846585,5.937064171,0.296853209,20
cancer,FACETIndex,100,,60000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.347631271,12.7,148.2633154,6.908653259,0.345432663,20
cancer,FACETIndex,100,,70000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.348941303,13.3,172.7821577,7.862297535,0.393114877,20
cancer,FACETIndex,100,,80000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.354617193,13.35,200.4971473,9.702156782,0.485107839,20
cancer,FACETIndex,100,,90000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.34781977,12.4,224.3309851,10.42522311,0.521261156,20
cancer,FACETIndex,100,,100000,8,0.964912281,0.9375,0.97826087,0.957446809,1,0.344066191,13.35,249.6057427,10.51078939,0.52553947,20
cancer,FACETIndex,100,,100,9,0.956140351,1,0.88372093,0.938271605,1,0.476464077,13.1,0.223972321,0.042467356,0.002123368,20
cancer,FACETIndex,100,,1000,9,0.956140351,1,0.88372093,0.938271605,1,0.404129398,12.3,2.392851353,0.140141726,0.007007086,20
cancer,FACETIndex,100,,5000,9,0.956140351,1,0.88372093,0.938271605,1,0.383574242,12.75,12.3197031,0.612130404,0.03060652,20
cancer,FACETIndex,100,,10000,9,0.956140351,1,0.88372093,0.938271605,1,0.352097204,11.35,24.78687096,1.002287626,0.050114381,20
cancer,FACETIndex,100,,20000,9,0.956140351,1,0.88372093,0.938271605,1,0.349443884,11.4,50.2603271,1.748800516,0.087440026,20
cancer,FACETIndex,100,,30000,9,0.956140351,1,0.88372093,0.938271605,1,0.333394486,12,73.77645993,2.555516958,0.127775848,20
cancer,FACETIndex,100,,40000,9,0.956140351,1,0.88372093,0.938271605,1,0.32757602,11.9,99.28364921,3.317852736,0.165892637,20
cancer,FACETIndex,100,,50000,9,0.956140351,1,0.88372093,0.938271605,1,0.323877843,11.9,123.0874052,3.874847651,0.193742383,20
cancer,FACETIndex,100,,60000,9,0.956140351,1,0.88372093,0.938271605,1,0.317566674,11.25,147.240339,4.234578371,0.211728919,20
cancer,FACETIndex,100,,70000,9,0.956140351,1,0.88372093,0.938271605,1,0.323471444,11.35,171.5107629,5.485017061,0.274250853,20
cancer,FACETIndex,100,,80000,9,0.956140351,1,0.88372093,0.938271605,1,0.328792534,11.55,191.344738,6.049303293,0.302465165,20
cancer,FACETIndex,100,,90000,9,0.956140351,1,0.88372093,0.938271605,1,0.32011686,12.3,221.0493832,6.70344305,0.335172153,20
cancer,FACETIndex,100,,100000,9,0.956140351,1,0.88372093,0.938271605,1,0.309938742,12.4,247.0984497,7.344963074,0.367248154,20
