dataset,explainer,n_trees,max_depth,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain,facet_k
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.656562805,0.18282814,20,12
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.719929934,0.185996497,20,13
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.772691011,0.188634551,20,14
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.767903805,0.18839519,20,15
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.759874821,0.187993741,20,16
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.769766331,0.188488317,20,17
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,0.373245239,0.018662262,20,1
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,0.770304203,0.03851521,20,2
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,0.816579342,0.040828967,20,3
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,0.845606327,0.042280316,20,4
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.876103878,0.193805194,20,18
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,0.885399103,0.044269955,20,5
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,0.892422199,0.04462111,20,6
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,0.912059784,0.045602989,20,7
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.127511263,0.056375563,20,8
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.844061375,0.192203069,20,19
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.186970234,0.059348512,20,9
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.317461967,0.065873098,20,10
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.34451437,0.067225718,20,11
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.865232468,0.193261623,20,20
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.349538088,0.067476904,20,12
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.344246864,0.067212343,20,13
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.869362354,0.193468118,20,21
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.379373074,0.068968654,20,14
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.38446331,0.069223166,20,15
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.408039093,0.070401955,20,16
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.874323368,0.193716168,20,22
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.445352077,0.072267604,20,17
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.452261925,0.072613096,20,18
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.447421551,0.072371078,20,19
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.878907681,0.193945384,20,23
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.448774815,0.072438741,20,20
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.466442347,0.073322117,20,21
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.871636152,0.193581808,20,24
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.469594955,0.073479748,20,22
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.766396999,0.08831985,20,23
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.780094862,0.089004743,20,24
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,1,0.375482598,,12.55,25.07202816,3.874657154,0.193732858,20,25
spambase,FACETIndex,100,,3,0.952173913,0.93877551,0.933333333,0.936046512,1,0.0765461,,17.4,34.6017797,1.783410311,0.089170516,20,25
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.477586985,0.023879349,20,1
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.507702589,0.025385129,20,2
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.572530985,0.028626549,20,3
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.584004879,0.029200244,20,4
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.07466197,0.003733099,20,1
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.586217642,0.029310882,20,5
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.091720343,0.004586017,20,2
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.114180565,0.005709028,20,3
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.127815485,0.006390774,20,4
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.160324097,0.008016205,20,5
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.605320692,0.030266035,20,6
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.163089514,0.008154476,20,6
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.167445898,0.008372295,20,7
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.17768383,0.008884192,20,8
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.178687096,0.008934355,20,9
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.6294837,0.031474185,20,7
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.18665719,0.00933286,20,10
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.192147017,0.009607351,20,11
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.199066639,0.009953332,20,12
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.631651402,0.03158257,20,8
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.204847574,0.010242379,20,13
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.206102848,0.010305142,20,14
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.209432602,0.01047163,20,15
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.652676344,0.032633817,20,9
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.224590778,0.011229539,20,16
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.243438482,0.012171924,20,17
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.248699427,0.012434971,20,18
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.651200771,0.032560039,20,10
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.248790503,0.012439525,20,19
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.253488779,0.012674439,20,20
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.652678728,0.032633936,20,11
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.26102066,0.013051033,20,21
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.26631403,0.013315701,20,22
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.270680666,0.013534033,20,23
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.653278828,0.032663941,20,12
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.269240379,0.013462019,20,24
vertebral,FACETIndex,100,,3,0.774193548,0.871794872,0.790697674,0.829268293,1,0.08492494,,3.85,22.8369348,0.271306515,0.013565326,20,25
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.661769629,0.033088481,20,13
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.688192368,0.034409618,20,14
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.691965342,0.034598267,20,15
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.721339941,0.036066997,20,16
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.750337362,0.037516868,20,17
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.772441626,0.038622081,20,18
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.771597147,0.038579857,20,19
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.771342278,0.038567114,20,20
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.768171549,0.038408577,20,21
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.766762733,0.038338137,20,22
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.762615681,0.038130784,20,23
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.784429312,0.039221466,20,24
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.136888667,,5.8,18.67509127,0.78652215,0.039326108,20,25
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.392464399,0.16962322,20,1
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.64550662,0.182275331,20,2
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.759369135,0.187968457,20,3
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.855817556,0.192790878,20,4
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.84692359,0.192346179,20,5
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.290957212,0.014547861,20,1
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.357955217,0.017897761,20,2
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.382662773,0.019133139,20,3
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.871868372,0.193593419,20,6
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.38714242,0.019357121,20,4
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.442915201,0.02214576,20,5
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.45380497,0.022690248,20,6
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.464178085,0.023208904,20,7
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.477195263,0.023859763,20,8
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.52592063,0.026296031,20,9
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.526949167,0.026347458,20,10
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.529196739,0.026459837,20,11
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.899701834,0.194985092,20,7
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.549866199,0.02749331,20,12
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.571678877,0.028583944,20,13
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.58871007,0.029435503,20,14
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.593567848,0.029678392,20,15
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.608644485,0.030432224,20,16
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.618797064,0.030939853,20,17
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.889874935,0.194493747,20,8
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.626957178,0.031347859,20,18
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.62957406,0.031478703,20,19
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.635270596,0.03176353,20,20
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.640390873,0.032019544,20,21
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.648633957,0.032431698,20,22
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.654679298,0.032733965,20,23
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.905221701,0.195261085,20,9
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.67051363,0.033525681,20,24
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.13979536,,8.6,32.75272012,0.673899174,0.033694959,20,25
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.937703848,0.196885192,20,10
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.938595295,0.196929765,20,11
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.941229582,0.197061479,20,12
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.95138979,0.197569489,20,13
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.941492796,0.19707464,20,14
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.929180384,0.196459019,20,15
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,3.943565845,0.197178292,20,16
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,4.03536725,0.201768363,20,17
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,4.026021957,0.201301098,20,18
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,0.420767546,0.021038377,20,1
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,0.646129847,0.032306492,20,2
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,0.669452429,0.033472621,20,3
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,0.811211824,0.040560591,20,4
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,0.886862755,0.044343138,20,5
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,4.034340143,0.201717007,20,19
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,0.912045956,0.045602298,20,6
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,0.907815695,0.045390785,20,7
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,0.929914951,0.046495748,20,8
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,0.945210457,0.047260523,20,9
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.023160219,0.051158011,20,10
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,4.025982618,0.201299131,20,20
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.016736507,0.050836825,20,11
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.034462929,0.051723146,20,12
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.056772709,0.052838635,20,13
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,4.045380354,0.202269018,20,21
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.05856514,0.052928257,20,14
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.063093185,0.053154659,20,15
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.149909258,0.057495463,20,16
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.214301825,0.060715091,20,17
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,4.023766279,0.201188314,20,22
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.220139265,0.061006963,20,18
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.223412275,0.061170614,20,19
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.218507528,0.060925376,20,20
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,4.019655466,0.200982773,20,23
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.245329857,0.062266493,20,21
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.239798307,0.061989915,20,22
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.248485327,0.062424266,20,23
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,4.019856215,0.200992811,20,24
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.249904871,0.062495244,20,24
spambase,FACETIndex,100,,4,0.945652174,0.94017094,0.919220056,0.929577465,1,0.072308865,,17.35,34.21903872,1.266767979,0.063338399,20,25
cancer,FACETIndex,100,,4,0.956140351,0.951219512,0.928571429,0.939759036,1,0.373819893,,13.35,24.85435343,4.033691645,0.201684582,20,25
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.489827633,0.024491382,20,1
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.569555283,0.028477764,20,2
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.582630396,0.02913152,20,3
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.581747055,0.029087353,20,4
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.610965014,0.030548251,20,5
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.609907866,0.030495393,20,6
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.608919621,0.030445981,20,7
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.613188028,0.030659401,20,8
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.614078045,0.030703902,20,9
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.61216116,0.030608058,20,10
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.616133213,0.030806661,20,11
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.061561584,0.003078079,20,1
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.091954947,0.004597747,20,2
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.10111475,0.005055737,20,3
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.111056328,0.005552816,20,4
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.624888182,0.031244409,20,12
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.120057583,0.006002879,20,5
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.127371073,0.006368554,20,6
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.143922091,0.007196105,20,7
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.144657612,0.007232881,20,8
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.157665014,0.007883251,20,9
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.193543465,,6,18.55535984,0.623945713,0.031197286,20,13
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.159190893,0.007959545,20,10
vertebral,FACETIndex,100,,4,0.822580645,0.804347826,0.948717949,0.870588235,1,0.068101748,,3.55,22.74870348,0.166346312,0.008317316,20,11
