dataset,explainer,n_trees,max_depth,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain,facet_k
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.272032738,0.213601637,20,12
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.286213875,0.214310694,20,13
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.284323454,0.214216173,20,14
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.308766365,0.215438318,20,15
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.278498173,0.213924909,20,16
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.285455942,0.214272797,20,17
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.280230761,0.214011538,20,18
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,0.558524847,0.027926242,20,1
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,0.797144651,0.039857233,20,2
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,0.868904114,0.043445206,20,3
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.303765535,0.215188277,20,19
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,0.892041683,0.044602084,20,4
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,0.919372559,0.045968628,20,5
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,0.935733318,0.046786666,20,6
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.01910758,0.050955379,20,7
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.309868097,0.215493405,20,20
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.042063713,0.052103186,20,8
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.052712679,0.052635634,20,9
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.069885969,0.053494298,20,10
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.185587645,0.059279382,20,11
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.317673445,0.215883672,20,21
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.200275898,0.060013795,20,12
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.218943596,0.06094718,20,13
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.304238558,0.065211928,20,14
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.309074402,0.06545372,20,15
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.31532073,0.215766037,20,22
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.314028978,0.065701449,20,16
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.467761993,0.0733881,20,17
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.466724873,0.073336244,20,18
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.335010052,0.216750503,20,23
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.470691681,0.073534584,20,19
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.517658949,0.075882947,20,20
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.351222515,0.217561126,20,24
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.537499189,0.076874959,20,21
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.5326159,0.076630795,20,22
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.539277792,0.07696389,20,23
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,1,0.30237124,,14.25,25.06305099,4.357051373,0.217852569,20,25
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.550271034,0.077513552,20,24
spambase,FACETIndex,100,,6,0.947826087,0.954415954,0.91280654,0.933147632,1,0.063766648,,16.15,34.06689692,1.559475183,0.077973759,20,25
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.377281666,0.018864083,20,1
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.443155766,0.022157788,20,2
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.477207661,0.023860383,20,3
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.080040693,0.004002035,20,1
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.12150836,0.006075418,20,2
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.492927074,0.024646354,20,4
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.139628172,0.006981409,20,3
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.140246391,0.00701232,20,4
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.147949934,0.007397497,20,5
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.163986206,0.00819931,20,6
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.494069338,0.024703467,20,5
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.166891575,0.008344579,20,7
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.168443918,0.008422196,20,8
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.172100782,0.008605039,20,9
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.604624748,0.030231237,20,6
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.185260057,0.009263003,20,10
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.189344406,0.00946722,20,11
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.19271946,0.009635973,20,12
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.611565351,0.030578268,20,7
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.206948757,0.010347438,20,13
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.206559658,0.010327983,20,14
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.206189632,0.010309482,20,15
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.68507266,0.034253633,20,8
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.210824728,0.010541236,20,16
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.210979939,0.010548997,20,17
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.214887142,0.010744357,20,18
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.732947826,0.036647391,20,9
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.223160505,0.011158025,20,19
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.226356506,0.011317825,20,20
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.225934505,0.011296725,20,21
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.225755692,0.011287785,20,22
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.726250648,0.036312532,20,10
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.235726357,0.011786318,20,23
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.236587286,0.011829364,20,24
vertebral,FACETIndex,100,,6,0.758064516,0.711111111,0.941176471,0.810126582,1,0.090818396,,3.85,22.17021704,0.248886347,0.012444317,20,25
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.73759222,0.036879611,20,11
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.74573493,0.037286747,20,12
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.745120525,0.037256026,20,13
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.74192214,0.037096107,20,14
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.761710405,0.03808552,20,15
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.765128851,0.038256443,20,16
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.764311552,0.038215578,20,17
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.763750315,0.038187516,20,18
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.761418343,0.038070917,20,19
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.76180768,0.038090384,20,20
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.781075478,0.039053774,20,21
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.785027027,0.039251351,20,22
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.780757189,0.039037859,20,23
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.785713434,0.039285672,20,24
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.181809621,,5,18.76595998,0.787110567,0.039355528,20,25
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,2.804815531,0.140240777,20,1
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.083588839,0.154179442,20,2
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.160299063,0.158014953,20,3
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.179532766,0.158976638,20,4
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.236706972,0.161835349,20,5
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.242025614,0.162101281,20,6
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.263723373,0.163186169,20,7
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.145109177,0.007255459,20,1
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.190101147,0.009505057,20,2
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.216751814,0.010837591,20,3
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.233048916,0.011652446,20,4
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.247456789,0.012372839,20,5
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.285114288,0.014255714,20,6
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.293162584,0.014658129,20,7
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.318981647,0.015949082,20,8
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.355214357,0.017760718,20,9
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.363310337,0.018165517,20,10
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.293853283,0.164692664,20,8
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.371618986,0.018580949,20,11
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.37883234,0.018941617,20,12
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.385206699,0.019260335,20,13
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.40175581,0.02008779,20,14
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.406948566,0.020347428,20,15
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.412817717,0.020640886,20,16
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.429935694,0.021496785,20,17
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.435147047,0.021757352,20,18
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.304784536,0.165239227,20,9
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.436919451,0.021845973,20,19
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.445451021,0.022272551,20,20
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.446748018,0.022337401,20,21
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.449837923,0.022491896,20,22
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.486621857,0.024331093,20,23
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.494884014,0.024744201,20,24
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.102396238,,7.7,32.73241234,0.510470867,0.025523543,20,25
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.317379713,0.165868986,20,10
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.327228308,0.166361415,20,11
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.329794407,0.16648972,20,12
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.320562601,0.16602813,20,13
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.322953939,0.166147697,20,14
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.313129187,0.165656459,20,15
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.324066401,0.16620332,20,16
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.333036661,0.166651833,20,17
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.337250471,0.166862524,20,18
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.370717049,0.168535852,20,19
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.377014875,0.168850744,20,20
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,0.280441046,0.014022052,20,1
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,0.417349815,0.020867491,20,2
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,0.509505272,0.025475264,20,3
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,0.601285458,0.030064273,20,4
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,0.662092447,0.033104622,20,5
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.47410512,0.173705256,20,21
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,0.818448782,0.040922439,20,6
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,0.951444864,0.047572243,20,7
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,0.968493938,0.048424697,20,8
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.471800566,0.173590028,20,22
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,0.972087383,0.048604369,20,9
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.060826063,0.053041303,20,10
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.068382502,0.053419125,20,11
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.532243967,0.176612198,20,23
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.342314959,0.067115748,20,12
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.341603518,0.067080176,20,13
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.35687995,0.067843997,20,14
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.513597965,0.175679898,20,24
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.359986544,0.067999327,20,15
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.366442442,0.068322122,20,16
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.376610518,0.068830526,20,17
cancer,FACETIndex,100,,7,0.964912281,0.944444444,0.944444444,0.944444444,1,0.311717728,,13.05,25.26148605,3.530512571,0.176525629,20,25
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.372649431,0.068632472,20,18
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.435893297,0.071794665,20,19
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.668673038,0.083433652,20,20
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.679512024,0.083975601,20,21
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.688462019,0.084423101,20,22
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.70831728,0.085415864,20,23
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.703175545,0.085158777,20,24
spambase,FACETIndex,100,,7,0.963043478,0.971428571,0.934065934,0.952380952,1,0.077862198,,16.75,33.99688339,1.710384607,0.08551923,20,25
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.140016794,0.00700084,20,1
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.202083826,0.010104191,20,2
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.231474638,0.011573732,20,3
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.235160589,0.011758029,20,4
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.257923603,0.01289618,20,5
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.269338369,0.013466918,20,6
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.296765089,0.014838254,20,7
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.309167624,0.015458381,20,8
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.313064337,0.015653217,20,9
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.321323633,0.016066182,20,10
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.32452774,0.016226387,20,11
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.336039305,0.016801965,20,12
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.340548038,0.017027402,20,13
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.343814373,0.017190719,20,14
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.344884872,0.017244244,20,15
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.363171577,0.018158579,20,16
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.362978935,0.018148947,20,17
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.378243685,0.018912184,20,18
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.380046606,0.01900233,20,19
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.379676104,0.018983805,20,20
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.38155508,0.019077754,20,21
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.395520926,0.019776046,20,22
vertebral,FACETIndex,100,,7,0.919354839,0.895833333,1,0.945054945,1,0.138097501,,4.1,22.4463594,0.398370266,0.019918513,20,23
