iteration,explainer,dataset,instance,perturbation_size,nperturbations,per_valid
0,AFT,cancer,512,0.445,100,0.96
0,AFT,cancer,512,0.45,100,0.96
0,AFT,cancer,512,0.455,100,0.97
0,AFT,cancer,512,0.46,100,0.97
0,AFT,cancer,512,0.465,100,0.98
0,AFT,cancer,512,0.47,100,0.98
0,AFT,cancer,512,0.475,100,0.98
0,AFT,cancer,512,0.48,100,0.98
0,AFT,cancer,512,0.485,100,0.98
0,AFT,cancer,512,0.49,100,0.98
0,AFT,cancer,512,0.495,100,0.98
0,AFT,cancer,512,0.5,100,0.98
2,AFT,cancer,528,1.00E-05,100,1
2,AFT,cancer,528,2.00E-05,100,1
2,AFT,cancer,528,3.00E-05,100,1
2,AFT,cancer,528,4.00E-05,100,1
2,AFT,cancer,528,5.00E-05,100,1
2,AFT,cancer,528,6.00E-05,100,1
2,AFT,cancer,528,7.00E-05,100,1
2,AFT,cancer,528,8.00E-05,100,1
2,AFT,cancer,528,9.00E-05,100,1
2,AFT,cancer,528,0.0001,100,1
2,AFT,cancer,528,0.00011,100,1
2,AFT,cancer,528,0.00012,100,1
2,AFT,cancer,528,0.00013,100,1
2,AFT,cancer,528,0.00014,100,1
2,AFT,cancer,528,0.00015,100,1
2,AFT,cancer,528,0.00016,100,1
2,AFT,cancer,528,0.00017,100,1
2,AFT,cancer,528,0.00018,100,1
2,AFT,cancer,528,0.00019,100,1
2,AFT,cancer,528,0.0002,100,1
2,AFT,cancer,528,0.00021,100,1
2,AFT,cancer,528,0.00022,100,1
2,AFT,cancer,528,0.00023,100,1
2,AFT,cancer,528,0.00024,100,1
2,AFT,cancer,528,0.00025,100,1
2,AFT,cancer,528,0.00026,100,1
2,AFT,cancer,528,0.00027,100,1
2,AFT,cancer,528,0.00028,100,1
2,AFT,cancer,528,0.00029,100,1
2,AFT,cancer,528,0.0003,100,1
2,AFT,cancer,528,0.00031,100,1
2,AFT,cancer,528,0.00032,100,1
2,AFT,cancer,528,0.00033,100,1
2,AFT,cancer,528,0.00034,100,1
2,AFT,cancer,528,0.00035,100,1
2,AFT,cancer,528,0.00036,100,1
2,AFT,cancer,528,0.00037,100,1
2,AFT,cancer,528,0.00038,100,1
2,AFT,cancer,528,0.00039,100,1
2,AFT,cancer,528,0.0004,100,1
2,AFT,cancer,528,0.00041,100,1
2,AFT,cancer,528,0.00042,100,1
2,AFT,cancer,528,0.00043,100,1
2,AFT,cancer,528,0.00044,100,1
2,AFT,cancer,528,0.00045,100,1
2,AFT,cancer,528,0.00046,100,1
2,AFT,cancer,528,0.00047,100,1
2,AFT,cancer,528,0.00048,100,1
2,AFT,cancer,528,0.00049,100,1
2,AFT,cancer,528,0.0005,100,1
2,AFT,cancer,528,0.001,100,1
2,AFT,cancer,528,0.0015,100,1
2,AFT,cancer,528,0.002,100,1
2,AFT,cancer,528,0.0025,100,1
2,AFT,cancer,528,0.003,100,1
2,AFT,cancer,528,0.0035,100,1
2,AFT,cancer,528,0.004,100,1
2,AFT,cancer,528,0.0045,100,1
2,AFT,cancer,528,0.005,100,1
2,AFT,cancer,528,0.0055,100,1
2,AFT,cancer,528,0.006,100,1
2,AFT,cancer,528,0.0065,100,1
2,AFT,cancer,528,0.007,100,1
2,AFT,cancer,528,0.0075,100,1
2,AFT,cancer,528,0.008,100,1
2,AFT,cancer,528,0.0085,100,1
2,AFT,cancer,528,0.009,100,1
2,AFT,cancer,528,0.0095,100,1
2,AFT,cancer,528,0.01,100,1
2,AFT,cancer,528,0.0105,100,1
2,AFT,cancer,528,0.011,100,1
2,AFT,cancer,528,0.0115,100,1
2,AFT,cancer,528,0.012,100,1
2,AFT,cancer,528,0.0125,100,1
2,AFT,cancer,528,0.013,100,1
2,AFT,cancer,528,0.0135,100,1
2,AFT,cancer,528,0.014,100,1
2,AFT,cancer,528,0.0145,100,1
2,AFT,cancer,528,0.015,100,1
2,AFT,cancer,528,0.0155,100,1
2,AFT,cancer,528,0.016,100,1
2,AFT,cancer,528,0.0165,100,1
2,AFT,cancer,528,0.017,100,1
2,AFT,cancer,528,0.0175,100,1
2,AFT,cancer,528,0.018,100,1
2,AFT,cancer,528,0.0185,100,1
2,AFT,cancer,528,0.019,100,1
2,AFT,cancer,528,0.0195,100,1
2,AFT,cancer,528,0.02,100,1
2,AFT,cancer,528,0.0205,100,1
2,AFT,cancer,528,0.021,100,1
2,AFT,cancer,528,0.0215,100,1
2,AFT,cancer,528,0.022,100,1
2,AFT,cancer,528,0.0225,100,1
2,AFT,cancer,528,0.023,100,1
2,AFT,cancer,528,0.0235,100,1
2,AFT,cancer,528,0.024,100,1
2,AFT,cancer,528,0.0245,100,1
2,AFT,cancer,528,0.025,100,1
2,AFT,cancer,528,0.0255,100,1
2,AFT,cancer,528,0.026,100,1
2,AFT,cancer,528,0.0265,100,1
2,AFT,cancer,528,0.027,100,1
2,AFT,cancer,528,0.0275,100,1
2,AFT,cancer,528,0.028,100,1
2,AFT,cancer,528,0.0285,100,1
2,AFT,cancer,528,0.029,100,1
2,AFT,cancer,528,0.0295,100,1
2,AFT,cancer,528,0.03,100,1
2,AFT,cancer,528,0.0305,100,1
2,AFT,cancer,528,0.031,100,1
2,AFT,cancer,528,0.0315,100,1
2,AFT,cancer,528,0.032,100,0.99
2,AFT,cancer,528,0.0325,100,0.98
2,AFT,cancer,528,0.033,100,0.98
2,AFT,cancer,528,0.0335,100,0.98
2,AFT,cancer,528,0.034,100,0.98
2,AFT,cancer,528,0.0345,100,0.97
2,AFT,cancer,528,0.035,100,0.97
2,AFT,cancer,528,0.0355,100,0.97
2,AFT,cancer,528,0.036,100,0.97
2,AFT,cancer,528,0.0365,100,0.96
2,AFT,cancer,528,0.037,100,0.95
2,AFT,cancer,528,0.0375,100,0.94
2,AFT,cancer,528,0.038,100,0.94
2,AFT,cancer,528,0.0385,100,0.94
2,AFT,cancer,528,0.039,100,0.94
2,AFT,cancer,528,0.0395,100,0.92
2,AFT,cancer,528,0.04,100,0.91
2,AFT,cancer,528,0.0405,100,0.91
2,AFT,cancer,528,0.041,100,0.9
2,AFT,cancer,528,0.0415,100,0.87
2,AFT,cancer,528,0.042,100,0.86
2,AFT,cancer,528,0.0425,100,0.86
2,AFT,cancer,528,0.043,100,0.85
2,AFT,cancer,528,0.0435,100,0.82
2,AFT,cancer,528,0.044,100,0.81
2,AFT,cancer,528,0.0445,100,0.8
2,AFT,cancer,528,0.045,100,0.8
2,AFT,cancer,528,0.0455,100,0.79
2,AFT,cancer,528,0.046,100,0.79
2,AFT,cancer,528,0.0465,100,0.79
2,AFT,cancer,528,0.047,100,0.79
2,AFT,cancer,528,0.0475,100,0.79
2,AFT,cancer,528,0.048,100,0.77
2,AFT,cancer,528,0.0485,100,0.76
2,AFT,cancer,528,0.049,100,0.75
2,AFT,cancer,528,0.0495,100,0.75
2,AFT,cancer,528,0.05,100,0.75
2,AFT,cancer,528,0.055,100,0.65
2,AFT,cancer,528,0.06,100,0.58
2,AFT,cancer,528,0.065,100,0.53
2,AFT,cancer,528,0.07,100,0.46
2,AFT,cancer,528,0.075,100,0.42
2,AFT,cancer,528,0.08,100,0.37
2,AFT,cancer,528,0.085,100,0.32
2,AFT,cancer,528,0.09,100,0.28
2,AFT,cancer,528,0.095,100,0.24
2,AFT,cancer,528,0.1,100,0.2
2,AFT,cancer,528,0.105,100,0.18
2,AFT,cancer,528,0.11,100,0.18
2,AFT,cancer,528,0.115,100,0.16
2,AFT,cancer,528,0.12,100,0.14
2,AFT,cancer,528,0.125,100,0.13
2,AFT,cancer,528,0.13,100,0.12
2,AFT,cancer,528,0.135,100,0.09
2,AFT,cancer,528,0.14,100,0.09
2,AFT,cancer,528,0.145,100,0.09
2,AFT,cancer,528,0.15,100,0.09
2,AFT,cancer,528,0.155,100,0.09
2,AFT,cancer,528,0.16,100,0.07
2,AFT,cancer,528,0.165,100,0.07
2,AFT,cancer,528,0.17,100,0.07
2,AFT,cancer,528,0.175,100,0.06
2,AFT,cancer,528,0.18,100,0.05
2,AFT,cancer,528,0.185,100,0.05
2,AFT,cancer,528,0.19,100,0.05
2,AFT,cancer,528,0.195,100,0.05
2,AFT,cancer,528,0.2,100,0.06
2,AFT,cancer,528,0.205,100,0.08
2,AFT,cancer,528,0.21,100,0.08
2,AFT,cancer,528,0.215,100,0.08
2,AFT,cancer,528,0.22,100,0.08
2,AFT,cancer,528,0.225,100,0.08
2,AFT,cancer,528,0.23,100,0.1
2,AFT,cancer,528,0.235,100,0.1
2,AFT,cancer,528,0.24,100,0.12
2,AFT,cancer,528,0.245,100,0.13
2,AFT,cancer,528,0.25,100,0.14
2,AFT,cancer,528,0.255,100,0.15
2,AFT,cancer,528,0.26,100,0.16
2,AFT,cancer,528,0.265,100,0.16
2,AFT,cancer,528,0.27,100,0.16
2,AFT,cancer,528,0.275,100,0.15
2,AFT,cancer,528,0.28,100,0.15
2,AFT,cancer,528,0.285,100,0.17
2,AFT,cancer,528,0.29,100,0.18
2,AFT,cancer,528,0.295,100,0.18
2,AFT,cancer,528,0.3,100,0.2
2,AFT,cancer,528,0.305,100,0.21
2,AFT,cancer,528,0.31,100,0.2
2,AFT,cancer,528,0.315,100,0.18
2,AFT,cancer,528,0.32,100,0.19
2,AFT,cancer,528,0.325,100,0.18
2,AFT,cancer,528,0.33,100,0.15
2,AFT,cancer,528,0.335,100,0.16
2,AFT,cancer,528,0.34,100,0.17
2,AFT,cancer,528,0.345,100,0.16
2,AFT,cancer,528,0.35,100,0.18
2,AFT,cancer,528,0.355,100,0.18
2,AFT,cancer,528,0.36,100,0.2
2,AFT,cancer,528,0.365,100,0.23
2,AFT,cancer,528,0.37,100,0.23
2,AFT,cancer,528,0.375,100,0.23
2,AFT,cancer,528,0.38,100,0.25
2,AFT,cancer,528,0.385,100,0.27
2,AFT,cancer,528,0.39,100,0.27
2,AFT,cancer,528,0.395,100,0.29
2,AFT,cancer,528,0.4,100,0.3
2,AFT,cancer,528,0.405,100,0.32
2,AFT,cancer,528,0.41,100,0.32
2,AFT,cancer,528,0.415,100,0.34
2,AFT,cancer,528,0.42,100,0.33
2,AFT,cancer,528,0.425,100,0.36
2,AFT,cancer,528,0.43,100,0.39
2,AFT,cancer,528,0.435,100,0.4
2,AFT,cancer,528,0.44,100,0.41
2,AFT,cancer,528,0.445,100,0.4
2,AFT,cancer,528,0.45,100,0.41
2,AFT,cancer,528,0.455,100,0.4
2,AFT,cancer,528,0.46,100,0.41
2,AFT,cancer,528,0.465,100,0.42
2,AFT,cancer,528,0.47,100,0.42
2,AFT,cancer,528,0.475,100,0.43
2,AFT,cancer,528,0.48,100,0.44
2,AFT,cancer,528,0.485,100,0.45
2,AFT,cancer,528,0.49,100,0.45
2,AFT,cancer,528,0.495,100,0.48
2,AFT,cancer,528,0.5,100,0.49
4,AFT,cancer,339,1.00E-05,100,1
4,AFT,cancer,339,2.00E-05,100,1
4,AFT,cancer,339,3.00E-05,100,1
4,AFT,cancer,339,4.00E-05,100,1
4,AFT,cancer,339,5.00E-05,100,1
4,AFT,cancer,339,6.00E-05,100,1
4,AFT,cancer,339,7.00E-05,100,1
4,AFT,cancer,339,8.00E-05,100,1
4,AFT,cancer,339,9.00E-05,100,1
4,AFT,cancer,339,0.0001,100,1
4,AFT,cancer,339,0.00011,100,1
4,AFT,cancer,339,0.00012,100,1
4,AFT,cancer,339,0.00013,100,1
4,AFT,cancer,339,0.00014,100,1
4,AFT,cancer,339,0.00015,100,1
4,AFT,cancer,339,0.00016,100,1
4,AFT,cancer,339,0.00017,100,1
4,AFT,cancer,339,0.00018,100,1
4,AFT,cancer,339,0.00019,100,1
4,AFT,cancer,339,0.0002,100,1
4,AFT,cancer,339,0.00021,100,1
4,AFT,cancer,339,0.00022,100,1
4,AFT,cancer,339,0.00023,100,1
4,AFT,cancer,339,0.00024,100,1
4,AFT,cancer,339,0.00025,100,1
4,AFT,cancer,339,0.00026,100,1
4,AFT,cancer,339,0.00027,100,1
4,AFT,cancer,339,0.00028,100,1
4,AFT,cancer,339,0.00029,100,1
4,AFT,cancer,339,0.0003,100,1
4,AFT,cancer,339,0.00031,100,1
4,AFT,cancer,339,0.00032,100,1
4,AFT,cancer,339,0.00033,100,1
4,AFT,cancer,339,0.00034,100,1
4,AFT,cancer,339,0.00035,100,1
4,AFT,cancer,339,0.00036,100,1
4,AFT,cancer,339,0.00037,100,1
4,AFT,cancer,339,0.00038,100,1
4,AFT,cancer,339,0.00039,100,1
4,AFT,cancer,339,0.0004,100,1
4,AFT,cancer,339,0.00041,100,1
4,AFT,cancer,339,0.00042,100,1
4,AFT,cancer,339,0.00043,100,1
4,AFT,cancer,339,0.00044,100,1
4,AFT,cancer,339,0.00045,100,1
4,AFT,cancer,339,0.00046,100,1
4,AFT,cancer,339,0.00047,100,1
4,AFT,cancer,339,0.00048,100,1
4,AFT,cancer,339,0.00049,100,1
4,AFT,cancer,339,0.0005,100,1
4,AFT,cancer,339,0.001,100,1
4,AFT,cancer,339,0.0015,100,1
4,AFT,cancer,339,0.002,100,1
4,AFT,cancer,339,0.0025,100,1
4,AFT,cancer,339,0.003,100,1
4,AFT,cancer,339,0.0035,100,1
4,AFT,cancer,339,0.004,100,1
4,AFT,cancer,339,0.0045,100,1
4,AFT,cancer,339,0.005,100,1
4,AFT,cancer,339,0.0055,100,1
4,AFT,cancer,339,0.006,100,1
4,AFT,cancer,339,0.0065,100,1
4,AFT,cancer,339,0.007,100,1
4,AFT,cancer,339,0.0075,100,1
4,AFT,cancer,339,0.008,100,1
4,AFT,cancer,339,0.0085,100,1
4,AFT,cancer,339,0.009,100,1
4,AFT,cancer,339,0.0095,100,1
4,AFT,cancer,339,0.01,100,1
4,AFT,cancer,339,0.0105,100,1
4,AFT,cancer,339,0.011,100,1
4,AFT,cancer,339,0.0115,100,1
4,AFT,cancer,339,0.012,100,1
4,AFT,cancer,339,0.0125,100,1
4,AFT,cancer,339,0.013,100,1
4,AFT,cancer,339,0.0135,100,1
4,AFT,cancer,339,0.014,100,1
4,AFT,cancer,339,0.0145,100,1
4,AFT,cancer,339,0.015,100,1
4,AFT,cancer,339,0.0155,100,1
4,AFT,cancer,339,0.016,100,1
4,AFT,cancer,339,0.0165,100,1
4,AFT,cancer,339,0.017,100,1
4,AFT,cancer,339,0.0175,100,1
4,AFT,cancer,339,0.018,100,1
4,AFT,cancer,339,0.0185,100,1
4,AFT,cancer,339,0.019,100,1
4,AFT,cancer,339,0.0195,100,1
4,AFT,cancer,339,0.02,100,1
4,AFT,cancer,339,0.0205,100,1
4,AFT,cancer,339,0.021,100,1
4,AFT,cancer,339,0.0215,100,1
4,AFT,cancer,339,0.022,100,1
4,AFT,cancer,339,0.0225,100,1
4,AFT,cancer,339,0.023,100,1
4,AFT,cancer,339,0.0235,100,1
4,AFT,cancer,339,0.024,100,1
4,AFT,cancer,339,0.0245,100,1
4,AFT,cancer,339,0.025,100,1
4,AFT,cancer,339,0.0255,100,1
4,AFT,cancer,339,0.026,100,1
4,AFT,cancer,339,0.0265,100,1
4,AFT,cancer,339,0.027,100,1
4,AFT,cancer,339,0.0275,100,1
4,AFT,cancer,339,0.028,100,1
4,AFT,cancer,339,0.0285,100,1
4,AFT,cancer,339,0.029,100,1
4,AFT,cancer,339,0.0295,100,1
4,AFT,cancer,339,0.03,100,1
4,AFT,cancer,339,0.0305,100,1
4,AFT,cancer,339,0.031,100,1
4,AFT,cancer,339,0.0315,100,1
4,AFT,cancer,339,0.032,100,1
4,AFT,cancer,339,0.0325,100,1
4,AFT,cancer,339,0.033,100,1
4,AFT,cancer,339,0.0335,100,1
4,AFT,cancer,339,0.034,100,1
4,AFT,cancer,339,0.0345,100,1
4,AFT,cancer,339,0.035,100,1
4,AFT,cancer,339,0.0355,100,1
4,AFT,cancer,339,0.036,100,1
4,AFT,cancer,339,0.0365,100,1
4,AFT,cancer,339,0.037,100,1
4,AFT,cancer,339,0.0375,100,1
4,AFT,cancer,339,0.038,100,1
4,AFT,cancer,339,0.0385,100,1
4,AFT,cancer,339,0.039,100,1
4,AFT,cancer,339,0.0395,100,0.99
4,AFT,cancer,339,0.04,100,0.99
4,AFT,cancer,339,0.0405,100,0.99
4,AFT,cancer,339,0.041,100,0.99
4,AFT,cancer,339,0.0415,100,0.99
4,AFT,cancer,339,0.042,100,0.99
4,AFT,cancer,339,0.0425,100,0.99
4,AFT,cancer,339,0.043,100,0.99
4,AFT,cancer,339,0.0435,100,0.98
4,AFT,cancer,339,0.044,100,0.98
4,AFT,cancer,339,0.0445,100,0.98
4,AFT,cancer,339,0.045,100,0.98
4,AFT,cancer,339,0.0455,100,0.97
4,AFT,cancer,339,0.046,100,0.97
4,AFT,cancer,339,0.0465,100,0.97
4,AFT,cancer,339,0.047,100,0.97
4,AFT,cancer,339,0.0475,100,0.96
4,AFT,cancer,339,0.048,100,0.96
4,AFT,cancer,339,0.0485,100,0.95
4,AFT,cancer,339,0.049,100,0.92
4,AFT,cancer,339,0.0495,100,0.92
4,AFT,cancer,339,0.05,100,0.91
4,AFT,cancer,339,0.055,100,0.88
4,AFT,cancer,339,0.06,100,0.89
4,AFT,cancer,339,0.065,100,0.91
4,AFT,cancer,339,0.07,100,0.91
4,AFT,cancer,339,0.075,100,0.92
4,AFT,cancer,339,0.08,100,0.92
4,AFT,cancer,339,0.085,100,0.93
4,AFT,cancer,339,0.09,100,0.96
4,AFT,cancer,339,0.095,100,0.96
4,AFT,cancer,339,0.1,100,0.97
4,AFT,cancer,339,0.105,100,0.98
4,AFT,cancer,339,0.11,100,0.98
4,AFT,cancer,339,0.115,100,0.99
4,AFT,cancer,339,0.12,100,0.99
4,AFT,cancer,339,0.125,100,0.99
4,AFT,cancer,339,0.13,100,0.99
4,AFT,cancer,339,0.135,100,0.99
4,AFT,cancer,339,0.14,100,0.99
