iteration,explainer,dataset,instance,perturbation_size,nperturbations,per_valid
4,FACETIndex,spambase,111,0.415,100,1
4,FACETIndex,spambase,111,0.42,100,1
4,FACETIndex,spambase,111,0.425,100,1
4,FACETIndex,spambase,111,0.43,100,1
4,FACETIndex,spambase,111,0.435,100,1
4,FACETIndex,spambase,111,0.44,100,1
4,FACETIndex,spambase,111,0.445,100,1
4,FACETIndex,spambase,111,0.45,100,1
4,FACETIndex,spambase,111,0.455,100,1
4,FACETIndex,spambase,111,0.46,100,1
4,FACETIndex,spambase,111,0.465,100,1
4,FACETIndex,spambase,111,0.47,100,1
4,FACETIndex,spambase,111,0.475,100,1
4,FACETIndex,spambase,111,0.48,100,1
4,FACETIndex,spambase,111,0.485,100,1
4,FACETIndex,spambase,111,0.49,100,1
4,FACETIndex,spambase,111,0.495,100,1
4,FACETIndex,spambase,111,0.5,100,1
5,FACETIndex,spambase,240,1.00E-05,100,1
5,FACETIndex,spambase,240,2.00E-05,100,1
5,FACETIndex,spambase,240,3.00E-05,100,1
5,FACETIndex,spambase,240,4.00E-05,100,1
5,FACETIndex,spambase,240,5.00E-05,100,1
5,FACETIndex,spambase,240,6.00E-05,100,1
5,FACETIndex,spambase,240,7.00E-05,100,1
5,FACETIndex,spambase,240,8.00E-05,100,1
5,FACETIndex,spambase,240,9.00E-05,100,1
5,FACETIndex,spambase,240,0.0001,100,1
5,FACETIndex,spambase,240,0.00011,100,1
5,FACETIndex,spambase,240,0.00012,100,1
5,FACETIndex,spambase,240,0.00013,100,1
5,FACETIndex,spambase,240,0.00014,100,1
5,FACETIndex,spambase,240,0.00015,100,1
5,FACETIndex,spambase,240,0.00016,100,1
5,FACETIndex,spambase,240,0.00017,100,1
5,FACETIndex,spambase,240,0.00018,100,1
5,FACETIndex,spambase,240,0.00019,100,1
5,FACETIndex,spambase,240,0.0002,100,1
5,FACETIndex,spambase,240,0.00021,100,1
5,FACETIndex,spambase,240,0.00022,100,1
5,FACETIndex,spambase,240,0.00023,100,1
5,FACETIndex,spambase,240,0.00024,100,1
5,FACETIndex,spambase,240,0.00025,100,1
5,FACETIndex,spambase,240,0.00026,100,1
5,FACETIndex,spambase,240,0.00027,100,1
5,FACETIndex,spambase,240,0.00028,100,1
5,FACETIndex,spambase,240,0.00029,100,1
5,FACETIndex,spambase,240,0.0003,100,1
5,FACETIndex,spambase,240,0.00031,100,1
5,FACETIndex,spambase,240,0.00032,100,1
5,FACETIndex,spambase,240,0.00033,100,1
5,FACETIndex,spambase,240,0.00034,100,1
5,FACETIndex,spambase,240,0.00035,100,1
5,FACETIndex,spambase,240,0.00036,100,1
5,FACETIndex,spambase,240,0.00037,100,1
5,FACETIndex,spambase,240,0.00038,100,1
5,FACETIndex,spambase,240,0.00039,100,1
5,FACETIndex,spambase,240,0.0004,100,1
5,FACETIndex,spambase,240,0.00041,100,1
5,FACETIndex,spambase,240,0.00042,100,1
5,FACETIndex,spambase,240,0.00043,100,1
5,FACETIndex,spambase,240,0.00044,100,1
5,FACETIndex,spambase,240,0.00045,100,1
5,FACETIndex,spambase,240,0.00046,100,1
5,FACETIndex,spambase,240,0.00047,100,1
5,FACETIndex,spambase,240,0.00048,100,1
5,FACETIndex,spambase,240,0.00049,100,1
5,FACETIndex,spambase,240,0.0005,100,1
5,FACETIndex,spambase,240,0.001,100,1
5,FACETIndex,spambase,240,0.0015,100,1
5,FACETIndex,spambase,240,0.002,100,1
5,FACETIndex,spambase,240,0.0025,100,1
5,FACETIndex,spambase,240,0.003,100,1
5,FACETIndex,spambase,240,0.0035,100,1
5,FACETIndex,spambase,240,0.004,100,1
5,FACETIndex,spambase,240,0.0045,100,1
5,FACETIndex,spambase,240,0.005,100,1
5,FACETIndex,spambase,240,0.0055,100,1
5,FACETIndex,spambase,240,0.006,100,1
5,FACETIndex,spambase,240,0.0065,100,1
5,FACETIndex,spambase,240,0.007,100,1
5,FACETIndex,spambase,240,0.0075,100,1
5,FACETIndex,spambase,240,0.008,100,1
5,FACETIndex,spambase,240,0.0085,100,1
5,FACETIndex,spambase,240,0.009,100,1
5,FACETIndex,spambase,240,0.0095,100,1
5,FACETIndex,spambase,240,0.01,100,1
5,FACETIndex,spambase,240,0.0105,100,1
5,FACETIndex,spambase,240,0.011,100,1
5,FACETIndex,spambase,240,0.0115,100,1
5,FACETIndex,spambase,240,0.012,100,1
5,FACETIndex,spambase,240,0.0125,100,1
5,FACETIndex,spambase,240,0.013,100,1
5,FACETIndex,spambase,240,0.0135,100,1
5,FACETIndex,spambase,240,0.014,100,1
5,FACETIndex,spambase,240,0.0145,100,1
5,FACETIndex,spambase,240,0.015,100,1
5,FACETIndex,spambase,240,0.0155,100,1
5,FACETIndex,spambase,240,0.016,100,1
5,FACETIndex,spambase,240,0.0165,100,1
5,FACETIndex,spambase,240,0.017,100,1
5,FACETIndex,spambase,240,0.0175,100,1
5,FACETIndex,spambase,240,0.018,100,1
5,FACETIndex,spambase,240,0.0185,100,1
5,FACETIndex,spambase,240,0.019,100,1
5,FACETIndex,spambase,240,0.0195,100,1
5,FACETIndex,spambase,240,0.02,100,1
5,FACETIndex,spambase,240,0.0205,100,1
5,FACETIndex,spambase,240,0.021,100,1
5,FACETIndex,spambase,240,0.0215,100,1
5,FACETIndex,spambase,240,0.022,100,1
5,FACETIndex,spambase,240,0.0225,100,1
5,FACETIndex,spambase,240,0.023,100,1
5,FACETIndex,spambase,240,0.0235,100,1
5,FACETIndex,spambase,240,0.024,100,1
5,FACETIndex,spambase,240,0.0245,100,1
5,FACETIndex,spambase,240,0.025,100,1
5,FACETIndex,spambase,240,0.0255,100,1
5,FACETIndex,spambase,240,0.026,100,1
5,FACETIndex,spambase,240,0.0265,100,1
5,FACETIndex,spambase,240,0.027,100,1
5,FACETIndex,spambase,240,0.0275,100,1
5,FACETIndex,spambase,240,0.028,100,1
5,FACETIndex,spambase,240,0.0285,100,1
5,FACETIndex,spambase,240,0.029,100,1
5,FACETIndex,spambase,240,0.0295,100,1
5,FACETIndex,spambase,240,0.03,100,1
5,FACETIndex,spambase,240,0.0305,100,1
5,FACETIndex,spambase,240,0.031,100,1
5,FACETIndex,spambase,240,0.0315,100,1
5,FACETIndex,spambase,240,0.032,100,1
5,FACETIndex,spambase,240,0.0325,100,1
5,FACETIndex,spambase,240,0.033,100,1
5,FACETIndex,spambase,240,0.0335,100,1
5,FACETIndex,spambase,240,0.034,100,1
5,FACETIndex,spambase,240,0.0345,100,1
5,FACETIndex,spambase,240,0.035,100,1
5,FACETIndex,spambase,240,0.0355,100,1
5,FACETIndex,spambase,240,0.036,100,1
5,FACETIndex,spambase,240,0.0365,100,1
5,FACETIndex,spambase,240,0.037,100,1
5,FACETIndex,spambase,240,0.0375,100,1
5,FACETIndex,spambase,240,0.038,100,1
5,FACETIndex,spambase,240,0.0385,100,1
5,FACETIndex,spambase,240,0.039,100,1
5,FACETIndex,spambase,240,0.0395,100,1
5,FACETIndex,spambase,240,0.04,100,1
5,FACETIndex,spambase,240,0.0405,100,1
5,FACETIndex,spambase,240,0.041,100,1
5,FACETIndex,spambase,240,0.0415,100,1
5,FACETIndex,spambase,240,0.042,100,1
5,FACETIndex,spambase,240,0.0425,100,1
5,FACETIndex,spambase,240,0.043,100,1
5,FACETIndex,spambase,240,0.0435,100,1
5,FACETIndex,spambase,240,0.044,100,1
5,FACETIndex,spambase,240,0.0445,100,1
5,FACETIndex,spambase,240,0.045,100,1
5,FACETIndex,spambase,240,0.0455,100,1
5,FACETIndex,spambase,240,0.046,100,1
5,FACETIndex,spambase,240,0.0465,100,1
5,FACETIndex,spambase,240,0.047,100,1
5,FACETIndex,spambase,240,0.0475,100,1
5,FACETIndex,spambase,240,0.048,100,1
5,FACETIndex,spambase,240,0.0485,100,1
5,FACETIndex,spambase,240,0.049,100,1
5,FACETIndex,spambase,240,0.0495,100,1
5,FACETIndex,spambase,240,0.05,100,1
5,FACETIndex,spambase,240,0.055,100,1
5,FACETIndex,spambase,240,0.06,100,1
5,FACETIndex,spambase,240,0.065,100,1
5,FACETIndex,spambase,240,0.07,100,1
5,FACETIndex,spambase,240,0.075,100,1
5,FACETIndex,spambase,240,0.08,100,1
5,FACETIndex,spambase,240,0.085,100,1
5,FACETIndex,spambase,240,0.09,100,1
5,FACETIndex,spambase,240,0.095,100,1
5,FACETIndex,spambase,240,0.1,100,1
5,FACETIndex,spambase,240,0.105,100,1
5,FACETIndex,spambase,240,0.11,100,1
5,FACETIndex,spambase,240,0.115,100,1
5,FACETIndex,spambase,240,0.12,100,1
5,FACETIndex,spambase,240,0.125,100,1
5,FACETIndex,spambase,240,0.13,100,1
5,FACETIndex,spambase,240,0.135,100,1
5,FACETIndex,spambase,240,0.14,100,1
5,FACETIndex,spambase,240,0.145,100,1
5,FACETIndex,spambase,240,0.15,100,1
5,FACETIndex,spambase,240,0.155,100,1
5,FACETIndex,spambase,240,0.16,100,1
5,FACETIndex,spambase,240,0.165,100,1
5,FACETIndex,spambase,240,0.17,100,1
5,FACETIndex,spambase,240,0.175,100,1
5,FACETIndex,spambase,240,0.18,100,1
5,FACETIndex,spambase,240,0.185,100,1
5,FACETIndex,spambase,240,0.19,100,1
5,FACETIndex,spambase,240,0.195,100,1
5,FACETIndex,spambase,240,0.2,100,1
5,FACETIndex,spambase,240,0.205,100,1
5,FACETIndex,spambase,240,0.21,100,1
5,FACETIndex,spambase,240,0.215,100,1
5,FACETIndex,spambase,240,0.22,100,1
5,FACETIndex,spambase,240,0.225,100,1
5,FACETIndex,spambase,240,0.23,100,1
5,FACETIndex,spambase,240,0.235,100,1
5,FACETIndex,spambase,240,0.24,100,1
5,FACETIndex,spambase,240,0.245,100,1
5,FACETIndex,spambase,240,0.25,100,1
5,FACETIndex,spambase,240,0.255,100,1
5,FACETIndex,spambase,240,0.26,100,1
5,FACETIndex,spambase,240,0.265,100,1
5,FACETIndex,spambase,240,0.27,100,1
5,FACETIndex,spambase,240,0.275,100,1
5,FACETIndex,spambase,240,0.28,100,1
5,FACETIndex,spambase,240,0.285,100,1
5,FACETIndex,spambase,240,0.29,100,1
5,FACETIndex,spambase,240,0.295,100,1
5,FACETIndex,spambase,240,0.3,100,1
5,FACETIndex,spambase,240,0.305,100,1
5,FACETIndex,spambase,240,0.31,100,1
5,FACETIndex,spambase,240,0.315,100,1
5,FACETIndex,spambase,240,0.32,100,1
5,FACETIndex,spambase,240,0.325,100,1
5,FACETIndex,spambase,240,0.33,100,1
5,FACETIndex,spambase,240,0.335,100,1
5,FACETIndex,spambase,240,0.34,100,1
5,FACETIndex,spambase,240,0.345,100,1
5,FACETIndex,spambase,240,0.35,100,1
5,FACETIndex,spambase,240,0.355,100,1
5,FACETIndex,spambase,240,0.36,100,1
5,FACETIndex,spambase,240,0.365,100,1
5,FACETIndex,spambase,240,0.37,100,1
5,FACETIndex,spambase,240,0.375,100,1
5,FACETIndex,spambase,240,0.38,100,1
5,FACETIndex,spambase,240,0.385,100,1
5,FACETIndex,spambase,240,0.39,100,1
5,FACETIndex,spambase,240,0.395,100,1
5,FACETIndex,spambase,240,0.4,100,1
5,FACETIndex,spambase,240,0.405,100,1
5,FACETIndex,spambase,240,0.41,100,1
5,FACETIndex,spambase,240,0.415,100,1
5,FACETIndex,spambase,240,0.42,100,1
5,FACETIndex,spambase,240,0.425,100,1
5,FACETIndex,spambase,240,0.43,100,1
5,FACETIndex,spambase,240,0.435,100,1
5,FACETIndex,spambase,240,0.44,100,1
5,FACETIndex,spambase,240,0.445,100,1
5,FACETIndex,spambase,240,0.45,100,1
5,FACETIndex,spambase,240,0.455,100,1
5,FACETIndex,spambase,240,0.46,100,1
5,FACETIndex,spambase,240,0.465,100,1
5,FACETIndex,spambase,240,0.47,100,1
5,FACETIndex,spambase,240,0.475,100,1
5,FACETIndex,spambase,240,0.48,100,1
5,FACETIndex,spambase,240,0.485,100,1
5,FACETIndex,spambase,240,0.49,100,1
5,FACETIndex,spambase,240,0.495,100,1
5,FACETIndex,spambase,240,0.5,100,1
6,FACETIndex,spambase,4468,1.00E-05,100,1
6,FACETIndex,spambase,4468,2.00E-05,100,1
6,FACETIndex,spambase,4468,3.00E-05,100,1
6,FACETIndex,spambase,4468,4.00E-05,100,1
6,FACETIndex,spambase,4468,5.00E-05,100,1
6,FACETIndex,spambase,4468,6.00E-05,100,1
6,FACETIndex,spambase,4468,7.00E-05,100,1
6,FACETIndex,spambase,4468,8.00E-05,100,1
6,FACETIndex,spambase,4468,9.00E-05,100,1
6,FACETIndex,spambase,4468,0.0001,100,1
6,FACETIndex,spambase,4468,0.00011,100,1
6,FACETIndex,spambase,4468,0.00012,100,1
6,FACETIndex,spambase,4468,0.00013,100,1
6,FACETIndex,spambase,4468,0.00014,100,1
6,FACETIndex,spambase,4468,0.00015,100,1
6,FACETIndex,spambase,4468,0.00016,100,1
6,FACETIndex,spambase,4468,0.00017,100,1
6,FACETIndex,spambase,4468,0.00018,100,1
6,FACETIndex,spambase,4468,0.00019,100,1
6,FACETIndex,spambase,4468,0.0002,100,1
6,FACETIndex,spambase,4468,0.00021,100,1
6,FACETIndex,spambase,4468,0.00022,100,1
6,FACETIndex,spambase,4468,0.00023,100,1
6,FACETIndex,spambase,4468,0.00024,100,1
6,FACETIndex,spambase,4468,0.00025,100,1
6,FACETIndex,spambase,4468,0.00026,100,1
6,FACETIndex,spambase,4468,0.00027,100,1
6,FACETIndex,spambase,4468,0.00028,100,1
6,FACETIndex,spambase,4468,0.00029,100,1
6,FACETIndex,spambase,4468,0.0003,100,1
6,FACETIndex,spambase,4468,0.00031,100,1
6,FACETIndex,spambase,4468,0.00032,100,1
6,FACETIndex,spambase,4468,0.00033,100,1
6,FACETIndex,spambase,4468,0.00034,100,1
6,FACETIndex,spambase,4468,0.00035,100,1
6,FACETIndex,spambase,4468,0.00036,100,1
6,FACETIndex,spambase,4468,0.00037,100,1
6,FACETIndex,spambase,4468,0.00038,100,1
6,FACETIndex,spambase,4468,0.00039,100,1
6,FACETIndex,spambase,4468,0.0004,100,1
6,FACETIndex,spambase,4468,0.00041,100,1
6,FACETIndex,spambase,4468,0.00042,100,1
6,FACETIndex,spambase,4468,0.00043,100,1
6,FACETIndex,spambase,4468,0.00044,100,1
6,FACETIndex,spambase,4468,0.00045,100,1
6,FACETIndex,spambase,4468,0.00046,100,1
6,FACETIndex,spambase,4468,0.00047,100,1
6,FACETIndex,spambase,4468,0.00048,100,1
6,FACETIndex,spambase,4468,0.00049,100,1
6,FACETIndex,spambase,4468,0.0005,100,1
6,FACETIndex,spambase,4468,0.001,100,1
6,FACETIndex,spambase,4468,0.0015,100,1
6,FACETIndex,spambase,4468,0.002,100,1
6,FACETIndex,spambase,4468,0.0025,100,1
6,FACETIndex,spambase,4468,0.003,100,1
6,FACETIndex,spambase,4468,0.0035,100,1
6,FACETIndex,spambase,4468,0.004,100,1
6,FACETIndex,spambase,4468,0.0045,100,1
6,FACETIndex,spambase,4468,0.005,100,1
6,FACETIndex,spambase,4468,0.0055,100,1
6,FACETIndex,spambase,4468,0.006,100,1
6,FACETIndex,spambase,4468,0.0065,100,1
6,FACETIndex,spambase,4468,0.007,100,1
6,FACETIndex,spambase,4468,0.0075,100,1
6,FACETIndex,spambase,4468,0.008,100,1
6,FACETIndex,spambase,4468,0.0085,100,1
6,FACETIndex,spambase,4468,0.009,100,1
6,FACETIndex,spambase,4468,0.0095,100,1
6,FACETIndex,spambase,4468,0.01,100,1
6,FACETIndex,spambase,4468,0.0105,100,1
6,FACETIndex,spambase,4468,0.011,100,1
6,FACETIndex,spambase,4468,0.0115,100,1
6,FACETIndex,spambase,4468,0.012,100,1
6,FACETIndex,spambase,4468,0.0125,100,1
6,FACETIndex,spambase,4468,0.013,100,1
6,FACETIndex,spambase,4468,0.0135,100,1
6,FACETIndex,spambase,4468,0.014,100,1
6,FACETIndex,spambase,4468,0.0145,100,1
6,FACETIndex,spambase,4468,0.015,100,1
6,FACETIndex,spambase,4468,0.0155,100,1
6,FACETIndex,spambase,4468,0.016,100,1
6,FACETIndex,spambase,4468,0.0165,100,1
6,FACETIndex,spambase,4468,0.017,100,1
6,FACETIndex,spambase,4468,0.0175,100,1
6,FACETIndex,spambase,4468,0.018,100,1
6,FACETIndex,spambase,4468,0.0185,100,1
6,FACETIndex,spambase,4468,0.019,100,1
6,FACETIndex,spambase,4468,0.0195,100,1
6,FACETIndex,spambase,4468,0.02,100,1
6,FACETIndex,spambase,4468,0.0205,100,1
6,FACETIndex,spambase,4468,0.021,100,1
6,FACETIndex,spambase,4468,0.0215,100,1
6,FACETIndex,spambase,4468,0.022,100,1
6,FACETIndex,spambase,4468,0.0225,100,1
6,FACETIndex,spambase,4468,0.023,100,1
6,FACETIndex,spambase,4468,0.0235,100,1
6,FACETIndex,spambase,4468,0.024,100,1
6,FACETIndex,spambase,4468,0.0245,100,1
6,FACETIndex,spambase,4468,0.025,100,1
6,FACETIndex,spambase,4468,0.0255,100,1
6,FACETIndex,spambase,4468,0.026,100,1
6,FACETIndex,spambase,4468,0.0265,100,1
6,FACETIndex,spambase,4468,0.027,100,1
6,FACETIndex,spambase,4468,0.0275,100,1
6,FACETIndex,spambase,4468,0.028,100,1
6,FACETIndex,spambase,4468,0.0285,100,1
6,FACETIndex,spambase,4468,0.029,100,1
6,FACETIndex,spambase,4468,0.0295,100,1
6,FACETIndex,spambase,4468,0.03,100,1
6,FACETIndex,spambase,4468,0.0305,100,1
6,FACETIndex,spambase,4468,0.031,100,1
6,FACETIndex,spambase,4468,0.0315,100,1
6,FACETIndex,spambase,4468,0.032,100,1
6,FACETIndex,spambase,4468,0.0325,100,1
6,FACETIndex,spambase,4468,0.033,100,1
6,FACETIndex,spambase,4468,0.0335,100,1
6,FACETIndex,spambase,4468,0.034,100,1
6,FACETIndex,spambase,4468,0.0345,100,1
6,FACETIndex,spambase,4468,0.035,100,1
6,FACETIndex,spambase,4468,0.0355,100,1
6,FACETIndex,spambase,4468,0.036,100,1
6,FACETIndex,spambase,4468,0.0365,100,1
6,FACETIndex,spambase,4468,0.037,100,1
6,FACETIndex,spambase,4468,0.0375,100,1
6,FACETIndex,spambase,4468,0.038,100,1
6,FACETIndex,spambase,4468,0.0385,100,1
6,FACETIndex,spambase,4468,0.039,100,1
6,FACETIndex,spambase,4468,0.0395,100,1
6,FACETIndex,spambase,4468,0.04,100,1
6,FACETIndex,spambase,4468,0.0405,100,1
6,FACETIndex,spambase,4468,0.041,100,1
6,FACETIndex,spambase,4468,0.0415,100,1
6,FACETIndex,spambase,4468,0.042,100,1
6,FACETIndex,spambase,4468,0.0425,100,1
6,FACETIndex,spambase,4468,0.043,100,1
6,FACETIndex,spambase,4468,0.0435,100,1
6,FACETIndex,spambase,4468,0.044,100,1
6,FACETIndex,spambase,4468,0.0445,100,1
6,FACETIndex,spambase,4468,0.045,100,1
6,FACETIndex,spambase,4468,0.0455,100,1
6,FACETIndex,spambase,4468,0.046,100,1
6,FACETIndex,spambase,4468,0.0465,100,1
6,FACETIndex,spambase,4468,0.047,100,1
6,FACETIndex,spambase,4468,0.0475,100,1
6,FACETIndex,spambase,4468,0.048,100,1
6,FACETIndex,spambase,4468,0.0485,100,1
6,FACETIndex,spambase,4468,0.049,100,1
6,FACETIndex,spambase,4468,0.0495,100,1
6,FACETIndex,spambase,4468,0.05,100,1
6,FACETIndex,spambase,4468,0.055,100,1
6,FACETIndex,spambase,4468,0.06,100,1
6,FACETIndex,spambase,4468,0.065,100,1
6,FACETIndex,spambase,4468,0.07,100,1
6,FACETIndex,spambase,4468,0.075,100,1
6,FACETIndex,spambase,4468,0.08,100,1
6,FACETIndex,spambase,4468,0.085,100,1
6,FACETIndex,spambase,4468,0.09,100,1
6,FACETIndex,spambase,4468,0.095,100,1
6,FACETIndex,spambase,4468,0.1,100,1
6,FACETIndex,spambase,4468,0.105,100,1
6,FACETIndex,spambase,4468,0.11,100,1
6,FACETIndex,spambase,4468,0.115,100,1
6,FACETIndex,spambase,4468,0.12,100,1
6,FACETIndex,spambase,4468,0.125,100,1
6,FACETIndex,spambase,4468,0.13,100,1
6,FACETIndex,spambase,4468,0.135,100,1
6,FACETIndex,spambase,4468,0.14,100,1
6,FACETIndex,spambase,4468,0.145,100,1
6,FACETIndex,spambase,4468,0.15,100,1
6,FACETIndex,spambase,4468,0.155,100,1
6,FACETIndex,spambase,4468,0.16,100,1
6,FACETIndex,spambase,4468,0.165,100,1
6,FACETIndex,spambase,4468,0.17,100,1
6,FACETIndex,spambase,4468,0.175,100,1
6,FACETIndex,spambase,4468,0.18,100,1
6,FACETIndex,spambase,4468,0.185,100,1
6,FACETIndex,spambase,4468,0.19,100,1
6,FACETIndex,spambase,4468,0.195,100,1
6,FACETIndex,spambase,4468,0.2,100,1
6,FACETIndex,spambase,4468,0.205,100,1
6,FACETIndex,spambase,4468,0.21,100,1
6,FACETIndex,spambase,4468,0.215,100,1
6,FACETIndex,spambase,4468,0.22,100,1
6,FACETIndex,spambase,4468,0.225,100,1
6,FACETIndex,spambase,4468,0.23,100,1
6,FACETIndex,spambase,4468,0.235,100,1
6,FACETIndex,spambase,4468,0.24,100,1
6,FACETIndex,spambase,4468,0.245,100,1
6,FACETIndex,spambase,4468,0.25,100,1
6,FACETIndex,spambase,4468,0.255,100,1
6,FACETIndex,spambase,4468,0.26,100,1
6,FACETIndex,spambase,4468,0.265,100,1
6,FACETIndex,spambase,4468,0.27,100,1
6,FACETIndex,spambase,4468,0.275,100,1
6,FACETIndex,spambase,4468,0.28,100,1
6,FACETIndex,spambase,4468,0.285,100,1
6,FACETIndex,spambase,4468,0.29,100,1
6,FACETIndex,spambase,4468,0.295,100,1
6,FACETIndex,spambase,4468,0.3,100,1
6,FACETIndex,spambase,4468,0.305,100,1
6,FACETIndex,spambase,4468,0.31,100,1
6,FACETIndex,spambase,4468,0.315,100,1
6,FACETIndex,spambase,4468,0.32,100,1
6,FACETIndex,spambase,4468,0.325,100,1
6,FACETIndex,spambase,4468,0.33,100,1
6,FACETIndex,spambase,4468,0.335,100,1
6,FACETIndex,spambase,4468,0.34,100,1
6,FACETIndex,spambase,4468,0.345,100,1
6,FACETIndex,spambase,4468,0.35,100,1
6,FACETIndex,spambase,4468,0.355,100,1
6,FACETIndex,spambase,4468,0.36,100,1
6,FACETIndex,spambase,4468,0.365,100,1
6,FACETIndex,spambase,4468,0.37,100,1
6,FACETIndex,spambase,4468,0.375,100,1
6,FACETIndex,spambase,4468,0.38,100,1
6,FACETIndex,spambase,4468,0.385,100,1
6,FACETIndex,spambase,4468,0.39,100,1
6,FACETIndex,spambase,4468,0.395,100,1
6,FACETIndex,spambase,4468,0.4,100,1
6,FACETIndex,spambase,4468,0.405,100,1
6,FACETIndex,spambase,4468,0.41,100,1
6,FACETIndex,spambase,4468,0.415,100,1
6,FACETIndex,spambase,4468,0.42,100,1
6,FACETIndex,spambase,4468,0.425,100,1
6,FACETIndex,spambase,4468,0.43,100,1
6,FACETIndex,spambase,4468,0.435,100,1
6,FACETIndex,spambase,4468,0.44,100,1
6,FACETIndex,spambase,4468,0.445,100,1
6,FACETIndex,spambase,4468,0.45,100,1
6,FACETIndex,spambase,4468,0.455,100,1
6,FACETIndex,spambase,4468,0.46,100,1
6,FACETIndex,spambase,4468,0.465,100,1
6,FACETIndex,spambase,4468,0.47,100,1
6,FACETIndex,spambase,4468,0.475,100,1
6,FACETIndex,spambase,4468,0.48,100,1
6,FACETIndex,spambase,4468,0.485,100,1
6,FACETIndex,spambase,4468,0.49,100,1
6,FACETIndex,spambase,4468,0.495,100,1
6,FACETIndex,spambase,4468,0.5,100,1
7,FACETIndex,spambase,616,1.00E-05,100,0
7,FACETIndex,spambase,616,2.00E-05,100,0
7,FACETIndex,spambase,616,3.00E-05,100,0
7,FACETIndex,spambase,616,4.00E-05,100,0
7,FACETIndex,spambase,616,5.00E-05,100,0
7,FACETIndex,spambase,616,6.00E-05,100,0
7,FACETIndex,spambase,616,7.00E-05,100,0
7,FACETIndex,spambase,616,8.00E-05,100,0
7,FACETIndex,spambase,616,9.00E-05,100,0
7,FACETIndex,spambase,616,0.0001,100,0
7,FACETIndex,spambase,616,0.00011,100,0
7,FACETIndex,spambase,616,0.00012,100,0
7,FACETIndex,spambase,616,0.00013,100,0
7,FACETIndex,spambase,616,0.00014,100,0
7,FACETIndex,spambase,616,0.00015,100,0
7,FACETIndex,spambase,616,0.00016,100,0
7,FACETIndex,spambase,616,0.00017,100,0
7,FACETIndex,spambase,616,0.00018,100,0
7,FACETIndex,spambase,616,0.00019,100,0
7,FACETIndex,spambase,616,0.0002,100,0
7,FACETIndex,spambase,616,0.00021,100,0
7,FACETIndex,spambase,616,0.00022,100,0
7,FACETIndex,spambase,616,0.00023,100,0
7,FACETIndex,spambase,616,0.00024,100,0
7,FACETIndex,spambase,616,0.00025,100,0
7,FACETIndex,spambase,616,0.00026,100,0
7,FACETIndex,spambase,616,0.00027,100,0
7,FACETIndex,spambase,616,0.00028,100,0
7,FACETIndex,spambase,616,0.00029,100,0
7,FACETIndex,spambase,616,0.0003,100,0
7,FACETIndex,spambase,616,0.00031,100,0
7,FACETIndex,spambase,616,0.00032,100,0
7,FACETIndex,spambase,616,0.00033,100,0
7,FACETIndex,spambase,616,0.00034,100,0
7,FACETIndex,spambase,616,0.00035,100,0
7,FACETIndex,spambase,616,0.00036,100,0
7,FACETIndex,spambase,616,0.00037,100,0
7,FACETIndex,spambase,616,0.00038,100,0
7,FACETIndex,spambase,616,0.00039,100,0
7,FACETIndex,spambase,616,0.0004,100,0
7,FACETIndex,spambase,616,0.00041,100,0
7,FACETIndex,spambase,616,0.00042,100,0
7,FACETIndex,spambase,616,0.00043,100,0
7,FACETIndex,spambase,616,0.00044,100,0
7,FACETIndex,spambase,616,0.00045,100,0
7,FACETIndex,spambase,616,0.00046,100,0
7,FACETIndex,spambase,616,0.00047,100,0
7,FACETIndex,spambase,616,0.00048,100,0
7,FACETIndex,spambase,616,0.00049,100,0
7,FACETIndex,spambase,616,0.0005,100,0
7,FACETIndex,spambase,616,0.001,100,0
7,FACETIndex,spambase,616,0.0015,100,0
7,FACETIndex,spambase,616,0.002,100,0
7,FACETIndex,spambase,616,0.0025,100,0
7,FACETIndex,spambase,616,0.003,100,0
7,FACETIndex,spambase,616,0.0035,100,0
7,FACETIndex,spambase,616,0.004,100,0
7,FACETIndex,spambase,616,0.0045,100,0
7,FACETIndex,spambase,616,0.005,100,0
7,FACETIndex,spambase,616,0.0055,100,0
7,FACETIndex,spambase,616,0.006,100,0
7,FACETIndex,spambase,616,0.0065,100,0
7,FACETIndex,spambase,616,0.007,100,0
7,FACETIndex,spambase,616,0.0075,100,0
7,FACETIndex,spambase,616,0.008,100,0
7,FACETIndex,spambase,616,0.0085,100,0
7,FACETIndex,spambase,616,0.009,100,0
7,FACETIndex,spambase,616,0.0095,100,0
7,FACETIndex,spambase,616,0.01,100,0
7,FACETIndex,spambase,616,0.0105,100,0
7,FACETIndex,spambase,616,0.011,100,0
7,FACETIndex,spambase,616,0.0115,100,0
7,FACETIndex,spambase,616,0.012,100,0
7,FACETIndex,spambase,616,0.0125,100,0
7,FACETIndex,spambase,616,0.013,100,0
7,FACETIndex,spambase,616,0.0135,100,0
7,FACETIndex,spambase,616,0.014,100,0
7,FACETIndex,spambase,616,0.0145,100,0
7,FACETIndex,spambase,616,0.015,100,0
7,FACETIndex,spambase,616,0.0155,100,0
7,FACETIndex,spambase,616,0.016,100,0
7,FACETIndex,spambase,616,0.0165,100,0
7,FACETIndex,spambase,616,0.017,100,0
7,FACETIndex,spambase,616,0.0175,100,0
7,FACETIndex,spambase,616,0.018,100,0
7,FACETIndex,spambase,616,0.0185,100,0
