dataset,explainer,n_trees,max_depth,n_rects,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain
cancer,FACETIndex,100,,90000,9,0.956140351,1,0.88372093,0.938271605,1,0.32011686,,12.3,73.0652771,15.36505318,0.768252659,20
glass,FACETIndex,100,,90000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.199983228,,5.9,73.64134717,8.057276726,0.402863836,20
magic,FACETIndex,100,,90000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.098012249,,8.35,84.60771179,16.71405911,0.835702956,20
spambase,FACETIndex,100,,90000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.050936736,,15.5,75.69576573,18.81342363,0.940671182,20
vertebral,FACETIndex,100,,90000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.075488022,,4.05,72.57608223,15.64353275,0.782176638,20
cancer,FACETIndex,100,,100000,9,0.956140351,1,0.88372093,0.938271605,1,0.309938742,,12.4,81.40680099,17.40060306,0.870030153,20
glass,FACETIndex,100,,100000,9,0.909090909,0.941176471,0.888888889,0.914285714,1,0.198496573,,6.05,82.33965492,8.70570302,0.435285151,20
magic,FACETIndex,100,,100000,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.098969908,,8.15,93.7833252,18.53549099,0.926774549,20
spambase,FACETIndex,100,,100000,9,0.94673913,0.960725076,0.898305085,0.928467153,1,0.05182897,,15.8,83.69108891,20.91602731,1.045801365,20
vertebral,FACETIndex,100,,100000,9,0.887096774,0.934782609,0.914893617,0.924731183,1,0.075507829,,4.35,80.75934005,17.36202359,0.86810118,20
adult,FACETIndex,100,,100,0,0.844665561,0.705549846,0.622675737,0.661527343,1,1.398744679,2.74312931,6,24.25349617,0.10426712,0.005213356,20
compas,FACETIndex,100,,100,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.348430703,0.36,1.2,0.725890398,0.026782751,0.001339138,20
compas,FACETIndex,100,,1000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.21003123,0.21125,1.05,1.637309551,0.072566509,0.003628325,20
compas,FACETIndex,100,,100,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.329693634,0.35375,1.2,0.698852301,0.022710323,0.001135516,20
compas,FACETIndex,100,,1000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.256034279,0.27375,1.1,1.570640564,0.064698696,0.003234935,20
compas,FACETIndex,100,,100,2,0.653409091,0.65437788,0.568,0.608137045,1,0.231685605,0.23875,1.15,0.713338614,0.022723913,0.001136196,20
adult,FACETIndex,100,,100,1,0.845218353,0.72036942,0.621513944,0.66730038,1,1.326783457,2.537768597,5.4,25.24942207,0.113161325,0.005658066,20
compas,FACETIndex,100,,1000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.11607928,0.13375,1.1,1.600234747,0.073174,0.0036587,20
compas,FACETIndex,100,,5000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,5.584281445,0.12467289,0.006233644,20
adult,FACETIndex,100,,100,2,0.83946932,0.704379562,0.604203936,0.65045739,1,1.29342035,2.442580372,5.5,24.70925903,0.115595102,0.005779755,20
adult,FACETIndex,100,,1000,0,0.844665561,0.705549846,0.622675737,0.661527343,1,0.689873363,1.173140932,4.3,25.4875114,0.937425137,0.046871257,20
adult,FACETIndex,100,,100,3,0.849087894,0.722166998,0.643204958,0.680402716,1,1.454536108,2.665166792,5.6,25.20938158,0.088570833,0.004428542,20
compas,FACETIndex,100,,100,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.283212494,0.30375,1.25,0.734461546,0.024619818,0.001230991,20
compas,FACETIndex,100,,5000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.222350766,0.22875,1.05,5.402312994,0.098025322,0.004901266,20
compas,FACETIndex,100,,1000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.105,0.105,1,1.67798686,0.070394754,0.003519738,20
adult,FACETIndex,100,,100,5,0.844444444,0.695847924,0.635159817,0.664120315,1,1.253288162,2.403270561,5.45,24.61974311,0.108634472,0.005431724,20
adult,FACETIndex,100,,100,4,0.84013267,0.700553598,0.620597414,0.658156028,1,1.190059622,2.231696948,5.15,25.35729742,0.113157272,0.005657864,20
compas,FACETIndex,100,,100,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.206515117,0.2125,1.1,0.710794926,0.024499655,0.001224983,20
compas,FACETIndex,100,,100,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.352886545,0.40625,1.3,0.723212242,0.023084402,0.00115422,20
compas,FACETIndex,100,,5000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,5.416264057,0.125392199,0.00626961,20
compas,FACETIndex,100,,1000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.08,0.08,1,1.560887814,0.080044508,0.004002225,20
compas,FACETIndex,100,,1000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.163490195,0.1725,1.1,1.578202248,0.069156408,0.00345782,20
compas,FACETIndex,100,,100,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.371526192,0.4,1.35,0.688069105,0.023783445,0.001189172,20
compas,FACETIndex,100,,100,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.244430781,0.27625,1.3,0.700041771,0.02474761,0.001237381,20
adult,FACETIndex,100,,100,6,0.845771144,0.715562566,0.614446953,0.66116104,1,1.258131049,2.362230383,5.55,24.8045752,0.128314018,0.006415701,20
compas,FACETIndex,100,,1000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.181312461,0.18375,1.1,1.54461813,0.071896791,0.00359484,20
compas,FACETIndex,100,,1000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.08878123,0.09,1.05,1.562916994,0.068950653,0.003447533,20
compas,FACETIndex,100,,5000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.10375,0.10375,1,5.581231117,0.128165007,0.00640825,20
compas,FACETIndex,100,,100,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.194391895,0.2225,1.15,0.684217215,0.022285461,0.001114273,20
adult,FACETIndex,100,,100,9,0.848977336,0.720734908,0.622111464,0.667801556,1,1.262283467,2.310959474,5.3,25.07258749,0.114825726,0.005741286,20
adult,FACETIndex,100,,100,7,0.841901603,0.716174975,0.61754386,0.663212435,1,1.416230832,2.781495038,6.05,25.9476788,0.122641802,0.00613209,20
compas,FACETIndex,100,,10000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,10.54033113,0.15048337,0.007524168,20
adult,FACETIndex,100,,100,8,0.846102819,0.725864739,0.620202911,0.668886775,1,1.444246835,2.653938289,5.8,26.03136826,0.110427856,0.005521393,20
compas,FACETIndex,100,,1000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,1.541081429,0.074746609,0.00373733,20
compas,FACETIndex,100,,5000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,5.255443811,0.109157324,0.005457866,20
compas,FACETIndex,100,,5000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,5.281835794,0.135579348,0.006778967,20
compas,FACETIndex,100,,100,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.17551072,0.18125,1.1,0.707607269,0.022992849,0.001149642,20
compas,FACETIndex,100,,10000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,10.10631537,0.115064621,0.005753231,20
compas,FACETIndex,100,,5000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,5.301568031,0.126726151,0.006336308,20
compas,FACETIndex,100,,5000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,5.26987505,0.127172947,0.006358647,20
compas,FACETIndex,100,,1000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.085,0.085,1,1.571255684,0.069729805,0.00348649,20
compas,FACETIndex,100,,10000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,10.17995358,0.150571823,0.007528591,20
compas,FACETIndex,100,,5000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,5.251618385,0.123639584,0.006181979,20
compas,FACETIndex,100,,10000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,10.6644485,0.150349855,0.007517493,20
compas,FACETIndex,100,,5000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,5.293250799,0.11518693,0.005759346,20
compas,FACETIndex,100,,10000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.1125,0.1125,1,9.912981987,0.12714982,0.006357491,20
compas,FACETIndex,100,,10000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,9.920641184,0.160413265,0.008020663,20
compas,FACETIndex,100,,10000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,9.907546282,0.150306702,0.007515335,20
compas,FACETIndex,100,,10000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,10.01667595,0.146384001,0.0073192,20
compas,FACETIndex,100,,10000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,9.937111378,0.143208265,0.007160413,20
adult,FACETIndex,100,,1000,1,0.845218353,0.72036942,0.621513944,0.66730038,1,0.545403626,0.943516217,3.9,26.31911516,0.899568796,0.04497844,20
adult,FACETIndex,100,,1000,2,0.83946932,0.704379562,0.604203936,0.65045739,1,0.536587494,0.879046554,3.85,25.56718516,1.014714956,0.050735748,20
adult,FACETIndex,100,,1000,3,0.849087894,0.722166998,0.643204958,0.680402716,1,0.42877383,0.735891256,3.45,26.33503437,0.844280481,0.042214024,20
compas,FACETIndex,100,,10000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,9.966196299,0.137093544,0.006854677,20
compas,FACETIndex,100,,20000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,20.59301805,0.170845509,0.008542275,20
adult,FACETIndex,100,,1000,5,0.844444444,0.695847924,0.635159817,0.664120315,1,0.773707029,1.202375773,4.3,25.91895318,0.95285964,0.047642982,20
compas,FACETIndex,100,,20000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.80717301,0.127197981,0.006359899,20
adult,FACETIndex,100,,1000,4,0.84013267,0.700553598,0.620597414,0.658156028,1,0.653290293,1.082625671,3.7,26.27359581,1.098587513,0.054929376,20
compas,FACETIndex,100,,20000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.99405861,0.174497604,0.00872488,20
credit,FACETIndex,100,,100,0,0.79814346,0.833268558,0.926934717,0.877609497,1,1.21371283,2.301595725,8.2,16.26288748,0.043725967,0.002186298,20
adult,FACETIndex,100,,5000,0,0.844665561,0.705549846,0.622675737,0.661527343,1,0.438524334,0.679427609,3.3,29.7195859,4.678811312,0.233940566,20
adult,FACETIndex,100,,1000,6,0.845771144,0.715562566,0.614446953,0.66116104,1,0.631428569,1.052441004,4.05,26.68335032,0.983648539,0.049182427,20
credit,FACETIndex,100,,100,1,0.80742616,0.841686092,0.930027903,0.883654532,1,1.360152283,2.964757015,9.15,16.21741939,0.031649828,0.001582491,20
compas,FACETIndex,100,,20000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,20.629282,0.170539856,0.008526993,20
adult,FACETIndex,100,,1000,9,0.848977336,0.720734908,0.622111464,0.667801556,1,0.824504513,1.240024051,4.2,26.93530321,1.105630398,0.05528152,20
adult,FACETIndex,100,,1000,7,0.841901603,0.716174975,0.61754386,0.663212435,1,0.742095924,1.202766346,4.2,27.09791923,1.073431492,0.053671575,20
adult,FACETIndex,100,,1000,8,0.846102819,0.725864739,0.620202911,0.668886775,1,0.5402515,0.853728819,3.75,27.18791246,0.981088638,0.049054432,20
compas,FACETIndex,100,,20000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,19.37090087,0.181977272,0.009098864,20
compas,FACETIndex,100,,20000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,19.53085351,0.145798206,0.00728991,20
compas,FACETIndex,100,,20000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.31178999,0.174504995,0.00872525,20
credit,FACETIndex,100,,100,2,0.792911392,0.831082404,0.921041215,0.873752444,1,1.134651694,2.580148648,9,15.85079813,0.042997122,0.002149856,20
compas,FACETIndex,100,,20000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.43695331,0.166125059,0.008306253,20
credit,FACETIndex,100,,100,3,0.807257384,0.833045149,0.940768062,0.883635623,1,1.140837247,2.406651149,8.1,15.76671386,0.052936077,0.002646804,20
compas,FACETIndex,100,,20000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,19.37130547,0.16039443,0.008019722,20
credit,FACETIndex,100,,100,4,0.80185654,0.838240992,0.927346764,0.880545381,1,1.243672933,2.641729788,8.8,15.70089245,0.039232016,0.001961601,20
compas,FACETIndex,100,,20000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,19.4320817,0.162218571,0.008110929,20
credit,FACETIndex,100,,100,5,0.8,0.834855255,0.927677029,0.878821965,1,1.2944782,2.89524775,9.55,15.87766171,0.02563262,0.001281631,20
credit,FACETIndex,100,,100,6,0.800675105,0.835826695,0.927554981,0.879305059,1,1.102378534,2.539401176,8.9,15.86136055,0.041000605,0.00205003,20
credit,FACETIndex,100,,100,7,0.797974684,0.833462884,0.926550011,0.877544757,1,1.108499377,2.498099561,8.85,16.09963346,0.029227257,0.001461363,20
credit,FACETIndex,100,,1000,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.782765172,1.54853965,7.95,17.08722901,0.316638947,0.015831947,20
credit,FACETIndex,100,,1000,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.735142466,1.612545348,7.95,16.90309048,0.255384445,0.012769222,20
credit,FACETIndex,100,,100,8,0.796455696,0.832293292,0.925010837,0.876206118,1,1.201902526,2.693951883,8.85,15.6970346,0.037955999,0.0018978,20
credit,FACETIndex,100,,100,9,0.797974684,0.827666151,0.933536718,0.877419355,1,1.203917404,2.637363487,9.1,15.85739207,0.041788101,0.002089405,20
compas,FACETIndex,100,,30000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,30.57684517,0.183538675,0.009176934,20
compas,FACETIndex,100,,30000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,29.29196382,0.133780003,0.006689,20
credit,FACETIndex,100,,1000,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.737344057,1.552735773,7.9,16.62516022,0.286284685,0.014314234,20
adult,FACETIndex,100,,5000,1,0.845218353,0.72036942,0.621513944,0.66730038,1,0.323061298,0.552783108,3.25,30.71570611,4.404615164,0.220230758,20
credit,FACETIndex,100,,1000,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.544703668,1.186444497,7.3,16.47553158,0.43939662,0.021969831,20
compas,FACETIndex,100,,30000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,29.56607676,0.18503046,0.009251523,20
adult,FACETIndex,100,,5000,2,0.83946932,0.704379562,0.604203936,0.65045739,1,0.316597846,0.474314709,3.05,30.1554327,4.938391447,0.246919572,20
credit,FACETIndex,100,,1000,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.602644299,1.168417092,7.35,16.50530863,0.313807726,0.015690386,20
adult,FACETIndex,100,,5000,3,0.849087894,0.722166998,0.643204958,0.680402716,1,0.41385637,0.654175938,3.65,31.05811119,4.432400703,0.221620035,20
adult,FACETIndex,100,,5000,5,0.844444444,0.695847924,0.635159817,0.664120315,1,0.383705692,0.615776702,3.85,30.03500319,4.713866234,0.235693312,20
compas,FACETIndex,100,,30000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,28.5317297,0.156556368,0.007827818,20
compas,FACETIndex,100,,30000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,28.81236148,0.197272301,0.009863615,20
compas,FACETIndex,100,,30000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,30.48240948,0.177995443,0.008899772,20
credit,FACETIndex,100,,1000,5,0.8,0.834855255,0.927677029,0.878821965,1,0.826409162,1.644003141,7.6,16.54724288,0.211047173,0.010552359,20
credit,FACETIndex,100,,1000,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.89560669,1.946296036,8,16.57492208,0.338133097,0.016906655,20
adult,FACETIndex,100,,5000,4,0.84013267,0.700553598,0.620597414,0.658156028,1,0.354794323,0.562775899,3.25,30.69717097,5.559500933,0.277975047,20
compas,FACETIndex,100,,30000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,28.60841131,0.188341141,0.009417057,20
credit,FACETIndex,100,,1000,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.670666075,1.278093155,7,16.82186747,0.262012005,0.0131006,20
compas,FACETIndex,100,,30000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.1075,0.1075,1,28.94587827,0.1765728,0.00882864,20
compas,FACETIndex,100,,30000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,28.89975715,0.177971601,0.00889858,20
adult,FACETIndex,100,,5000,6,0.845771144,0.715562566,0.614446953,0.66116104,1,0.311012667,0.469706958,3.05,31.28024602,4.720877409,0.23604387,20
credit,FACETIndex,100,,1000,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.7252512,1.481771708,7.55,16.37765789,0.340853453,0.017042673,20
compas,FACETIndex,100,,30000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,28.91778278,0.167938232,0.008396912,20
credit,FACETIndex,100,,1000,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.717427162,1.462901445,7.5,16.46934128,0.272760153,0.013638008,20
credit,FACETIndex,100,,5000,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.511911191,1.019263453,7.25,20.80497646,1.573560238,0.078678012,20
adult,FACETIndex,100,,5000,8,0.846102819,0.725864739,0.620202911,0.668886775,1,0.264001193,0.381691752,3.05,31.53691196,4.688569546,0.234428477,20
adult,FACETIndex,100,,5000,9,0.848977336,0.720734908,0.622111464,0.667801556,1,0.3846549,0.581153119,3.15,31.17857623,5.531063795,0.27655319,20
adult,FACETIndex,100,,5000,7,0.841901603,0.716174975,0.61754386,0.663212435,1,0.32917446,0.538043245,3.3,31.58373761,5.38434577,0.269217288,20
credit,FACETIndex,100,,5000,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.54096813,1.072528902,6.8,20.39500642,1.175685406,0.05878427,20
adult,FACETIndex,100,,10000,0,0.844665561,0.705549846,0.622675737,0.661527343,1,0.277930208,0.429059302,3.15,34.98414326,9.303144217,0.465157211,20
credit,FACETIndex,100,,5000,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.500756958,0.940460988,6.6,20.07306433,1.411209345,0.070560467,20
credit,FACETIndex,100,,5000,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.462162641,0.861224383,5.95,19.80088449,2.171774626,0.108588731,20
credit,FACETIndex,100,,5000,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.493318117,0.986723856,6.65,19.61395741,1.543726683,0.077186334,20
credit,FACETIndex,100,,5000,5,0.8,0.834855255,0.927677029,0.878821965,1,0.569600997,1.075642481,7,19.8616426,1.001673698,0.050083685,20
credit,FACETIndex,100,,5000,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.590756603,1.278963932,7.2,20.1334002,1.718530178,0.085926509,20
credit,FACETIndex,100,,5000,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.533436103,1.039328538,7.1,20.42417479,1.340109825,0.067005491,20
credit,FACETIndex,100,,5000,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.467532488,0.938726188,6.65,19.690521,1.623032331,0.081151617,20
compas,FACETIndex,100,,40000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,39.08932781,0.148737907,0.007436895,20
credit,FACETIndex,100,,5000,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.579599197,1.245689875,7.15,19.74158931,1.425731659,0.071286583,20
compas,FACETIndex,100,,40000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,40.61735582,0.185662508,0.009283125,20
compas,FACETIndex,100,,40000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,39.39338017,0.18962574,0.009481287,20
compas,FACETIndex,100,,40000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,38.00917268,0.163410425,0.008170521,20
credit,FACETIndex,100,,10000,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.455016453,0.785460335,6.25,24.50225616,3.1355443,0.156777215,20
compas,FACETIndex,100,,40000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,38.32276011,0.204950333,0.010247517,20
credit,FACETIndex,100,,10000,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.511573406,0.996345945,6.55,24.54630113,2.364236355,0.118211818,20
compas,FACETIndex,100,,40000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,38.16052008,0.195402145,0.009770107,20
adult,FACETIndex,100,,10000,1,0.845218353,0.72036942,0.621513944,0.66730038,1,0.318278871,0.559517862,3.25,36.00643349,8.803277969,0.440163898,20
compas,FACETIndex,100,,40000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10625,0.10625,1,38.57635069,0.183723927,0.009186196,20
compas,FACETIndex,100,,40000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,40.74335217,0.192255735,0.009612787,20
adult,FACETIndex,100,,10000,2,0.83946932,0.704379562,0.604203936,0.65045739,1,0.249466485,0.396190221,3.35,35.05770063,9.738661289,0.486933064,20
compas,FACETIndex,100,,40000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,38.44550014,0.179892063,0.008994603,20
credit,FACETIndex,100,,10000,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.483891712,0.869486482,6.25,23.96284389,2.778038979,0.138901949,20
adult,FACETIndex,100,,10000,3,0.849087894,0.722166998,0.643204958,0.680402716,1,0.254450018,0.403538477,3,36.27213621,8.70595932,0.435297966,20
adult,FACETIndex,100,,10000,5,0.844444444,0.695847924,0.635159817,0.664120315,1,0.239516608,0.354349721,3.3,35.52443194,9.20849061,0.460424531,20
compas,FACETIndex,100,,40000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,38.43000889,0.174468756,0.008723438,20
credit,FACETIndex,100,,10000,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.389352576,0.771010992,6.15,23.74009013,4.315987349,0.215799367,20
credit,FACETIndex,100,,10000,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.520934352,0.975808918,6.65,23.59914279,3.008448601,0.15042243,20
adult,FACETIndex,100,,10000,4,0.84013267,0.700553598,0.620597414,0.658156028,1,0.242787206,0.372227008,2.7,36.01176548,10.77852774,0.538926387,20
credit,FACETIndex,100,,10000,5,0.8,0.834855255,0.927677029,0.878821965,1,0.451845289,0.810511649,6.45,23.80413508,1.935022593,0.09675113,20
credit,FACETIndex,100,,10000,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.503680804,0.955872173,6.7,24.27861309,3.373682499,0.168684125,20
adult,FACETIndex,100,,10000,6,0.845771144,0.715562566,0.614446953,0.66116104,1,0.189087719,0.277494398,2.95,36.99784255,9.615931034,0.480796552,20
credit,FACETIndex,100,,10000,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.496098737,0.997322388,6.75,24.6095891,2.598216057,0.129910803,20
credit,FACETIndex,100,,10000,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.403976493,0.722365979,6,23.58384705,3.277488232,0.163874412,20
adult,FACETIndex,100,,10000,8,0.846102819,0.725864739,0.620202911,0.668886775,1,0.311858454,0.480168127,3.05,37.43433285,9.39400363,0.469700181,20
credit,FACETIndex,100,,10000,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.450532802,0.858387106,6.6,23.73844647,2.845982075,0.142299104,20
adult,FACETIndex,100,,10000,9,0.848977336,0.720734908,0.622111464,0.667801556,1,0.296108052,0.453450359,3.4,37.22463441,11.22021508,0.561010754,20
adult,FACETIndex,100,,10000,7,0.841901603,0.716174975,0.61754386,0.663212435,1,0.344353557,0.55964396,3.15,37.06917167,10.6432097,0.532160485,20
credit,FACETIndex,100,,20000,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.433684512,0.854087945,6.35,32.91055942,4.80217886,0.240108943,20
adult,FACETIndex,100,,20000,0,0.844665561,0.705549846,0.622675737,0.661527343,1,0.22257774,0.318593155,2.8,45.7116127,18.52736545,0.926368272,20
credit,FACETIndex,100,,20000,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.371430015,0.645886629,6.2,33.31949854,6.240246296,0.312012315,20
compas,FACETIndex,100,,50000,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,48.92997813,0.139933825,0.006996691,20
compas,FACETIndex,100,,50000,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,50.52864265,0.204981565,0.010249078,20
compas,FACETIndex,100,,50000,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,49.10657382,0.196298838,0.009814942,20
credit,FACETIndex,100,,20000,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.405311852,0.745411901,6.1,32.38309002,5.618652344,0.280932617,20
compas,FACETIndex,100,,50000,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,47.50915647,0.169199944,0.008459997,20
compas,FACETIndex,100,,50000,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,47.93420339,0.210634232,0.010531712,20
credit,FACETIndex,100,,20000,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.372655668,0.656355604,6,31.50007582,6.001003504,0.300050175,20
compas,FACETIndex,100,,50000,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,47.68635035,0.200618029,0.010030901,20
credit,FACETIndex,100,,20000,5,0.8,0.834855255,0.927677029,0.878821965,1,0.397066955,0.687274857,6.2,32.05087638,3.863561153,0.193178058,20
compas,FACETIndex,100,,50000,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10625,0.10625,1,48.10156822,0.191999197,0.00959996,20
credit,FACETIndex,100,,20000,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.372057663,0.704277006,6.15,31.79044175,8.675248384,0.433762419,20
compas,FACETIndex,100,,50000,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,47.87103605,0.185528994,0.00927645,20
compas,FACETIndex,100,,50000,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,50.85054326,0.194578409,0.00972892,20
compas,FACETIndex,100,,50000,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,47.91828394,0.190180302,0.009509015,20
credit,FACETIndex,100,,20000,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.439900141,0.790350323,6.4,32.82440662,6.789871454,0.339493573,20
credit,FACETIndex,100,,20000,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.36917902,0.726838692,6.5,33.52418876,5.27017498,0.263508749,20
