dataset,explainer,n_trees,max_depth,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain
vertebral,MACE,10,5,1,0.8064516129032258,0.8222222222222222,0.9024390243902439,0.8604651162790697,1.0,0.4434862660172211,0.9239250000720615,6.0,0.002622365951538086,39.58111834526062,1.979055917263031,20
glass,OCEAN,10,5,3,0.8181818181818182,0.9,0.8181818181818182,0.8571428571428572,1.0,0.046375628633648254,0.07227559399741534,4.1,0.19423317909240723,18.276191234588623,0.9138095617294312,20
cancer,OCEAN,10,5,5,0.956140350877193,0.9318181818181818,0.9534883720930233,0.942528735632184,1.0,0.1817699778342674,0.5195871005015901,13.5,0.18332433700561523,14.688331127166748,0.7344165563583374,20
spambase,OCEAN,10,5,7,0.9206521739130434,0.9504643962848297,0.8434065934065934,0.8937409024745269,1.0,0.0051854554310324505,0.00996688307203981,5.8,0.24410510063171387,9.421947956085205,0.47109739780426024,20
magic,MACE,10,5,1,0.844111461619348,0.8307318765175165,0.958,0.8898383800854541,1.0,0.9656573638101908,2.418321086755675,10.0,0.014103174209594727,45.318371534347534,2.2659185767173766,20
magic,OCEAN,10,5,1,0.844111461619348,0.8307318765175165,0.958,0.8898383800854541,1.0,0.10325077466329735,0.21744781783743447,7.0,0.5327327251434326,35.28374671936035,1.7641873359680176,20
glass,RFOCSE,10,5,0,0.7878787878787878,0.8,0.8421052631578947,0.8205128205128205,1.0,0.08703171246574752,0.1019078984298247,2.15,0.012912750244140625,75.53907918930054,3.7769539594650268,20
vertebral,OCEAN,10,5,3,0.7258064516129032,0.8421052631578947,0.7441860465116279,0.7901234567901234,1.0,0.066364773697894,0.10788630168187655,3.1,0.1823561191558838,18.29272961616516,0.9146364808082581,20
spambase,OCEAN,10,5,8,0.9141304347826087,0.9322033898305084,0.8571428571428571,0.8930987821380243,1.0,0.00372514064915735,0.007002557917917833,6.85,0.24245142936706543,8.420041799545288,0.4210020899772644,20
cancer,OCEAN,10,5,6,0.9649122807017544,0.9487179487179487,0.9487179487179487,0.9487179487179487,1.0,0.10808771625857394,0.244150287917874,8.75,0.18320751190185547,12.571127653121948,0.6285563826560974,20
glass,OCEAN,10,5,4,0.8484848484848485,1.0,0.8,0.888888888888889,1.0,0.029933528670204934,0.0456686872939978,3.75,0.1986844539642334,15.897545099258423,0.7948772549629212,20
spambase,OCEAN,10,5,9,0.8989130434782608,0.9423728813559322,0.7853107344632768,0.8567026194144838,1.0,0.0034909619547244934,0.005949861663874014,5.75,0.24410796165466309,9.243418216705322,0.4621709108352661,20
vertebral,OCEAN,10,5,4,0.7741935483870968,0.7659574468085106,0.9230769230769231,0.8372093023255814,1.0,0.06496979557996882,0.11112045513158297,4.15,0.1819899082183838,16.04341149330139,0.8021705746650696,20
cancer,OCEAN,10,5,7,0.9473684210526315,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.11492150183773067,0.2749765081064516,8.95,0.1836092472076416,12.139150619506836,0.6069575309753418,20
cancer,MACE,10,5,2,0.9736842105263158,0.9777777777777777,0.9565217391304348,0.967032967032967,1.0,1.225877114299663,5.457834762733249,30.0,0.005472660064697266,44.96385622024536,2.248192811012268,20
vertebral,OCEAN,10,5,5,0.8064516129032258,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.0,0.030325049227315347,0.047577818920228984,2.85,0.2205061912536621,13.180245399475098,0.6590122699737548,20
glass,OCEAN,10,5,5,0.7575757575757576,0.7272727272727273,0.8888888888888888,0.7999999999999999,1.0,0.09688585194089538,0.20169919836234834,5.15,0.19510889053344727,21.88009738922119,1.0940048694610596,20
cancer,OCEAN,10,5,8,0.9649122807017544,0.9565217391304348,0.9565217391304348,0.9565217391304348,1.0,0.15781512265544545,0.3936572683147924,10.5,0.18109941482543945,13.027866125106812,0.6513933062553405,20
magic,OCEAN,10,5,2,0.8259726603575184,0.8105482303955587,0.9526916802610114,0.8758905136857892,1.0,0.09288434022294978,0.18049738973543358,5.95,0.5262465476989746,34.067216873168945,1.7033608436584473,20
magic,MACE,10,5,2,0.8259726603575184,0.8105482303955587,0.9526916802610114,0.8758905136857892,1.0,0.687590070025173,1.6869229353552844,10.0,0.013626337051391602,45.316062211990356,2.265803110599518,20
cancer,OCEAN,10,5,9,0.956140350877193,1.0,0.8837209302325582,0.9382716049382717,1.0,0.15924956344014632,0.4677283403423507,13.25,0.18254780769348145,12.677002191543579,0.6338501095771789,20
vertebral,OCEAN,10,5,6,0.7258064516129032,0.6888888888888889,0.9117647058823529,0.7848101265822784,1.0,0.07600682145926747,0.11455900703795092,3.3,0.18053627014160156,17.083374977111816,0.8541687488555908,20
vertebral,MACE,10,5,2,0.9032258064516129,0.9130434782608695,0.9545454545454546,0.9333333333333332,1.0,0.5581240918658434,1.0988076188866382,6.0,0.0026214122772216797,67.4542510509491,3.372712552547455,20
glass,OCEAN,10,5,6,0.7878787878787878,0.8125,0.7647058823529411,0.787878787878788,1.0,0.07532135571491044,0.13816450702134006,3.6,0.20166802406311035,23.540521383285522,1.1770260691642762,20
magic,OCEAN,10,5,3,0.8151945320715037,0.791006146878033,0.9772182254196643,0.8743071696763811,1.0,0.10868715640820223,0.22710411464918884,6.2,0.5333189964294434,34.576881408691406,1.7288440704345702,20
vertebral,OCEAN,10,5,7,0.8225806451612904,0.8478260869565217,0.9069767441860465,0.8764044943820224,1.0,0.1116738915340912,0.18457557689809284,4.0,0.18245840072631836,21.321335077285767,1.0660667538642883,20
cancer,MACE,10,5,3,0.8859649122807017,0.8292682926829268,0.85,0.8395061728395061,1.0,1.3827207943030329,6.069362276751482,30.0,0.004709482192993164,45.064390659332275,2.2532195329666136,20
glass,MACE,10,5,0,0.7878787878787878,0.8,0.8421052631578947,0.8205128205128205,1.0,0.5881893188471315,1.3583624800184064,9.0,0.0033805370330810547,187.62716150283813,9.381358075141907,20
glass,OCEAN,10,5,7,0.8181818181818182,0.7058823529411765,0.9230769230769231,0.8000000000000002,1.0,0.12188006301270789,0.25364513026040497,4.0,0.19887948036193848,29.89700937271118,1.494850468635559,20
magic,MACE,10,5,3,0.8151945320715037,0.791006146878033,0.9772182254196643,0.8743071696763811,1.0,0.6916913204767311,1.7349120321424514,10.0,0.013872146606445312,44.9279100894928,2.24639550447464,20
vertebral,OCEAN,10,5,8,0.8225806451612904,0.8604651162790697,0.8809523809523809,0.8705882352941177,1.0,0.07776668863920366,0.11031181802838293,2.9,0.18243980407714844,19.118574380874634,0.9559287190437317,20
vertebral,MACE,10,5,3,0.7258064516129032,0.8421052631578947,0.7441860465116279,0.7901234567901234,1.0,0.37977488026998824,0.7664792778174452,6.0,0.0026273727416992188,43.961894512176514,2.1980947256088257,20
vertebral,OCEAN,10,5,9,0.8548387096774194,0.9318181818181818,0.8723404255319149,0.9010989010989012,1.0,0.04190375423825461,0.05017525060751906,2.3,0.18370628356933594,13.71912169456482,0.685956084728241,20
glass,OCEAN,10,5,8,0.8484848484848485,0.9047619047619048,0.8636363636363636,0.8837209302325582,1.0,0.06978676768949935,0.13121709312422009,4.2,0.2018275260925293,22.672056436538696,1.1336028218269347,20
cancer,MACE,10,5,4,0.9298245614035088,0.925,0.8809523809523809,0.9024390243902439,1.0,1.4390948401811783,6.380138337098302,30.0,0.0046732425689697266,44.172810554504395,2.20864052772522,20
magic,OCEAN,10,5,4,0.8270241850683491,0.8152596255740021,0.9447400736799018,0.8752370117557832,1.0,0.11006157031312928,0.2567552512898524,6.25,0.5336182117462158,47.4630970954895,2.373154854774475,20
glass,OCEAN,10,5,9,0.8484848484848485,0.8823529411764706,0.8333333333333334,0.8571428571428571,1.0,0.11546640745586516,0.2297995665893288,5.05,0.20650076866149902,24.188186168670654,1.2094093084335327,20
magic,MACE,10,5,4,0.8270241850683491,0.8152596255740021,0.9447400736799018,0.8752370117557832,1.0,0.6399539436800719,1.6930262442486927,10.0,0.014310359954833984,46.116182804107666,2.3058091402053833,20
vertebral,MACE,10,5,4,0.7741935483870968,0.7659574468085106,0.9230769230769231,0.8372093023255814,1.0,0.38795150459344074,0.7715447769702848,6.0,0.0026025772094726562,48.432090759277344,2.421604537963867,20
magic,OCEAN,10,5,5,0.805205047318612,0.7804878048780488,0.9652892561983472,0.8631073341954555,1.0,0.07316140434067366,0.1577899880723514,5.8,0.5262694358825684,28.298805952072144,1.4149402976036072,20
cancer,MACE,10,5,5,0.956140350877193,0.9318181818181818,0.9534883720930233,0.942528735632184,1.0,1.504953372744959,6.4300850476465765,30.0,0.004881620407104492,44.643184185028076,2.232159209251404,20
magic,OCEAN,10,5,6,0.8393796004206099,0.8245067497403946,0.9581657280772325,0.8863255813953489,1.0,0.07761686613277245,0.1494245633631205,5.3,0.5350337028503418,26.263081550598145,1.3131540775299073,20
magic,MACE,10,5,5,0.805205047318612,0.7804878048780488,0.9652892561983472,0.8631073341954555,1.0,0.7553459594120294,1.920197107656211,10.0,0.014145135879516602,46.790674448013306,2.3395337224006654,20
vertebral,MACE,10,5,5,0.8064516129032258,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.0,0.44959361559204714,0.8701336114639491,6.0,0.0033681392669677734,39.968841791152954,1.9984420895576478,20
cancer,MACE,10,5,6,0.9649122807017544,0.9487179487179487,0.9487179487179487,0.9487179487179487,1.0,1.2549889759995625,5.350068549477921,30.0,0.005160331726074219,44.69949984550476,2.234974992275238,20
magic,OCEAN,10,5,7,0.8343848580441641,0.8169445389588296,0.9630966706778982,0.884020618556701,1.0,0.07592108352545518,0.16342278120537995,6.9,0.5166594982147217,31.114832639694214,1.5557416319847106,20
vertebral,MACE,10,5,6,0.7258064516129032,0.6888888888888889,0.9117647058823529,0.7848101265822784,1.0,0.4813265787558212,0.9200076643898573,6.0,0.002595186233520508,38.41242289543152,1.920621144771576,20
magic,OCEAN,10,5,8,0.8343848580441641,0.8210673177537495,0.952650748684743,0.8819782690146122,1.0,0.12044066069923876,0.23758375245749627,7.0,0.5204334259033203,37.675580978393555,1.8837790489196777,20
cancer,MACE,10,5,7,0.9473684210526315,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,1.205400105541708,4.9420911011389155,30.0,0.004756450653076172,44.00908327102661,2.2004541635513304,20
magic,MACE,10,5,6,0.8393796004206099,0.8245067497403946,0.9581657280772325,0.8863255813953489,1.0,0.7061820835752122,1.7235736424744208,10.0,0.014541864395141602,80.77588725090027,4.038794362545014,20
magic,OCEAN,10,5,9,0.8370136698212408,0.8318965517241379,0.9384116693679092,0.8819497334348819,1.0,0.08502942617386997,0.1641023080288198,5.9,0.5102865695953369,31.695767402648926,1.5847883701324463,20
vertebral,MACE,10,5,7,0.8225806451612904,0.8478260869565217,0.9069767441860465,0.8764044943820224,1.0,0.4696765464589351,0.9901045911801148,6.0,0.002615213394165039,59.20107173919678,2.960053586959839,20
cancer,MACE,10,5,8,0.9649122807017544,0.9565217391304348,0.9565217391304348,0.9565217391304348,1.0,1.3898559892753952,6.11892630657386,30.0,0.004837989807128906,44.15851306915283,2.2079256534576417,20
magic,MACE,10,5,7,0.8343848580441641,0.8169445389588296,0.9630966706778982,0.884020618556701,1.0,0.7699441127946772,1.9205727017052532,10.0,0.015467166900634766,47.898388385772705,2.394919419288635,20
cancer,MACE,10,5,9,0.956140350877193,1.0,0.8837209302325582,0.9382716049382717,1.0,1.4210879938726002,6.117189715857833,30.0,0.004712581634521484,44.279253244400024,2.213962662220001,20
magic,MACE,10,5,8,0.8343848580441641,0.8210673177537495,0.952650748684743,0.8819782690146122,1.0,0.6742560436096918,1.6341538743111144,10.0,0.015212535858154297,46.67791414260864,2.333895707130432,20
magic,MACE,10,5,9,0.8370136698212408,0.8318965517241379,0.9384116693679092,0.8819497334348819,1.0,0.6596080998173741,1.7086949979421795,10.0,0.016267776489257812,44.65766406059265,2.2328832030296324,20
spambase,MACE,10,5,1,0.9217391304347826,0.9331306990881459,0.8599439775910365,0.8950437317784258,1.0,3.073285161529336,19.5591308683622,57.0,0.01093292236328125,756.9397714138031,37.84698857069016,20
spambase,MACE,10,5,2,0.9130434782608695,0.9402985074626866,0.84,0.8873239436619718,1.0,2.9717893049664985,18.45876875682861,57.0,0.010770797729492188,94.45913815498352,4.722956907749176,20
spambase,MACE,10,5,3,0.9206521739130434,0.9415584415584416,0.8405797101449275,0.8882082695252679,1.0,2.9514744110725273,18.13227982918117,57.0,0.00984334945678711,86.10467600822449,4.305233800411225,20
spambase,MACE,10,5,4,0.9173913043478261,0.940809968847352,0.841225626740947,0.888235294117647,1.0,3.0498641509907958,19.172579882115446,57.0,0.009682416915893555,116.69115018844604,5.834557509422302,20
spambase,MACE,10,5,5,0.9152173913043479,0.9439252336448598,0.8347107438016529,0.8859649122807018,1.0,2.9330209205102618,17.992080795803172,57.0,0.009973526000976562,42.257617712020874,2.1128808856010437,20
vertebral,MACE,10,5,8,0.8225806451612904,0.8604651162790697,0.8809523809523809,0.8705882352941177,1.0,0.4237426835971473,0.8099702833996053,5.95,0.002607107162475586,1717.4729964733124,85.87364982366562,20
vertebral,MACE,10,5,9,0.8548387096774194,0.9318181818181818,0.8723404255319149,0.9010989010989012,1.0,0.5021338449074888,1.0044936062947891,6.0,0.0025720596313476562,39.168466567993164,1.9584233283996582,20
spambase,MACE,10,5,6,0.9097826086956522,0.9329268292682927,0.8337874659400545,0.8805755395683453,1.0,3.0369879325767974,19.11481243655638,57.0,0.009896993637084961,1339.0158603191376,66.95079301595688,20
spambase,MACE,10,5,7,0.9206521739130434,0.9504643962848297,0.8434065934065934,0.8937409024745269,1.0,3.0211000983724428,18.480327657008218,57.0,0.00987863540649414,57.926552057266235,2.8963276028633116,20
spambase,MACE,10,5,8,0.9141304347826087,0.9322033898305084,0.8571428571428571,0.8930987821380243,1.0,3.100106131938914,19.787269336259826,57.0,0.009639501571655273,338.98448634147644,16.94922431707382,20
magic,RFOCSE,10,5,0,0.831230283911672,0.8109418282548476,0.9606234618539786,0.8794592564776568,0.95,0.09928802612577751,0.12836925947675737,2.4210526315789473,0.025255918502807617,2940.8892347812653,147.04446173906325,20
spambase,MACE,10,5,9,0.8989130434782608,0.9423728813559322,0.7853107344632768,0.8567026194144838,1.0,3.1459447056425125,20.369809153757664,57.0,0.009928226470947266,1103.8830523490906,55.19415261745453,20
cancer,RFOCSE,10,5,0,0.9385964912280702,0.95,0.8837209302325582,0.9156626506024096,1.0,0.1644605272498225,0.3600341225078422,4.65,0.027237653732299805,38720.307171583176,1936.0153585791588,20
spambase,RFOCSE,10,5,0,0.9326086956521739,0.9545454545454546,0.8795811518324608,0.9155313351498638,1.0,0.037012344120065085,0.06453286774599158,3.3,0.04851245880126953,44167.95079135895,2208.397539567947,20
glass,MACE,10,5,1,0.7878787878787878,0.75,0.8823529411764706,0.8108108108108107,1.0,0.8960666731525876,1.841624316418399,8.95,0.0032274723052978516,44936.93932366371,2246.8469661831855,20
glass,MACE,10,5,2,0.9090909090909091,0.8695652173913043,1.0,0.9302325581395349,1.0,0.8241150686369,1.8911903502431429,9.0,0.0029332637786865234,55.2886118888855,2.764430594444275,20
glass,MACE,10,5,3,0.8181818181818182,0.9,0.8181818181818182,0.8571428571428572,1.0,0.6650363399372952,1.434811172230495,8.95,0.0033736228942871094,42.8011109828949,2.140055549144745,20
glass,MACE,10,5,4,0.8484848484848485,1.0,0.8,0.888888888888889,1.0,0.4967138345969263,1.1373245367504734,8.95,0.00325775146484375,43.67523717880249,2.1837618589401244,20
glass,MACE,10,5,5,0.7575757575757576,0.7272727272727273,0.8888888888888888,0.7999999999999999,1.0,0.6840338811328522,1.5802221087424173,9.0,0.0031991004943847656,51.107285261154175,2.555364263057709,20
glass,MACE,10,5,6,0.7878787878787878,0.8125,0.7647058823529411,0.787878787878788,1.0,0.9144465383520937,1.9867273125940603,9.0,0.003325939178466797,48.45216131210327,2.4226080656051634,20
glass,MACE,10,5,7,0.8181818181818182,0.7058823529411765,0.9230769230769231,0.8000000000000002,1.0,0.9019874437142242,2.148937274176494,9.0,0.003212451934814453,43.00677704811096,2.150338852405548,20
glass,MACE,10,5,8,0.8484848484848485,0.9047619047619048,0.8636363636363636,0.8837209302325582,1.0,0.7731911253349371,1.663432509108734,8.85,0.002861499786376953,43.148040533065796,2.1574020266532896,20
