dataset,explainer,n_trees,max_depth,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain
glass,AFT,10,5,8,0.8484848484848485,0.9047619047619048,0.8636363636363636,0.8837209302325582,1.0,0.06090836408915253,0.07294925062808386,1.55,1.430511474609375e-06,0.0341334342956543,0.0017066717147827149,20
glass,AFT,10,5,9,0.8484848484848485,0.8823529411764706,0.8333333333333334,0.8571428571428571,1.0,0.1053703813065306,0.13103430210706735,1.55,1.430511474609375e-06,0.0326235294342041,0.001631176471710205,20
magic,AFT,10,5,0,0.831230283911672,0.8109418282548476,0.9606234618539786,0.8794592564776568,0.95,0.13993995812694224,0.19275534860629628,2.0526315789473686,2.6226043701171875e-06,0.0699155330657959,0.003495776653289795,20
magic,AFT,10,5,1,0.844111461619348,0.8307318765175165,0.958,0.8898383800854541,1.0,0.1087104101124001,0.13573315068996566,1.65,2.6226043701171875e-06,0.07595419883728027,0.0037977099418640137,20
magic,AFT,10,5,2,0.8259726603575184,0.8105482303955587,0.9526916802610114,0.8758905136857892,1.0,0.09669579064737317,0.12192330284053432,1.55,2.384185791015625e-06,0.06916475296020508,0.003458237648010254,20
magic,AFT,10,5,3,0.8151945320715037,0.791006146878033,0.9772182254196643,0.8743071696763811,0.95,0.10859704216140417,0.13221424090391687,1.5263157894736843,1.9073486328125e-06,0.07386350631713867,0.0036931753158569334,20
magic,AFT,10,5,4,0.8270241850683491,0.8152596255740021,0.9447400736799018,0.8752370117557832,1.0,0.15262125392367512,0.1899081111531502,1.9,2.6226043701171875e-06,0.07220149040222168,0.003610074520111084,20
magic,AFT,10,5,5,0.805205047318612,0.7804878048780488,0.9652892561983472,0.8631073341954555,1.0,0.1275916447016297,0.16996675537584804,1.85,1.0013580322265625e-05,0.07437992095947266,0.003718996047973633,20
magic,AFT,10,5,6,0.8393796004206099,0.8245067497403946,0.9581657280772325,0.8863255813953489,1.0,0.09743019652771975,0.11187370568541402,1.55,2.384185791015625e-06,0.07179570198059082,0.003589785099029541,20
magic,AFT,10,5,7,0.8343848580441641,0.8169445389588296,0.9630966706778982,0.884020618556701,1.0,0.09181304297429582,0.12076291048633445,1.55,2.1457672119140625e-06,0.07068371772766113,0.003534185886383057,20
spambase,AFT,10,5,0,0.9326086956521739,0.9545454545454546,0.8795811518324608,0.9155313351498638,0.85,0.04230806766626867,0.05043036366319616,2.0588235294117645,2.1457672119140625e-06,0.05536246299743652,0.0027681231498718263,20
magic,AFT,10,5,8,0.8343848580441641,0.8210673177537495,0.952650748684743,0.8819782690146122,1.0,0.17260804076912573,0.19102043750350037,1.55,2.1457672119140625e-06,0.06902575492858887,0.0034512877464294434,20
spambase,AFT,10,5,1,0.9217391304347826,0.9331306990881459,0.8599439775910365,0.8950437317784258,0.7,0.026877320005948474,0.03162191201374799,2.0714285714285716,1.6689300537109375e-06,0.05613374710083008,0.002806687355041504,20
spambase,AFT,10,5,2,0.9130434782608695,0.9402985074626866,0.84,0.8873239436619718,0.65,0.03464960478281124,0.044751187179753175,2.3846153846153846,1.430511474609375e-06,0.05558419227600098,0.002779209613800049,20
spambase,AFT,10,5,3,0.9206521739130434,0.9415584415584416,0.8405797101449275,0.8882082695252679,0.9,0.015822382348123068,0.020618421499931247,2.0,1.6689300537109375e-06,0.05197572708129883,0.0025987863540649415,20
magic,AFT,10,5,9,0.8370136698212408,0.8318965517241379,0.9384116693679092,0.8819497334348819,1.0,0.08832034634673448,0.09517469122602779,1.3,2.6226043701171875e-06,0.0701761245727539,0.0035088062286376953,20
spambase,AFT,10,5,4,0.9173913043478261,0.940809968847352,0.841225626740947,0.888235294117647,0.55,0.020450720170580174,0.024178238153354348,1.8181818181818181,1.6689300537109375e-06,0.05550646781921387,0.002775323390960693,20
spambase,AFT,10,5,5,0.9152173913043479,0.9439252336448598,0.8347107438016529,0.8859649122807018,0.7,0.03257385860742025,0.04062839584456538,2.4285714285714284,1.430511474609375e-06,0.05033445358276367,0.0025167226791381835,20
spambase,AFT,10,5,6,0.9097826086956522,0.9329268292682927,0.8337874659400545,0.8805755395683453,0.75,0.029417132254097027,0.036415546148489714,2.3333333333333335,1.430511474609375e-06,0.0532686710357666,0.00266343355178833,20
spambase,AFT,10,5,7,0.9206521739130434,0.9504643962848297,0.8434065934065934,0.8937409024745269,0.7,0.024700570793069098,0.026145409044549227,1.4285714285714286,1.430511474609375e-06,0.05325722694396973,0.0026628613471984864,20
spambase,AFT,10,5,8,0.9141304347826087,0.9322033898305084,0.8571428571428571,0.8930987821380243,0.85,0.010292408535437876,0.014707445470389399,1.7647058823529411,1.6689300537109375e-06,0.05117082595825195,0.0025585412979125975,20
spambase,AFT,10,5,9,0.8989130434782608,0.9423728813559322,0.7853107344632768,0.8567026194144838,0.95,0.011732566674793452,0.014016340304955875,1.5263157894736843,1.430511474609375e-06,0.049066781997680664,0.002453339099884033,20
vertebral,AFT,10,5,0,0.7741935483870968,0.7916666666666666,0.9047619047619048,0.8444444444444444,1.0,0.07687196076750961,0.08384510906861282,1.25,2.384185791015625e-06,0.04336690902709961,0.0021683454513549806,20
vertebral,AFT,10,5,1,0.8064516129032258,0.8222222222222222,0.9024390243902439,0.8604651162790697,1.0,0.10280164036731602,0.14315968113309144,1.45,1.430511474609375e-06,0.04097747802734375,0.0020488739013671876,20
vertebral,AFT,10,5,2,0.9032258064516129,0.9130434782608695,0.9545454545454546,0.9333333333333332,1.0,0.10968704357900656,0.11982938233731093,1.1,1.430511474609375e-06,0.04454636573791504,0.0022273182868957518,20
vertebral,AFT,10,5,3,0.7258064516129032,0.8421052631578947,0.7441860465116279,0.7901234567901234,1.0,0.06276139685292757,0.07671779583203663,1.3,1.430511474609375e-06,0.04609560966491699,0.0023047804832458498,20
vertebral,AFT,10,5,4,0.7741935483870968,0.7659574468085106,0.9230769230769231,0.8372093023255814,1.0,0.05967114496090646,0.0690677956905178,1.3,1.430511474609375e-06,0.042697906494140625,0.002134895324707031,20
vertebral,AFT,10,5,5,0.8064516129032258,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.0,0.03966609617842937,0.04972517645832846,1.35,1.430511474609375e-06,0.044403076171875,0.00222015380859375,20
vertebral,AFT,10,5,6,0.7258064516129032,0.6888888888888889,0.9117647058823529,0.7848101265822784,1.0,0.11074112690874043,0.15799304902784855,1.65,1.430511474609375e-06,0.038440704345703125,0.0019220352172851563,20
vertebral,AFT,10,5,7,0.8225806451612904,0.8478260869565217,0.9069767441860465,0.8764044943820224,1.0,0.12252412442931104,0.13814838217713304,1.35,1.6689300537109375e-06,0.040990352630615234,0.0020495176315307615,20
vertebral,AFT,10,5,8,0.8225806451612904,0.8604651162790697,0.8809523809523809,0.8705882352941177,1.0,0.07509197820885338,0.07702960786134241,1.2,1.430511474609375e-06,0.04121088981628418,0.002060544490814209,20
vertebral,AFT,10,5,9,0.8548387096774194,0.9318181818181818,0.8723404255319149,0.9010989010989012,1.0,0.044876573509031376,0.04990686756712246,1.2,1.430511474609375e-06,0.041515350341796875,0.0020757675170898437,20
cancer,FACETIndex,10,5,0,0.9385964912280702,0.95,0.8837209302325582,0.9156626506024096,1.0,0.14457050752659756,0.26028624878959566,3.85,2.8044419288635254,1.8365185260772705,0.09182592630386352,20
glass,FACETIndex,10,5,0,0.7878787878787878,0.8,0.8421052631578947,0.8205128205128205,1.0,0.12825514855499284,0.20092417242399466,3.2,2.588505506515503,0.13702106475830078,0.006851053237915039,20
glass,FACETIndex,10,5,1,0.7878787878787878,0.75,0.8823529411764706,0.8108108108108107,1.0,0.1096946844922898,0.1784250032344788,2.55,2.6145992279052734,0.08894586563110352,0.004447293281555176,20
cancer,FACETIndex,10,5,1,0.9473684210526315,0.9666666666666667,0.8529411764705882,0.90625,1.0,0.12963659202292913,0.23000913669134276,3.8,2.6230781078338623,1.667635440826416,0.0833817720413208,20
magic,FACETIndex,10,5,0,0.831230283911672,0.8109418282548476,0.9606234618539786,0.8794592564776568,1.0,0.12837000148033478,0.21690324244121864,3.55,4.13421630859375,0.08157920837402344,0.004078960418701172,20
glass,FACETIndex,10,5,2,0.9090909090909091,0.8695652173913043,1.0,0.9302325581395349,1.0,0.04418985526490036,0.0707132984090579,3.1,2.587031126022339,0.12214326858520508,0.006107163429260254,20
glass,FACETIndex,10,5,3,0.8181818181818182,0.9,0.8181818181818182,0.8571428571428572,1.0,0.05258484389883389,0.06569442305966823,2.15,2.579556465148926,0.09732675552368164,0.004866337776184082,20
cancer,FACETIndex,10,5,2,0.9736842105263158,0.9777777777777777,0.9565217391304348,0.967032967032967,1.0,0.18065019620775466,0.32172529828154506,4.65,3.333045482635498,1.3254308700561523,0.06627154350280762,20
magic,FACETIndex,10,5,1,0.844111461619348,0.8307318765175165,0.958,0.8898383800854541,1.0,0.09782559595558568,0.15153341683798507,3.3,4.631910562515259,0.05394601821899414,0.002697300910949707,20
glass,FACETIndex,10,5,4,0.8484848484848485,1.0,0.8,0.888888888888889,1.0,0.059156854864479004,0.08523989366763839,2.95,2.6196041107177734,0.12236928939819336,0.006118464469909668,20
spambase,FACETIndex,10,5,0,0.9326086956521739,0.9545454545454546,0.8795811518324608,0.9155313351498638,1.0,0.0076114689806434125,0.01405552436336736,3.9,2.7671055793762207,4.519259214401245,0.22596296072006225,20
cancer,FACETIndex,10,5,3,0.8859649122807017,0.8292682926829268,0.85,0.8395061728395061,1.0,0.2203500037409146,0.4407377166322073,5.5,2.7230608463287354,1.4981098175048828,0.07490549087524415,20
glass,FACETIndex,10,5,5,0.7575757575757576,0.7272727272727273,0.8888888888888888,0.7999999999999999,1.0,0.11300514694623445,0.18127729641346663,2.9,2.7335309982299805,0.13051390647888184,0.006525695323944092,20
magic,FACETIndex,10,5,2,0.8259726603575184,0.8105482303955587,0.9526916802610114,0.8758905136857892,1.0,0.08236365095716962,0.11677136730453012,2.45,4.2325544357299805,0.06650733947753906,0.003325366973876953,20
