dataset,explainer,n_trees,max_depth,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain
spambase,FACETGBCC,100,3,8,0.9402173913043478,0.9187817258883249,0.9402597402597402,0.9293966623876765,1.0,0.04287971604937401,0.07898616641145831,6.75,17.346598625183105,0.9715855121612549,0.048579275608062744,20
magic,FACETGBCC,100,3,8,0.8738170347003155,0.867207672445592,0.9514366653176851,0.9073716711694326,1.0,0.11169386914328971,0.21469255253282715,4.75,18.242809534072876,0.06415128707885742,0.003207564353942871,20
spambase,FACETGBCC,100,3,9,0.9347826086956522,0.950920245398773,0.8757062146892656,0.911764705882353,1.0,0.02370566971486213,0.04622883067709162,7.05,16.420356273651123,1.3109641075134277,0.06554820537567138,20
adult,FACETGBCC,100,3,9,0.8678828081813157,0.7928240740740741,0.6207521522428636,0.696315120711563,1.0,0.18085034694354996,0.25973940261802875,3.15,17.099206924438477,13.944968223571777,0.6972484111785888,20
magic,FACETGBCC,100,3,9,0.8780231335436383,0.8689248895434463,0.9562398703403565,0.9104938271604939,1.0,0.08626364209013124,0.16389720678706843,4.85,17.25078558921814,0.0693213939666748,0.0034660696983337402,20
compas,FACETGBCM,100,3,0,0.6354166666666666,0.5860655737704918,0.6098081023454158,0.5977011494252874,1.0,0.21750000000000003,0.21750000000000003,1.0,24.619001865386963,0.05661487579345703,0.0028307437896728516,20
spambase,FACETGBCM,100,3,0,0.9576086956521739,0.9501312335958005,0.9476439790575916,0.9488859764089123,1.0,0.024379176575776994,0.0475495669742787,7.45,24.40386390686035,1.1315467357635498,0.05657733678817749,20
magic,FACETGBCM,100,3,0,0.8703995793901157,0.8630085852930198,0.948318293683347,0.9036544850498338,1.0,0.16338395136625566,0.348191684243535,5.4,27.152474880218506,0.26439905166625977,0.013219952583312988,20
vertebral,FACETGBCM,100,3,0,0.7741935483870968,0.8181818181818182,0.8571428571428571,0.8372093023255814,1.0,0.05215758852802305,0.061175227131829144,2.2,36.04197382926941,0.02470707893371582,0.001235353946685791,20
adult,FACETGBCM,100,3,0,0.8627971254836927,0.7825322391559203,0.6054421768707483,0.6826898491434417,1.0,0.13913321315313057,0.20459454272299413,2.65,30.665883541107178,5.698999881744385,0.2849499940872192,20
glass,FACETGBCM,100,3,0,0.8484848484848485,0.8888888888888888,0.8421052631578947,0.8648648648648649,1.0,0.1279865443084506,0.22798320247554785,3.5,39.3759388923645,0.06614422798156738,0.0033072113990783693,20
cancer,FACETGBCM,100,3,0,0.956140350877193,1.0,0.8837209302325582,0.9382716049382717,1.0,0.15268360877099657,0.32326347930213106,7.15,44.79544448852539,0.44654059410095215,0.02232702970504761,20
compas,FACETGBCM,100,3,1,0.6477272727272727,0.5991983967935872,0.6348195329087049,0.6164948453608247,1.0,0.21125,0.21125,1.0,23.452235460281372,0.05293583869934082,0.002646791934967041,20
spambase,FACETGBCM,100,3,1,0.9445652173913044,0.9447674418604651,0.9103641456582633,0.927246790299572,1.0,0.03082085677576657,0.06616631806593207,7.85,28.385056734085083,1.044813632965088,0.05224068164825439,20
magic,FACETGBCM,100,3,1,0.8725026288117771,0.8686425173801683,0.9496,0.9073189375119435,1.0,0.08674964388040482,0.16088330848343338,4.8,27.27492094039917,0.0841362476348877,0.004206812381744385,20
vertebral,FACETGBCM,100,3,1,0.8387096774193549,0.8604651162790697,0.9024390243902439,0.8809523809523809,1.0,0.0705811193635151,0.08701304388988292,2.45,35.62898111343384,0.04711747169494629,0.0023558735847473145,20
compas,FACETGBCM,100,3,2,0.6903409090909091,0.6952595936794582,0.616,0.6532343584305409,1.0,0.09374999999999997,0.09374999999999997,1.0,26.601485013961792,0.04224753379821777,0.002112376689910889,20
glass,FACETGBCM,100,3,1,0.8484848484848485,0.8,0.9411764705882353,0.8648648648648648,1.0,0.1778376756754976,0.3516809107287239,4.9,40.176557540893555,0.15688467025756836,0.007844233512878418,20
adult,FACETGBCM,100,3,1,0.8641238253178551,0.8004667444574096,0.6073483842408145,0.69066196828593,1.0,0.15641837375643255,0.21542553035417983,2.8,31.60281467437744,8.028897285461426,0.4014448642730713,20
spambase,FACETGBCM,100,3,2,0.9478260869565217,0.9504132231404959,0.92,0.934959349593496,1.0,0.02798524159819953,0.06015098572978315,7.8,29.88351035118103,0.9936878681182861,0.04968439340591431,20
cancer,FACETGBCM,100,3,1,0.9385964912280702,0.9090909090909091,0.8823529411764706,0.8955223880597014,1.0,0.18531505392929062,0.41218465150605643,6.55,45.15522885322571,1.008781909942627,0.050439095497131346,20
compas,FACETGBCM,100,3,3,0.6884469696969697,0.6968973747016707,0.5910931174089069,0.6396495071193867,1.0,0.11875000000000002,0.11875000000000002,1.0,20.62175440788269,0.042086124420166016,0.002104306221008301,20
magic,FACETGBCM,100,3,2,0.8714511041009464,0.8641929499072356,0.9498368678629691,0.9049931999222849,1.0,0.08752776274214588,0.16831440863184124,4.45,27.06468391418457,0.1386270523071289,0.0069313526153564455,20
vertebral,FACETGBCM,100,3,2,0.8548387096774194,0.9069767441860465,0.8863636363636364,0.896551724137931,1.0,0.10398809655821192,0.13446470170985736,2.1,35.03039073944092,0.04042339324951172,0.002021169662475586,20
compas,FACETGBCM,100,3,4,0.6666666666666666,0.6644144144144144,0.5923694779116466,0.6263269639065817,1.0,0.09625,0.09625,1.0,20.186589241027832,0.03526186943054199,0.0017630934715270996,20
glass,FACETGBCM,100,3,2,0.9090909090909091,0.9473684210526315,0.9,0.9230769230769231,1.0,0.062917492799486,0.11505836994213373,4.75,38.89606189727783,0.08270621299743652,0.004135310649871826,20
spambase,FACETGBCM,100,3,3,0.9456521739130435,0.9376854599406528,0.9159420289855073,0.9266862170087977,1.0,0.032400488181869955,0.06958143901784064,8.95,27.598405361175537,0.7601001262664795,0.03800500631332397,20
adult,FACETGBCM,100,3,2,0.862465450525152,0.7883720930232558,0.6064400715563506,0.6855409504550051,1.0,0.13714985400937477,0.16819084624737296,2.2,29.74564027786255,8.185355424880981,0.40926777124404906,20
magic,FACETGBCM,100,3,3,0.8596214511041009,0.8529411764705882,0.950439648281375,0.899054820415879,1.0,0.10261446469085427,0.2011644808286122,5.05,26.620760440826416,0.11223506927490234,0.0056117534637451175,20
cancer,FACETGBCM,100,3,2,0.9649122807017544,0.9772727272727273,0.9347826086956522,0.9555555555555557,1.0,0.23103146641896538,0.559096084279252,7.6,42.8967559337616,1.4951386451721191,0.07475693225860595,20
compas,FACETGBCM,100,3,5,0.6714015151515151,0.6801801801801802,0.5956607495069034,0.6351209253417456,1.0,0.13874999999999998,0.13874999999999998,1.0,22.51869535446167,0.04393649101257324,0.002196824550628662,20
vertebral,FACETGBCM,100,3,3,0.7580645161290323,0.868421052631579,0.7674418604651163,0.8148148148148148,1.0,0.0631722362141299,0.07906244185083619,2.55,35.25120520591736,0.03605031967163086,0.001802515983581543,20
spambase,FACETGBCM,100,3,4,0.9445652173913044,0.9450867052023122,0.9108635097493036,0.9276595744680852,1.0,0.026150811447509352,0.056560568651584375,8.4,32.34973931312561,1.5578749179840088,0.07789374589920044,20
glass,FACETGBCM,100,3,3,0.9696969696969697,1.0,0.9545454545454546,0.9767441860465117,1.0,0.06424566081619641,0.10039428119658209,3.5,38.54430627822876,0.05223250389099121,0.0026116251945495607,20
magic,FACETGBCM,100,3,4,0.8669821240799159,0.8596360935759376,0.9476054031927957,0.9014797507788161,1.0,0.12213515897751186,0.2508396746134365,5.45,27.22142219543457,0.1780707836151123,0.008903539180755616,20
compas,FACETGBCM,100,3,6,0.6609848484848485,0.6887254901960784,0.548828125,0.6108695652173913,1.0,0.08374999999999999,0.08374999999999999,1.0,22.82791757583618,0.034331321716308594,0.0017165660858154297,20
adult,FACETGBCM,100,3,3,0.8635710337202874,0.7880831928049467,0.6206285967242142,0.6944031698860822,1.0,0.10563981868170211,0.15353242410932788,2.4,29.588144063949585,6.090603590011597,0.3045301795005798,20
vertebral,FACETGBCM,100,3,4,0.8225806451612904,0.8181818181818182,0.9230769230769231,0.8674698795180724,1.0,0.052186156562188,0.06591348547283107,2.8,36.02213406562805,0.02144479751586914,0.001072239875793457,20
compas,FACETGBCM,100,3,7,0.6950757575757576,0.6831896551724138,0.6443089430894309,0.6631799163179917,1.0,0.1475,0.1475,1.0,18.72576594352722,0.03801560401916504,0.001900780200958252,20
cancer,FACETGBCM,100,3,3,0.8859649122807017,0.8292682926829268,0.85,0.8395061728395061,1.0,0.25664468788400024,0.5431877506293354,7.25,44.999173402786255,1.1622967720031738,0.05811483860015869,20
spambase,FACETGBCM,100,3,5,0.9467391304347826,0.953757225433526,0.9090909090909091,0.9308885754583921,1.0,0.03346928002769039,0.066376019517805,8.4,28.263482093811035,1.132831335067749,0.056641566753387454,20
magic,FACETGBCM,100,3,5,0.8664563617245006,0.8559195830230827,0.95,0.900509204857031,1.0,0.08008791990838689,0.16154884745657963,4.65,29.83040761947632,0.1396775245666504,0.0069838762283325195,20
glass,FACETGBCM,100,3,4,0.8484848484848485,1.0,0.8,0.888888888888889,1.0,0.08725076417391188,0.14301052750783194,3.9,39.46992325782776,0.06609129905700684,0.003304564952850342,20
adult,FACETGBCM,100,3,4,0.8620232172470979,0.7921315325895478,0.601426660722247,0.6837303598580842,1.0,0.1105848082143539,0.14782747047976205,2.15,31.666240692138672,5.285625457763672,0.2642812728881836,20
compas,FACETGBCM,100,3,8,0.6827651515151515,0.6984126984126984,0.6039215686274509,0.647739221871714,1.0,0.10750000000000001,0.10750000000000001,1.0,22.726933479309082,0.04647254943847656,0.002323627471923828,20
vertebral,FACETGBCM,100,3,5,0.7903225806451613,0.8095238095238095,0.8717948717948718,0.8395061728395062,1.0,0.03934521101226108,0.05399055584509386,2.4,34.118475914001465,0.02242445945739746,0.001121222972869873,20
spambase,FACETGBCM,100,3,6,0.9369565217391305,0.9352112676056338,0.9046321525885559,0.9196675900277008,1.0,0.023977544465484207,0.04915017908114879,7.3,28.16126799583435,1.0565032958984375,0.05282516479492187,20
compas,FACETGBCM,100,3,9,0.6818181818181818,0.6823027718550106,0.631163708086785,0.6557377049180328,1.0,0.07499999999999998,0.07499999999999998,1.0,19.197099447250366,0.02782917022705078,0.001391458511352539,20
cancer,FACETGBCM,100,3,4,0.9385964912280702,0.926829268292683,0.9047619047619048,0.9156626506024096,1.0,0.23587557363015033,0.5987684910453939,9.1,40.038170337677,1.4845175743103027,0.07422587871551514,20
magic,FACETGBCM,100,3,6,0.8719768664563617,0.871699516548903,0.9428801287208367,0.9058937198067634,1.0,0.0835075197367117,0.1356418217790637,4.65,28.10561180114746,0.05422401428222656,0.002711200714111328,20
glass,FACETGBCM,100,3,5,0.8484848484848485,0.8421052631578947,0.8888888888888888,0.8648648648648649,1.0,0.14208666940339354,0.2669710036224001,4.15,40.34962606430054,0.1428699493408203,0.007143497467041016,20
adult,FACETGBCM,100,3,5,0.867330016583748,0.7802944507361268,0.6292237442922375,0.6966632962588473,1.0,0.08862553504027462,0.12534119505395708,2.3,31.199044704437256,4.250255584716797,0.21251277923583983,20
spambase,FACETGBCM,100,3,7,0.9434782608695652,0.9457142857142857,0.9093406593406593,0.927170868347339,1.0,0.024873283171919298,0.04996200434620071,6.7,29.88063097000122,1.930298089981079,0.09651490449905395,20
vertebral,FACETGBCM,100,3,6,0.8064516129032258,0.7619047619047619,0.9411764705882353,0.8421052631578947,1.0,0.059764653322874894,0.07251845948057851,2.1,37.10223579406738,0.026524782180786133,0.0013262391090393066,20
magic,FACETGBCM,100,3,7,0.8740799158780231,0.8675182481751825,0.9534697152025672,0.9084655073571565,1.0,0.07845860307000238,0.15052927231754695,4.3,26.09554123878479,0.06383776664733887,0.0031918883323669434,20
cancer,FACETGBCM,100,3,5,0.9649122807017544,0.9534883720930233,0.9534883720930233,0.9534883720930233,1.0,0.2098869308146285,0.5020766256485014,7.85,40.67694973945618,0.8280789852142334,0.04140394926071167,20
glass,FACETGBCM,100,3,6,0.8484848484848485,0.9285714285714286,0.7647058823529411,0.8387096774193549,1.0,0.1105922253436932,0.18330560572048812,3.95,40.259827852249146,0.06996726989746094,0.003498363494873047,20
spambase,FACETGBCM,100,3,8,0.9402173913043478,0.9187817258883249,0.9402597402597402,0.9293966623876765,1.0,0.04282478545517628,0.07878090909057892,6.7,30.45818066596985,0.7522122859954834,0.03761061429977417,20
adult,FACETGBCM,100,3,6,0.8606965174129353,0.7794031597425395,0.6013544018058691,0.6788990825688073,1.0,0.08280022701762194,0.114298399775666,2.5,32.31507182121277,4.92542576789856,0.24627128839492798,20
vertebral,FACETGBCM,100,3,7,0.9354838709677419,0.9333333333333333,0.9767441860465116,0.9545454545454545,1.0,0.09325742205437937,0.11737868348920166,2.6,35.349008083343506,0.041578054428100586,0.002078902721405029,20
magic,FACETGBCM,100,3,8,0.8738170347003155,0.867207672445592,0.9514366653176851,0.9073716711694326,1.0,0.11167709510647335,0.21436787325993395,4.7,29.04746127128601,0.06984329223632812,0.0034921646118164064,20
cancer,FACETGBCM,100,3,6,0.9649122807017544,0.9487179487179487,0.9487179487179487,0.9487179487179487,1.0,0.1717971007446774,0.35619715104988936,7.2,41.65633845329285,1.0665628910064697,0.05332814455032349,20
spambase,FACETGBCM,100,3,9,0.9347826086956522,0.950920245398773,0.8757062146892656,0.911764705882353,1.0,0.02312497449587087,0.04578937224534528,7.05,31.559666633605957,0.7564442157745361,0.03782221078872681,20
glass,FACETGBCM,100,3,7,0.8484848484848485,0.75,0.9230769230769231,0.8275862068965517,1.0,0.14589971465912482,0.23267318026478648,4.1,39.79910731315613,0.06739425659179688,0.003369712829589844,20
vertebral,FACETGBCM,100,3,8,0.8870967741935484,0.9069767441860465,0.9285714285714286,0.9176470588235294,1.0,0.07192484303625016,0.08949815459420454,2.45,34.87724208831787,0.02019500732421875,0.0010097503662109375,20
adult,FACETGBCM,100,3,7,0.8623548922056384,0.7965616045845272,0.6096491228070176,0.6906832298136646,1.0,0.10464756430141027,0.16479959190495613,2.7,29.96742010116577,7.113473892211914,0.3556736946105957,20
magic,FACETGBCM,100,3,9,0.8780231335436383,0.8689248895434463,0.9562398703403565,0.9104938271604939,1.0,0.08621418539898626,0.16367692310740428,4.85,27.73838758468628,0.06801080703735352,0.0034005403518676757,20
cancer,FACETGBCM,100,3,7,0.9736842105263158,0.9714285714285714,0.9444444444444444,0.9577464788732395,1.0,0.17500279944900737,0.3959594165060866,6.85,42.582154989242554,0.6460685729980469,0.03230342864990234,20
vertebral,FACETGBCM,100,3,9,0.8709677419354839,0.9148936170212766,0.9148936170212766,0.9148936170212766,1.0,0.05163955429372391,0.0649653833289731,2.3,34.63618850708008,0.02079296112060547,0.0010396480560302735,20
glass,FACETGBCM,100,3,8,0.8484848484848485,1.0,0.7727272727272727,0.8717948717948718,1.0,0.07616832520000896,0.1284402286280536,3.5,41.324503660202026,0.050562381744384766,0.0025281190872192385,20
adult,FACETGBCM,100,3,8,0.8619126589275843,0.8015402843601895,0.5968239964711072,0.684197218710493,1.0,0.0914332528321659,0.12068704311594276,2.2,31.25903558731079,5.075068473815918,0.2537534236907959,20
cancer,FACETGBCM,100,3,8,0.9736842105263158,0.9574468085106383,0.9782608695652174,0.967741935483871,1.0,0.22859384014365536,0.5550223478550225,7.95,40.16950058937073,0.8692440986633301,0.04346220493316651,20
glass,FACETGBCM,100,3,9,0.9696969696969697,1.0,0.9444444444444444,0.9714285714285714,1.0,0.141437223335463,0.24325755322199671,3.95,37.55046486854553,0.08549976348876953,0.004274988174438476,20
adult,FACETGBCM,100,3,9,0.8678828081813157,0.7928240740740741,0.6207521522428636,0.696315120711563,1.0,0.17759444210753472,0.2503278186306536,3.05,30.944702863693237,13.701597213745117,0.6850798606872559,20
cancer,FACETGBCM,100,3,9,0.9385964912280702,1.0,0.8372093023255814,0.9113924050632911,1.0,0.1993284076200143,0.474142611881065,7.9,42.031315326690674,0.6360340118408203,0.031801700592041016,20
credit,FACETGBCM,100,3,0,0.8087763713080168,0.8290936498963632,0.9511456982274102,0.8859357696566998,1.0,0.10386843902719681,0.15872470778718056,4.3,24.38881254196167,2.161066770553589,0.10805333852767944,20
credit,FACETGBCM,100,3,1,0.8183966244725739,0.8382103077213517,0.952994204764971,0.8919244676576938,1.0,0.11464838747151444,0.1847859200865206,4.05,22.501169204711914,3.026405096054077,0.15132025480270386,20
credit,FACETGBCM,100,3,2,0.8018565400843882,0.8268645357686454,0.9427331887201735,0.8810054733427936,1.0,0.09145305754181696,0.15051041228081058,3.9,23.82732629776001,2.5184485912323,0.12592242956161498,20
credit,FACETGBCM,100,3,3,0.810970464135021,0.8273597297804466,0.9566066391842049,0.8873012678607366,1.0,0.11673524058255114,0.18357339899487105,4.35,21.920268058776855,2.6559557914733887,0.13279778957366944,20
credit,FACETGBCM,100,3,4,0.8133333333333334,0.8339587242026266,0.9526360908701244,0.8893557422969187,1.0,0.10247271184598619,0.15049845707029616,3.75,22.67078161239624,2.186939001083374,0.1093469500541687,20
credit,FACETGBCM,100,3,5,0.8030379746835443,0.8271954674220963,0.9455958549222798,0.8824418253248716,1.0,0.08845546036381535,0.1307627294214723,4.05,20.11940860748291,1.9983959197998047,0.09991979598999023,20
credit,FACETGBCM,100,3,6,0.8020253164556962,0.829560585885486,0.9402759810263045,0.881455280444669,1.0,0.16631821557095272,0.2526028616451569,4.45,24.804749250411987,2.6083898544311523,0.13041949272155762,20
credit,FACETGBCM,100,3,7,0.8077637130801688,0.8289969834087482,0.9498811838410024,0.8853317225410249,1.0,0.12205244076184152,0.17254903194664073,3.9,21.647714853286743,3.1011064052581787,0.15505532026290894,20
credit,FACETGBCM,100,3,8,0.8065822784810126,0.827416918429003,0.9497182488079757,0.8843592330978809,1.0,0.06832084775599387,0.10392289112032878,3.7,22.564226865768433,1.8547444343566895,0.09273722171783447,20
credit,FACETGBCM,100,3,9,0.8062447257383967,0.8245614035087719,0.9524950969710176,0.8839231547017189,1.0,0.1370606517677412,0.22244573451712793,4.55,22.474911212921143,3.54402232170105,0.17720111608505248,20
