dataset,explainer,n_trees,max_depth,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain,nconstr
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,0,,,,81.80671406,0.051810741,0.002590537,20,14
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,0,,,,82.19160295,0.052649021,0.002632451,20,14
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,0,,,,76.01273394,0.053505182,0.002675259,20,14
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,0,,,,80.78039312,0.054668903,0.002733445,20,14
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,0,,,,76.01273394,0.042553902,0.002127695,20,16
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,0,,,,80.82884955,0.048312902,0.002415645,20,16
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,0,,,,76.05763006,0.048614979,0.002430749,20,16
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,0,,,,82.19160295,0.049327374,0.002466369,20,16
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,0,,,,80.35287952,0.051018,0.0025509,20,16
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,0,,,,76.97790217,0.053371906,0.002668595,20,16
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,0,,,,81.80671406,0.064008474,0.003200424,20,16
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,0,,,,76.54313445,0.065038443,0.003251922,20,16
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,0,,,,80.78039312,0.067511082,0.003375554,20,16
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,0,,,,82.0359683,0.074743032,0.003737152,20,16
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,0,,,,82.0359683,0.040964365,0.002048218,20,18
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,0,,,,76.01273394,0.055106401,0.00275532,20,18
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,0,,,,76.54313445,0.055652142,0.002782607,20,18
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,0,,,,80.82884955,0.056301832,0.002815092,20,18
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,0,,,,82.19160295,0.056652546,0.002832627,20,18
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,0,,,,76.97790217,0.057124853,0.002856243,20,18
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,0,,,,81.80671406,0.060420036,0.003021002,20,18
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,0,,,,80.35287952,0.060867548,0.003043377,20,18
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,0,,,,76.05763006,0.065362692,0.003268135,20,18
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,0,,,,80.78039312,0.075495958,0.003774798,20,18
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,0,,,,82.19160295,0.038892984,0.001944649,20,20
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,0,,,,82.0359683,0.044156075,0.002207804,20,20
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,0,,,,76.05763006,0.04575181,0.002287591,20,20
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,0,,,,80.78039312,0.048988104,0.002449405,20,20
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,0,,,,81.80671406,0.050924063,0.002546203,20,20
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,0,,,,80.35287952,0.051959515,0.002597976,20,20
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,0,,,,76.54313445,0.054007053,0.002700353,20,20
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,0,,,,80.82884955,0.057382345,0.002869117,20,20
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,0,,,,76.01273394,0.064245939,0.003212297,20,20
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,0,,,,76.97790217,0.077607155,0.003880358,20,20
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.265864738,,5.3,17.010149,0.17533803,0.008766901,20,0
glass,FACETIndex,100,,9,0.909090909,0.941176471,0.888888889,0.914285714,0.95,0.309667635,,6.368421053,17.10453486,0.210538149,0.010526907,20,0
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.263050975,,5.9,16.96890855,0.22280097,0.011140049,20,0
glass,FACETIndex,100,,6,0.878787879,0.933333333,0.823529412,0.875,1,0.291057375,,6.15,17.00287485,0.250533342,0.012526667,20,0
glass,FACETIndex,100,,8,0.878787879,0.95,0.863636364,0.904761905,1,0.274593845,,5.55,17.02390623,0.262860537,0.013143027,20,0
glass,FACETIndex,100,,0,0.848484848,0.85,0.894736842,0.871794872,1,0.302895056,,5.85,16.93137598,0.333629847,0.016681492,20,0
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.271397166,,6.65,17.06127191,0.425121069,0.021256053,20,0
glass,FACETIndex,100,,1,0.757575758,0.714285714,0.882352941,0.789473684,0.95,0.284373658,,5.473684211,16.96600246,0.443355799,0.02216779,20,0
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.266361287,,6.65,17.02189374,0.56736207,0.028368104,20,0
glass,FACETIndex,100,,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.260385267,,6.45,17.10146689,0.571871996,0.0285936,20,0
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.271866636,,5.4,17.010149,0.176695108,0.008834755,20,2
glass,FACETIndex,100,,9,0.909090909,0.941176471,0.888888889,0.914285714,0.95,0.31127685,,6.421052632,17.10453486,0.208981752,0.010449088,20,2
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.263297404,,5.95,16.96890855,0.22320509,0.011160254,20,2
glass,FACETIndex,100,,0,0.848484848,0.85,0.894736842,0.871794872,1,0.305369529,,5.95,16.93137598,0.24234271,0.012117136,20,2
glass,FACETIndex,100,,8,0.878787879,0.95,0.863636364,0.904761905,1,0.537155379,,7.2,17.02390623,0.28036356,0.014018178,20,2
glass,FACETIndex,100,,6,0.878787879,0.933333333,0.823529412,0.875,1,0.479276461,,6.65,17.00287485,0.290853024,0.014542651,20,2
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.279995332,,6.75,17.06127191,0.301063299,0.015053165,20,2
glass,FACETIndex,100,,1,0.757575758,0.714285714,0.882352941,0.789473684,0.95,0.285697099,,5.578947368,16.96600246,0.415594101,0.020779705,20,2
glass,FACETIndex,100,,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.447935745,,7.05,17.10146689,0.510287523,0.025514376,20,2
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.266361287,,6.65,17.02189374,0.541939974,0.027096999,20,2
glass,FACETIndex,100,,9,0.909090909,0.941176471,0.888888889,0.914285714,0.95,0.310772111,,6.473684211,17.10453486,0.147697687,0.007384884,20,4
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.408023659,,6.25,17.010149,0.167411327,0.008370566,20,4
glass,FACETIndex,100,,6,0.878787879,0.933333333,0.823529412,0.875,1,0.4413495,,6.15,17.00287485,0.17719388,0.008859694,20,4
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.398409953,,6.95,17.02189374,0.290925741,0.014546287,20,4
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.551160646,,6.55,17.06127191,0.299274206,0.01496371,20,4
glass,FACETIndex,100,,1,0.757575758,0.714285714,0.882352941,0.789473684,0.95,0.289584798,,5.684210526,16.96600246,0.300885677,0.015044284,20,4
glass,FACETIndex,100,,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.532191431,,7.35,17.10146689,0.364191055,0.018209553,20,4
glass,FACETIndex,100,,0,0.848484848,0.85,0.894736842,0.871794872,1,0.590642034,,6.5,16.93137598,0.453661919,0.022683096,20,4
glass,FACETIndex,100,,8,0.878787879,0.95,0.863636364,0.904761905,1,0.398733208,,7.25,17.02390623,0.466887712,0.023344386,20,4
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.548928813,,6.8,16.96890855,0.654839277,0.032741964,20,4
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,0.55,0.385407315,,5.909090909,16.96890855,0.097228527,0.004861426,20,6
glass,FACETIndex,100,,9,0.909090909,0.941176471,0.888888889,0.914285714,0.45,0.487572902,,6.666666667,17.10453486,0.122433186,0.006121659,20,6
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.290743715,,5.85,17.010149,0.147655249,0.007382762,20,6
glass,FACETIndex,100,,6,0.878787879,0.933333333,0.823529412,0.875,1,0.412842985,,7.05,17.00287485,0.16274929,0.008137465,20,6
glass,FACETIndex,100,,8,0.878787879,0.95,0.863636364,0.904761905,1,0.516692502,,7.25,17.02390623,0.244442701,0.012222135,20,6
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,0.65,0.413933226,,6.692307692,17.06127191,0.262095928,0.013104796,20,6
glass,FACETIndex,100,,1,0.757575758,0.714285714,0.882352941,0.789473684,0.95,0.347754295,,6.052631579,16.96600246,0.267805815,0.013390291,20,6
glass,FACETIndex,100,,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.34980828,,7.45,17.10146689,0.280941963,0.014047098,20,6
glass,FACETIndex,100,,0,0.848484848,0.85,0.894736842,0.871794872,1,0.356227441,,7.1,16.93137598,0.296525002,0.01482625,20,6
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.576476583,,7.6,17.02189374,0.639878273,0.031993914,20,6
glass,FACETIndex,100,,9,0.909090909,0.941176471,0.888888889,0.914285714,0.45,0.492391728,,6.444444444,17.10453486,0.084065676,0.004203284,20,8
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,1,0.552361758,,7.15,17.010149,0.102409601,0.00512048,20,8
glass,FACETIndex,100,,0,0.848484848,0.85,0.894736842,0.871794872,0.9,0.559884101,,7.944444444,16.93137598,0.120972395,0.00604862,20,8
glass,FACETIndex,100,,3,0.909090909,0.913043478,0.954545455,0.933333333,1,0.462686258,,6.7,17.10146689,0.12403512,0.006201756,20,8
glass,FACETIndex,100,,1,0.757575758,0.714285714,0.882352941,0.789473684,0.55,0.47342542,,6.090909091,16.96600246,0.143258095,0.007162905,20,8
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,0.65,0.589581685,,7.538461538,17.06127191,0.145768166,0.007288408,20,8
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,0.55,0.357666877,,7.636363636,16.96890855,0.1803298,0.00901649,20,8
glass,FACETIndex,100,,6,0.878787879,0.933333333,0.823529412,0.875,0.45,0.504928491,,7.444444444,17.00287485,0.204524994,0.01022625,20,8
glass,FACETIndex,100,,8,0.878787879,0.95,0.863636364,0.904761905,0.6,0.575510412,,5.75,17.02390623,0.218789577,0.010939479,20,8
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.406900615,,6.95,17.02189374,0.224671125,0.011233556,20,8
glass,FACETIndex,100,,6,0.878787879,0.933333333,0.823529412,0.875,0.45,0.53882953,,6,17.00287485,0.052648783,0.002632439,20,10
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.4986859,,7.2,16.96890855,0.0634799,0.003173995,20,10
glass,FACETIndex,100,,9,0.909090909,0.941176471,0.888888889,0.914285714,0.45,0.565701916,,6.333333333,17.10453486,0.071172714,0.003558636,20,10
glass,FACETIndex,100,,8,0.878787879,0.95,0.863636364,0.904761905,1,0.370138291,,6.8,17.02390623,0.094227552,0.004711378,20,10
glass,FACETIndex,100,,0,0.848484848,0.85,0.894736842,0.871794872,0.95,0.526912996,,7.315789474,16.93137598,0.110607624,0.005530381,20,10
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.506796844,,7.5,17.02189374,0.146175861,0.007308793,20,10
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,1,0.576616311,,8.4,17.06127191,0.166648388,0.008332419,20,10
glass,FACETIndex,100,,1,0.757575758,0.714285714,0.882352941,0.789473684,0.95,0.424576894,,6.684210526,16.96600246,0.17230463,0.008615232,20,10
glass,FACETIndex,100,,3,0.909090909,0.913043478,0.954545455,0.933333333,0.75,0.50314999,,8.4,17.10146689,0.183623314,0.009181166,20,10
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,0.95,0.517798778,,7.263157895,17.010149,0.23342967,0.011671484,20,10
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,0.55,0.651495029,,7.636363636,17.010149,0.053296089,0.002664804,20,12
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,0.55,0.433990659,,5.636363636,16.96890855,0.058218718,0.002910936,20,12
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,0.65,0.499345227,,7.384615385,17.02189374,0.079042673,0.003952134,20,12
glass,FACETIndex,100,,6,0.878787879,0.933333333,0.823529412,0.875,0.45,0.610480746,,7,17.00287485,0.086202621,0.004310131,20,12
glass,FACETIndex,100,,3,0.909090909,0.913043478,0.954545455,0.933333333,0.75,0.639629634,,8.6,17.10146689,0.094508171,0.004725409,20,12
glass,FACETIndex,100,,1,0.757575758,0.714285714,0.882352941,0.789473684,0.55,0.378888438,,7.363636364,16.96600246,0.100809574,0.005040479,20,12
glass,FACETIndex,100,,0,0.848484848,0.85,0.894736842,0.871794872,0.55,0.511172198,,7.818181818,16.93137598,0.10545063,0.005272532,20,12
glass,FACETIndex,100,,9,0.909090909,0.941176471,0.888888889,0.914285714,0.45,0.323832517,,6.333333333,17.10453486,0.110816717,0.005540836,20,12
glass,FACETIndex,100,,8,0.878787879,0.95,0.863636364,0.904761905,0.6,0.510084169,,7.166666667,17.02390623,0.135154724,0.006757736,20,12
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,0.95,0.585152504,,8.421052632,17.06127191,0.240719795,0.01203599,20,12
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,0.5,0.711765265,,8.2,17.010149,0.033446789,0.001672339,20,14
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,0.55,0.567110833,,6.181818182,16.96890855,0.045763969,0.002288198,20,14
glass,FACETIndex,100,,1,0.757575758,0.714285714,0.882352941,0.789473684,0.55,0.537140637,,7.818181818,16.96600246,0.062893867,0.003144693,20,14
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,0.65,0.640744465,,7.384615385,17.06127191,0.072423935,0.003621197,20,14
glass,FACETIndex,100,,8,0.878787879,0.95,0.863636364,0.904761905,0.6,0.442794121,,5.333333333,17.02390623,0.07330513,0.003665257,20,14
glass,FACETIndex,100,,0,0.848484848,0.85,0.894736842,0.871794872,0.55,0.491933545,,6.818181818,16.93137598,0.079968929,0.003998446,20,14
glass,FACETIndex,100,,6,0.878787879,0.933333333,0.823529412,0.875,1,0.408473675,,7.7,17.00287485,0.088013172,0.004400659,20,14
glass,FACETIndex,100,,3,0.909090909,0.913043478,0.954545455,0.933333333,0.75,0.574316797,,8.333333333,17.10146689,0.09635973,0.004817986,20,14
glass,FACETIndex,100,,9,0.909090909,0.941176471,0.888888889,0.914285714,0.95,0.482657668,,7.052631579,17.10453486,0.174425125,0.008721256,20,14
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,1,0.502139419,,8.25,17.02189374,0.23661375,0.011830688,20,14
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,0.25,0.767952814,,7.4,17.010149,0.02562499,0.00128125,20,16
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,0.65,0.588273576,,7.076923077,17.02189374,0.029329777,0.001466489,20,16
glass,FACETIndex,100,,0,0.848484848,0.85,0.894736842,0.871794872,0.55,0.705439529,,7.181818182,16.93137598,0.035732746,0.001786637,20,16
glass,FACETIndex,100,,6,0.878787879,0.933333333,0.823529412,0.875,0.35,0.653590073,,7.142857143,17.00287485,0.055810452,0.002790523,20,16
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,1,0.44090072,,7.4,16.96890855,0.05946207,0.002973104,20,16
glass,FACETIndex,100,,3,0.909090909,0.913043478,0.954545455,0.933333333,0.75,0.618211996,,8.533333333,17.10146689,0.064775467,0.003238773,20,16
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,0.65,0.497109526,,8.384615385,17.06127191,0.071291208,0.00356456,20,16
glass,FACETIndex,100,,9,0.909090909,0.941176471,0.888888889,0.914285714,0.9,0.59617282,,8.222222222,17.10453486,0.090728521,0.004536426,20,16
glass,FACETIndex,100,,8,0.878787879,0.95,0.863636364,0.904761905,0.6,0.623751192,,8,17.02390623,0.093520641,0.004676032,20,16
glass,FACETIndex,100,,1,0.757575758,0.714285714,0.882352941,0.789473684,0.95,0.473621856,,7.526315789,16.96600246,0.134671211,0.006733561,20,16
glass,FACETIndex,100,,6,0.878787879,0.933333333,0.823529412,0.875,0,,,,17.00287485,0.029940605,0.00149703,20,18
glass,FACETIndex,100,,7,0.787878788,0.6875,0.846153846,0.75862069,0.55,0.66625481,,8,17.010149,0.033704519,0.001685226,20,18
glass,FACETIndex,100,,5,0.848484848,0.842105263,0.888888889,0.864864865,0.5,0.40755713,,8.5,16.96890855,0.042579889,0.002128994,20,18
glass,FACETIndex,100,,9,0.909090909,0.941176471,0.888888889,0.914285714,0.45,0.494313304,,7.444444444,17.10453486,0.053339481,0.002666974,20,18
glass,FACETIndex,100,,8,0.878787879,0.95,0.863636364,0.904761905,0.6,0.753902153,,8.5,17.02390623,0.055350304,0.002767515,20,18
glass,FACETIndex,100,,0,0.848484848,0.85,0.894736842,0.871794872,0.55,0.522486426,,7.636363636,16.93137598,0.056096554,0.002804828,20,18
glass,FACETIndex,100,,1,0.757575758,0.714285714,0.882352941,0.789473684,0.55,0.557231469,,8.272727273,16.96600246,0.061527491,0.003076375,20,18
glass,FACETIndex,100,,4,0.848484848,1,0.8,0.888888889,0.65,0.496945992,,8.461538462,17.06127191,0.074643373,0.003732169,20,18
glass,FACETIndex,100,,3,0.909090909,0.913043478,0.954545455,0.933333333,0.75,0.557165192,,8.533333333,17.10146689,0.105654716,0.005282736,20,18
glass,FACETIndex,100,,2,0.878787879,0.863636364,0.95,0.904761905,0.65,0.67343507,,7.307692308,17.02189374,0.119469404,0.00597347,20,18
magic,FACETIndex,100,,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.497494715,,8.9,21.67869425,0.231452942,0.011572647,20,0
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.415317642,,8.65,21.87735105,0.318999052,0.015949953,20,0
magic,FACETIndex,100,,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.460518698,,8.65,21.94751239,0.320280313,0.016014016,20,0
magic,FACETIndex,100,,3,0.864879075,0.870067014,0.934052758,0.900925212,1,0.404147207,,8.45,21.73588371,0.347049713,0.017352486,20,0
magic,FACETIndex,100,,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.392131906,,9.15,21.94975924,0.3547194,0.01773597,20,0
magic,FACETIndex,100,,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.481692954,,8.4,21.93103051,0.371731281,0.018586564,20,0
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.411928565,,8.6,21.83755612,0.387139082,0.019356954,20,0
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.464106732,,9,21.82801104,0.426365137,0.021318257,20,0
magic,FACETIndex,100,,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.454726234,,9.45,21.77036762,0.496995687,0.024849784,20,0
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.423232413,,9.1,21.88353539,0.498001814,0.024900091,20,0
magic,FACETIndex,100,,3,0.864879075,0.870067014,0.934052758,0.900925212,0.85,0.481301933,,8.117647059,21.73588371,0.15988493,0.007994246,20,2
magic,FACETIndex,100,,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.563915147,,8.3,21.67869425,0.188526154,0.009426308,20,2
magic,FACETIndex,100,,8,0.887486856,0.892431809,0.940105221,0.915648404,1,0.500579984,,8.5,21.93103051,0.206042051,0.010302103,20,2
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.526509367,,9,21.82801104,0.210203409,0.01051017,20,2
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,1,0.527589355,,8.9,21.87735105,0.229591608,0.01147958,20,2
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.539886164,,9.5,21.88353539,0.238595486,0.011929774,20,2
magic,FACETIndex,100,,0,0.873817035,0.878869969,0.931501231,0.90442055,1,0.492936909,,8.55,21.94751239,0.267772436,0.013388622,20,2
magic,FACETIndex,100,,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.468828225,,8.75,21.94975924,0.331751585,0.016587579,20,2
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.523279382,,9.05,21.83755612,0.355174541,0.017758727,20,2
magic,FACETIndex,100,,6,0.883280757,0.891788181,0.934835076,0.912804399,1,0.504315445,,9.7,21.77036762,0.369753122,0.018487656,20,2
magic,FACETIndex,100,,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.499731868,,9.1,21.94975924,0.108758926,0.005437946,20,4
magic,FACETIndex,100,,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.573885243,,8.65,21.67869425,0.16018343,0.008009171,20,4
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,0.8,0.613664035,,8.8125,21.87735105,0.202282667,0.010114133,20,4
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.506850619,,9.05,21.88353539,0.202761412,0.010138071,20,4
magic,FACETIndex,100,,0,0.873817035,0.878869969,0.931501231,0.90442055,0.95,0.541721957,,8.789473684,21.94751239,0.211727858,0.010586393,20,4
magic,FACETIndex,100,,8,0.887486856,0.892431809,0.940105221,0.915648404,0.95,0.574518412,,8.473684211,21.93103051,0.218960762,0.010948038,20,4
magic,FACETIndex,100,,3,0.864879075,0.870067014,0.934052758,0.900925212,1,0.445120959,,8.3,21.73588371,0.226114988,0.011305749,20,4
magic,FACETIndex,100,,6,0.883280757,0.891788181,0.934835076,0.912804399,0.85,0.585115494,,9.705882353,21.77036762,0.251429558,0.012571478,20,4
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.581126897,,7.85,21.83755612,0.251626015,0.012581301,20,4
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.580251466,,9,21.82801104,0.27042222,0.013521111,20,4
magic,FACETIndex,100,,5,0.878023134,0.875864719,0.941735537,0.907606531,0.35,0.662392214,,9.714285714,21.67869425,0.052994251,0.002649713,20,6
magic,FACETIndex,100,,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.629204993,,9,21.94975924,0.095109701,0.004755485,20,6
magic,FACETIndex,100,,8,0.887486856,0.892431809,0.940105221,0.915648404,0.65,0.717651181,,9.461538462,21.93103051,0.104641199,0.00523206,20,6
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.517089477,,9.45,21.88353539,0.136977911,0.006848896,20,6
magic,FACETIndex,100,,3,0.864879075,0.870067014,0.934052758,0.900925212,0.9,0.488423249,,8.5,21.73588371,0.144268751,0.007213438,20,6
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.498033238,,8.6,21.83755612,0.144638777,0.007231939,20,6
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,0.95,0.535106755,,9.105263158,21.87735105,0.150562286,0.007528114,20,6
magic,FACETIndex,100,,0,0.873817035,0.878869969,0.931501231,0.90442055,0.75,0.635601162,,8.666666667,21.94751239,0.151478052,0.007573903,20,6
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,1,0.599105989,,8.9,21.82801104,0.18302846,0.009151423,20,6
magic,FACETIndex,100,,6,0.883280757,0.891788181,0.934835076,0.912804399,0.8,0.680086175,,8.5625,21.77036762,0.199427605,0.00997138,20,6
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,0.45,0.622483191,,9.222222222,21.82801104,0.058065891,0.002903295,20,8
magic,FACETIndex,100,,0,0.873817035,0.878869969,0.931501231,0.90442055,0.55,0.626323242,,8.545454545,21.94751239,0.061723948,0.003086197,20,8
magic,FACETIndex,100,,5,0.878023134,0.875864719,0.941735537,0.907606531,1,0.73002533,,9,21.67869425,0.069165707,0.003458285,20,8
magic,FACETIndex,100,,6,0.883280757,0.891788181,0.934835076,0.912804399,0.8,0.672758448,,8.9375,21.77036762,0.101837873,0.005091894,20,8
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,1,0.65353822,,9.3,21.83755612,0.103401899,0.005170095,20,8
magic,FACETIndex,100,,3,0.864879075,0.870067014,0.934052758,0.900925212,0.85,0.567122451,,8.705882353,21.73588371,0.104228258,0.005211413,20,8
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,0.75,0.693206818,,7.933333333,21.87735105,0.115459204,0.00577296,20,8
magic,FACETIndex,100,,9,0.887749737,0.891446107,0.94165316,0.915862069,1,0.531178324,,9.25,21.94975924,0.141647816,0.007082391,20,8
magic,FACETIndex,100,,8,0.887486856,0.892431809,0.940105221,0.915648404,0.75,0.546688918,,9.2,21.93103051,0.173361063,0.008668053,20,8
magic,FACETIndex,100,,7,0.876971609,0.882219706,0.937424789,0.908984831,1,0.522451947,,9.05,21.88353539,0.187866449,0.009393322,20,8
magic,FACETIndex,100,,1,0.883280757,0.887924528,0.9412,0.913786408,0.55,0.686033754,,7.727272727,21.87735105,0.030636787,0.001531839,20,10
magic,FACETIndex,100,,5,0.878023134,0.875864719,0.941735537,0.907606531,0.15,0.756882677,,10,21.67869425,0.037745476,0.001887274,20,10
magic,FACETIndex,100,,9,0.887749737,0.891446107,0.94165316,0.915862069,0.65,0.541923966,,8.307692308,21.94975924,0.045466423,0.002273321,20,10
magic,FACETIndex,100,,8,0.887486856,0.892431809,0.940105221,0.915648404,0.55,0.733338967,,9,21.93103051,0.060642481,0.003032124,20,10
magic,FACETIndex,100,,2,0.877760252,0.881968474,0.935562806,0.90797546,0.85,0.742615878,,9.411764706,21.82801104,0.066915274,0.003345764,20,10
magic,FACETIndex,100,,4,0.875920084,0.87831094,0.936553418,0.906497623,0.75,0.665277219,,10,21.83755612,0.070370197,0.00351851,20,10
