dataset,explainer,n_trees,max_depth,iteration,accuracy,precision,recall,f1,per_valid,avg_dist,avg_manhattan,avg_length,prep_time,explain_time,sample_time,n_explain,nconstr
cancer,FACETIndex,100,,3,0.903508772,0.871794872,0.85,0.860759494,0.95,0.633839561,,15.78947368,33.12835574,0.159205914,0.007960296,20,18
cancer,FACETIndex,100,,8,0.964912281,0.9375,0.97826087,0.957446809,0.55,0.714724102,,17.45454545,32.37728572,0.160518408,0.00802592,20,18
cancer,FACETIndex,100,,6,0.964912281,0.948717949,0.948717949,0.948717949,0.95,0.795362738,,17.84210526,33.33311772,0.164308786,0.008215439,20,18
cancer,FACETIndex,100,,0,0.947368421,0.951219512,0.906976744,0.928571429,1,0.747269575,,17.65,33.5203321,0.199040413,0.009952021,20,18
cancer,FACETIndex,100,,5,0.956140351,0.931818182,0.953488372,0.942528736,0.85,0.69028774,,15.76470588,33.29574704,0.247451067,0.012372553,20,18
cancer,FACETIndex,100,,2,0.98245614,1,0.956521739,0.977777778,1,0.6199469,,16.7,33.37879419,0.254137278,0.012706864,20,18
cancer,FACETIndex,100,,1,0.956140351,0.939393939,0.911764706,0.925373134,0.95,0.630491413,,16.68421053,33.30686021,0.874918461,0.043745923,20,18
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.0625,0.0625,1,19.49051833,0.051995039,0.002599752,20,0
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.06625,0.06625,1,20.34741068,0.054551363,0.002727568,20,0
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,1,0.06125,0.06125,1,19.22320485,0.062228441,0.003111422,20,0
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.07625,0.07625,1,20.27628088,0.062646151,0.003132308,20,0
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.0825,0.0825,1,20.29383469,0.067302465,0.003365123,20,0
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.10875,0.10875,1,19.69652343,0.068242311,0.003412116,20,0
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.105,0.105,1,20.18748617,0.071127653,0.003556383,20,0
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.1025,0.1025,1,19.29371667,0.071551561,0.003577578,20,0
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.18625,0.18625,1,19.60634613,0.091051102,0.004552555,20,0
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.19625,0.19625,1,19.088557,0.093427658,0.004671383,20,0
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,0,,,,19.22320485,0.006540298,0.000327015,20,2
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,0,,,,20.34741068,0.00674367,0.000337183,20,2
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,0,,,,20.29383469,0.01030302,0.000515151,20,2
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,0.6,0.998361377,1.3125,1.75,19.29371667,0.030535936,0.001526797,20,2
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,0.6,1.023183172,1.379166667,1.833333333,19.69652343,0.034317732,0.001715887,20,2
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,0.55,0.959149261,1.393181818,2.090909091,19.60634613,0.043040991,0.00215205,20,2
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,0.45,0.811717446,1.072222222,1.777777778,20.18748617,0.051258802,0.00256294,20,2
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.599989394,0.835,1.8,19.49051833,0.051281929,0.002564096,20,2
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.510170513,0.605,1.65,20.27628088,0.054182768,0.002709138,20,2
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.877060559,1.07625,2.15,19.088557,0.05938673,0.002969337,20,2
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,0,,,,19.22320485,0.006416321,0.000320816,20,4
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,0,,,,19.29371667,0.006504774,0.000325239,20,4
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,0,,,,19.088557,0.006516695,0.000325835,20,4
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,0,,,,19.60634613,0.00656724,0.000328362,20,4
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,0,,,,20.27628088,0.006799459,0.000339973,20,4
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,0,,,,20.18748617,0.017863989,0.000893199,20,4
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,0,,,,20.29383469,0.021225929,0.001061296,20,4
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,0.7,0.688659959,0.832142857,1.428571429,19.49051833,0.038452387,0.001922619,20,4
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,0.6,1.030896331,1.429166667,1.916666667,20.34741068,0.039214849,0.001960742,20,4
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.381170655,0.4175,1.45,19.69652343,0.040208578,0.002010429,20,4
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,0,,,,19.49051833,0.006371021,0.000318551,20,6
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,0,,,,19.22320485,0.006466627,0.000323331,20,6
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,0,,,,20.29383469,0.006651402,0.00033257,20,6
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,0,,,,19.60634613,0.006668568,0.000333428,20,6
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,0,,,,20.27628088,0.006714344,0.000335717,20,6
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,0,,,,20.18748617,0.006750107,0.000337505,20,6
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.560651322,0.6725,1.6,19.088557,0.039362431,0.001968122,20,6
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,0.6,0.68217395,0.839583333,1.5,19.29371667,0.040642738,0.002032137,20,6
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,0.6,1.126914969,1.708333333,2.25,20.34741068,0.046889782,0.002344489,20,6
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.57150512,0.64625,1.65,19.69652343,0.047128677,0.002356434,20,6
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,0,,,,20.34741068,0.006546259,0.000327313,20,8
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,0,,,,19.60634613,0.006560802,0.00032804,20,8
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,0,,,,20.18748617,0.006888866,0.000344443,20,8
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,0,,,,19.29371667,0.012676001,0.0006338,20,8
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,0,,,,19.69652343,0.013977766,0.000698888,20,8
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,0,,,,20.29383469,0.020423651,0.001021183,20,8
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,0.7,0.759287797,0.914285714,1.428571429,19.49051833,0.037252188,0.001862609,20,8
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.854721551,1.1475,2.15,19.088557,0.042203665,0.002110183,20,8
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,0.65,0.810172412,1.119230769,1.846153846,19.22320485,0.04484272,0.002242136,20,8
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.79652383,1.065,1.95,20.27628088,0.04711318,0.002355659,20,8
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,0,,,,19.088557,0.006341934,0.000317097,20,10
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,0,,,,19.22320485,0.006356001,0.0003178,20,10
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,0,,,,19.49051833,0.006377697,0.000318885,20,10
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,0,,,,20.18748617,0.006706476,0.000335324,20,10
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,0,,,,20.27628088,0.006994724,0.000349736,20,10
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,0,,,,19.69652343,0.014018774,0.000700939,20,10
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,0.55,1.234760012,1.804545455,2.181818182,19.60634613,0.031860113,0.001593006,20,10
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,0.6,0.963945853,1.364583333,2,20.29383469,0.032683611,0.001634181,20,10
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.550730499,0.67625,1.75,19.29371667,0.037866831,0.001893342,20,10
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.448448271,0.54,1.55,20.34741068,0.042794943,0.002139747,20,10
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,0,,,,19.088557,0.006397963,0.000319898,20,12
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,0,,,,19.22320485,0.006470442,0.000323522,20,12
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,0,,,,19.49051833,0.006484985,0.000324249,20,12
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,0,,,,19.60634613,0.006608486,0.000330424,20,12
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,0,,,,20.18748617,0.00677824,0.000338912,20,12
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,0.6,1.083652596,1.4125,1.75,19.29371667,0.028879881,0.001443994,20,12
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,0.6,0.792001168,1.022916667,1.583333333,20.34741068,0.040083885,0.002004194,20,12
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,0.8,0.892363485,1.2734375,2,20.27628088,0.044419765,0.002220988,20,12
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,0.6,0.767773542,1.047916667,1.833333333,20.29383469,0.045259237,0.002262962,20,12
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,1,0.632447054,0.7975,1.75,19.69652343,0.054668665,0.002733433,20,12
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,0,,,,19.088557,0.006349087,0.000317454,20,14
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,0,,,,19.69652343,0.00641799,0.000320899,20,14
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,0,,,,20.34741068,0.00658536,0.000329268,20,14
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,0,,,,20.29383469,0.006599188,0.000329959,20,14
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,0,,,,20.27628088,0.006753683,0.000337684,20,14
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,0,,,,20.18748617,0.006874561,0.000343728,20,14
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,0,,,,19.29371667,0.013047934,0.000652397,20,14
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,0.65,1.057532628,1.498076923,2,19.22320485,0.032458305,0.001622915,20,14
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.686079487,0.8875,1.65,19.49051833,0.032769918,0.001638496,20,14
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,0.45,0.392151957,0.405555556,1.444444444,19.60634613,0.050702333,0.002535117,20,14
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,0,,,,19.69652343,0.006376266,0.000318813,20,16
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,0,,,,19.49051833,0.006410122,0.000320506,20,16
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,0,,,,19.60634613,0.006541252,0.000327063,20,16
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,0,,,,20.34741068,0.01409173,0.000704587,20,16
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,0.65,1.057532628,1.498076923,2,19.22320485,0.032292604,0.00161463,20,16
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,1,0.487904504,0.58875,1.65,20.29383469,0.045008183,0.002250409,20,16
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,1,0.722846171,0.9325,1.9,19.29371667,0.045995474,0.002299774,20,16
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,1,0.901921827,1.2825,2.1,20.27628088,0.046164751,0.002308238,20,16
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.770656347,1.05,2.05,20.18748617,0.04718709,0.002359354,20,16
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,1,0.684194932,0.855,1.95,19.088557,0.04733777,0.002366889,20,16
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,0,,,,19.69652343,0.006443501,0.000322175,20,18
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,0,,,,20.34741068,0.006646156,0.000332308,20,18
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,0.6,1.040736225,1.3625,1.75,19.29371667,0.030541897,0.001527095,20,18
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,0.65,1.019448938,1.448076923,2,19.22320485,0.032738686,0.001636934,20,18
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,1,0.498135825,0.61375,1.5,19.49051833,0.033369303,0.001668465,20,18
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,0.6,0.944820559,1.339583333,2,20.29383469,0.035686255,0.001784313,20,18
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,1,0.910316075,1.38,2.25,20.18748617,0.036727428,0.001836371,20,18
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,0.3,0.833380404,1.008333333,1.5,19.088557,0.037086725,0.001854336,20,18
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,0.55,0.599259022,0.793181818,1.636363636,19.60634613,0.047796965,0.002389848,20,18
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,0.8,0.390408143,0.4859375,1.5625,20.27628088,0.054914474,0.002745724,20,18
compas,FACETIndex,100,,2,0.653409091,0.65437788,0.568,0.608137045,0,,,,19.22320485,0.006378412,0.000318921,20,20
compas,FACETIndex,100,,1,0.630681818,0.584551148,0.59447983,0.589473684,0,,,,19.088557,0.006411552,0.000320578,20,20
compas,FACETIndex,100,,6,0.634469697,0.643835616,0.55078125,0.593684211,0,,,,19.49051833,0.006474972,0.000323749,20,20
compas,FACETIndex,100,,4,0.664772727,0.671428571,0.56626506,0.614379085,0,,,,20.27628088,0.006666899,0.000333345,20,20
compas,FACETIndex,100,,8,0.671401515,0.693586698,0.57254902,0.627282492,0,,,,20.29383469,0.010037899,0.000501895,20,20
compas,FACETIndex,100,,7,0.667613636,0.664335664,0.579268293,0.618892508,0.6,0.963120875,1.304166667,1.833333333,19.69652343,0.034685135,0.001734257,20,20
compas,FACETIndex,100,,5,0.665719697,0.684210526,0.564102564,0.618378378,0.45,0.811717446,1.072222222,1.777777778,20.18748617,0.050514936,0.002525747,20,20
compas,FACETIndex,100,,0,0.630681818,0.58643326,0.571428571,0.578833693,1,0.660766089,0.83875,2,19.60634613,0.053164959,0.002658248,20,20
compas,FACETIndex,100,,9,0.660984848,0.66518847,0.591715976,0.626304802,1,0.589650638,0.7775,1.8,20.34741068,0.053192616,0.002659631,20,20
compas,FACETIndex,100,,3,0.661931818,0.672544081,0.54048583,0.599326599,0.6,0.379475252,0.4625,1.5,19.29371667,0.058987856,0.002949393,20,20
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,1,0.307969874,0.499948776,5.65,76.54313445,1.933441877,0.096672094,20,0
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,1,0.380014535,0.705109445,6,80.78039312,2.160618305,0.108030915,20,0
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.324952242,0.531931429,5.5,80.82884955,2.183244228,0.109162211,20,0
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.344598372,0.605342526,5.6,80.35287952,2.28873086,0.114436543,20,0
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.312823267,0.549602529,5.6,76.05763006,2.43742919,0.121871459,20,0
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.283074752,0.467257693,5.25,76.01273394,2.474756956,0.123737848,20,0
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.342095069,0.57541944,5.55,82.19160295,2.632319212,0.131615961,20,0
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.314063425,0.528569643,5.35,81.80671406,2.966355324,0.148317766,20,0
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.256085897,0.439989471,5.25,82.0359683,3.120005608,0.15600028,20,0
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.421738928,0.699817558,6.15,76.97790217,4.104715824,0.205235791,20,0
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,1,1.283458935,2.761100263,8.75,80.78039312,0.132403374,0.006620169,20,2
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,1,1.207593011,2.586404815,9.25,76.05763006,0.180383682,0.009019184,20,2
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,1,1.10698408,2.425573685,8.4,76.54313445,0.333788395,0.01668942,20,2
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,1,0.77207814,1.512515821,7.2,82.0359683,0.560087919,0.028004396,20,2
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,1,0.980678762,2.018738052,8.35,80.82884955,0.750417709,0.037520885,20,2
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,1,0.809572172,1.533865973,7.7,76.97790217,1.026034117,0.051301706,20,2
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,1,0.679976678,1.395831909,7.6,81.80671406,1.670057297,0.083502865,20,2
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,1,0.558763064,1.180827148,7.5,80.35287952,2.212409735,0.110620487,20,2
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,1,0.764216171,1.483954046,7.55,76.01273394,2.270497322,0.113524866,20,2
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,1,0.684032013,1.334540464,7.35,82.19160295,2.55161047,0.127580523,20,2
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,0,,,,80.78039312,0.06798768,0.003399384,20,4
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,0,,,,82.19160295,0.120412827,0.006020641,20,4
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,1,1.738610497,4.541107515,11.05,81.80671406,0.14221549,0.007110775,20,4
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,1,1.616498737,4.112456217,10.9,76.97790217,0.211428165,0.010571408,20,4
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,1,1.22708437,2.802557912,9.25,76.54313445,0.218869925,0.010943496,20,4
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,1,1.477015377,3.451364202,10.1,80.82884955,0.25432682,0.012716341,20,4
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,1,0.876351395,1.798623685,8.2,76.05763006,0.365333319,0.018266666,20,4
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,0.25,0.928706867,1.875012611,7.6,82.0359683,0.39970541,0.019985271,20,4
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,1,1.290584045,3.042847986,9.65,76.01273394,0.855215788,0.042760789,20,4
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,1,1.181637984,2.804018203,9.9,80.35287952,1.18622303,0.059311152,20,4
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,0,,,,82.19160295,0.054137945,0.002706897,20,6
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,0,,,,76.54313445,0.055070639,0.002753532,20,6
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,0,,,,76.05763006,0.062499762,0.003124988,20,6
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,0,,,,76.01273394,0.068844795,0.00344224,20,6
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,0,,,,80.78039312,0.070100069,0.003505003,20,6
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,0,,,,82.0359683,0.071519136,0.003575957,20,6
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,0,,,,76.97790217,0.080030441,0.004001522,20,6
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,0,,,,80.82884955,0.086755753,0.004337788,20,6
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,0,,,,81.80671406,0.095915794,0.00479579,20,6
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,0,,,,80.35287952,0.113411665,0.005670583,20,6
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,0,,,,76.54313445,0.056197405,0.00280987,20,8
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,0,,,,76.97790217,0.059563875,0.002978194,20,8
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,0,,,,80.35287952,0.064161539,0.003208077,20,8
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,0,,,,76.05763006,0.069196463,0.003459823,20,8
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,0,,,,81.80671406,0.072754622,0.003637731,20,8
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,0,,,,76.01273394,0.07917285,0.003958642,20,8
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,0,,,,80.78039312,0.081039667,0.004051983,20,8
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,0,,,,82.19160295,0.082709312,0.004135466,20,8
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,0,,,,80.82884955,0.084836721,0.004241836,20,8
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,0,,,,82.0359683,0.093031406,0.00465157,20,8
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,0,,,,76.97790217,0.048651457,0.002432573,20,10
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,0,,,,76.01273394,0.048740149,0.002437007,20,10
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,0,,,,80.82884955,0.056145906,0.002807295,20,10
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,0,,,,82.0359683,0.060447931,0.003022397,20,10
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,0,,,,82.19160295,0.063821316,0.003191066,20,10
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,0,,,,76.05763006,0.064164639,0.003208232,20,10
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,0,,,,80.78039312,0.065075636,0.003253782,20,10
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,0,,,,80.35287952,0.06959939,0.00347997,20,10
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,0,,,,81.80671406,0.072456121,0.003622806,20,10
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,0,,,,76.54313445,0.078749895,0.003937495,20,10
credit,FACETIndex,100,,2,0.792911392,0.831082404,0.921041215,0.873752444,0,,,,82.19160295,0.045273304,0.002263665,20,12
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,0,,,,80.35287952,0.051784754,0.002589238,20,12
credit,FACETIndex,100,,8,0.796455696,0.832293292,0.925010837,0.876206118,0,,,,76.01273394,0.054079771,0.002703989,20,12
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,0,,,,76.05763006,0.055642843,0.002782142,20,12
credit,FACETIndex,100,,4,0.80185654,0.838240992,0.927346764,0.880545381,0,,,,81.80671406,0.055927038,0.002796352,20,12
credit,FACETIndex,100,,5,0.8,0.834855255,0.927677029,0.878821965,0,,,,80.78039312,0.058952332,0.002947617,20,12
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,0,,,,82.0359683,0.059096336,0.002954817,20,12
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,0,,,,76.97790217,0.060194016,0.003009701,20,12
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,0,,,,76.54313445,0.061748266,0.003087413,20,12
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,0,,,,80.82884955,0.066840649,0.003342032,20,12
credit,FACETIndex,100,,0,0.79814346,0.833268558,0.926934717,0.877609497,0,,,,80.82884955,0.038169622,0.001908481,20,14
credit,FACETIndex,100,,7,0.797974684,0.833462884,0.926550011,0.877544757,0,,,,76.05763006,0.039029837,0.001951492,20,14
credit,FACETIndex,100,,1,0.80742616,0.841686092,0.930027903,0.883654532,0,,,,80.35287952,0.044835567,0.002241778,20,14
credit,FACETIndex,100,,9,0.797974684,0.827666151,0.933536718,0.877419355,0,,,,76.54313445,0.048187256,0.002409363,20,14
credit,FACETIndex,100,,3,0.807257384,0.833045149,0.940768062,0.883635623,0,,,,82.0359683,0.048395634,0.002419782,20,14
credit,FACETIndex,100,,6,0.800675105,0.835826695,0.927554981,0.879305059,0,,,,76.97790217,0.049076557,0.002453828,20,14
