n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
568,5,30,20,3,12.9,6.95,3.0,0.9473684210526315,0.9245283018867925,0.9607843137254902,0.9423076923076923,165895,212746.4,274456,0.31101083755493164,62.503243923187256,PriorityQueue,1.0,0.14255448060411763,5.2,cancer
568,5,30,20,3,12.9,6.95,3.0,0.9473684210526315,0.9245283018867925,0.9607843137254902,0.9423076923076923,7687,16435.2,29090,0.31101083755493164,98.01395297050476,Stack,1.0,0.1425597894765053,5.2,cancer
