n_samples,n_samples_explained,n_features,n_trees,max_depth,avg_nnodes,avg_nleaves,avg_depth,accuracy,precision,recall,f1,ext_min,ext_avg,ext_max,init_time,runtime,order,coverage_ratio,mean_dist,mean_length,dataset
162,5,9,20,3,12.5,6.75,3.0,0.8181818181818182,0.7272727272727273,1.0,0.8421052631578948,21015,36208.4,54795,0.33499932289123535,9.180698156356812,PriorityQueue,1.0,0.049623980631800194,2.0,glass
162,5,9,20,3,12.5,6.75,3.0,0.8181818181818182,0.7272727272727273,1.0,0.8421052631578948,2279,4451.2,7817,0.33499932289123535,11.115603685379028,Stack,1.0,0.049623980631800194,2.0,glass
